genes	GSE89775
ENSG00000153015	5.6472611959465
ENSG00000138375	5.62129119784394
ENSG00000129474	5.61339086039106
ENSG00000125846	5.57173493611501
ENSG00000163586	5.57169033996915
ENSG00000133983	5.54332314789519
ENSG00000100982	5.52808988643671
ENSG00000241878	5.52069020124368
ENSG00000025708	5.51158158190706
ENSG00000205981	5.51045342688135
ENSG00000173480	5.49473002330375
ENSG00000256223	5.4603540206014
ENSG00000278270	5.45372822090529
ENSG00000115129	5.44578385008049
ENSG00000216895	5.42002176249993
ENSG00000089050	5.41509040388571
ENSG00000137101	5.40127692019958
ENSG00000243056	5.38307273350318
ENSG00000103227	5.37537299783645
ENSG00000137563	5.36361326511576
ENSG00000157087	5.3457186203089
ENSG00000277363	5.3438019205851
ENSG00000186469	5.34315482122325
ENSG00000138688	5.3285968842664
ENSG00000198951	5.31627619636166
ENSG00000126822	5.29194329544315
ENSG00000234745	5.28161349810518
ENSG00000165671	5.26865637910347
ENSG00000168758	5.25733741177278
ENSG00000152147	5.22716027338562
ENSG00000133265	5.21523071755905
ENSG00000165389	5.21204769839621
ENSG00000125843	5.19773013708283
ENSG00000121022	5.19315221903079
ENSG00000105254	5.17575017745871
ENSG00000135940	5.16331171050057
ENSG00000267855	5.16289722333279
ENSG00000066322	5.15381024590838
ENSG00000100376	5.14572612628429
ENSG00000007541	5.13938603642081
ENSG00000161956	5.13648108525244
ENSG00000241343	5.13275834387551
ENSG00000102317	5.12812881676733
ENSG00000231543	5.10232639062002
ENSG00000134905	5.09867179894281
ENSG00000178425	5.06779546750103
ENSG00000167700	5.06172467664236
ENSG00000228964	5.05539244093427
ENSG00000164587	5.04854310596284
ENSG00000166908	5.02202422112622
ENSG00000206372	5.0185422886607
ENSG00000235017	5.0185422886607
ENSG00000185813	4.98077663555071
ENSG00000130173	4.9772132620353
ENSG00000156795	4.89019337552752
ENSG00000232112	4.88561838214274
ENSG00000273608	4.86704638946189
ENSG00000226560	4.84663757546545
ENSG00000155463	4.82915299776941
ENSG00000175866	4.79954813795361
ENSG00000067955	4.78756816691511
ENSG00000109381	4.7858825447427
ENSG00000163344	4.78340492424746
ENSG00000166226	4.76607492837783
ENSG00000124357	4.74036295274003
ENSG00000160094	4.73099294662252
ENSG00000183077	4.68736046435192
ENSG00000118640	4.68361661472046
ENSG00000167685	4.64470349783857
ENSG00000162415	4.6325361242925
ENSG00000214456	4.61004952983389
ENSG00000102974	4.60507905541448
ENSG00000108107	4.54223505124713
ENSG00000275895	4.53126611183132
ENSG00000080815	4.52744751912569
ENSG00000167925	4.51677729304464
ENSG00000154582	4.51196814715684
ENSG00000105325	4.51175352924691
ENSG00000155846	4.47798921894243
ENSG00000130309	4.43064268745757
ENSG00000070413	4.4230181572204
ENSG00000099785	4.39888291398008
ENSG00000132329	4.39819530603313
ENSG00000170340	4.39589239096565
ENSG00000137841	4.34562990918415
ENSG00000277258	4.329453974372
ENSG00000278644	4.329453974372
ENSG00000167671	4.32742380089501
ENSG00000160113	4.14494732854683
ENSG00000198431	3.99324066815989
ENSG00000133639	3.89061775678894
ENSG00000116580	3.82199753995048
ENSG00000134717	3.75979141258103
ENSG00000155380	-3.59711995629459
ENSG00000281917	-3.59711995629459
ENSG00000008282	-3.90119445950943
ENSG00000235750	-4.00855719165143
ENSG00000196352	-4.17192771703752
ENSG00000128052	-4.28720044781996
ENSG00000134294	-4.2905593087898
ENSG00000005801	-4.2989801994108
ENSG00000165029	-4.31109353135634
ENSG00000177683	-4.62454264189449
ENSG00000120756	-4.75251703839239
ENSG00000184743	-4.75580773360566
ENSG00000109814	-4.81611024917644
ENSG00000123684	-4.82569021467374
ENSG00000102580	-4.97605384829199
ENSG00000185344	-5.00786339270447
ENSG00000109445	-5.05805636752947
ENSG00000143756	-5.27081585861217
ENSG00000118407	-5.28287864809573
ENSG00000005249	-5.34151040359862
ENSG00000110090	-5.34701892543776
ENSG00000145545	-5.36314147682805
ENSG00000221866	-5.5107129349517
ENSG00000127954	-5.57858138803208
ENSG00000168079	-5.71435588375708
ENSG00000197253	-5.94941567294934
ENSG00000073734	-6.05764062207499
ENSG00000172766	-6.13589979143525
ENSG00000144481	-6.17386297625372
ENSG00000272602	-6.22485895006952
ENSG00000105835	-6.73143967562262
ENSG00000282945	-6.77210596025177
ENSG00000198018	-6.83477498011892
ENSG00000165646	-6.9182921369522
ENSG00000011052	-6.97926305244292
ENSG00000274585	-7.22607202762762
ENSG00000125851	-8.39699595526124
ENSG00000157654	-9.0510956972593
ENSG00000121871	-11.0482554356893
