genes	GSE133039
ENSG00000121075	5.45140508426796
ENSG00000248307	5.43154928422755
ENSG00000107984	5.38463197252461
ENSG00000171246	5.38432024446239
ENSG00000188176	5.38421346252371
ENSG00000265787	5.38411874327015
ENSG00000172551	5.3618215371782
ENSG00000185818	5.33548149114279
ENSG00000178522	5.32294391122341
ENSG00000181617	5.31863299683135
ENSG00000181019	5.2981274701214
ENSG00000185002	5.28465133834649
ENSG00000145808	5.27990489324481
ENSG00000130822	5.27006393629505
ENSG00000225127	5.24329353295627
ENSG00000212901	5.21146151950516
ENSG00000117600	5.2094827652529
ENSG00000173908	5.18426541813638
ENSG00000177551	5.17766401711668
ENSG00000173157	5.17290407119822
ENSG00000283030	5.16613374669355
ENSG00000170370	5.15792384799835
ENSG00000126010	5.14005249001254
ENSG00000277015	5.12089457275262
ENSG00000138435	5.11615803411126
ENSG00000170893	5.08279725875338
ENSG00000124205	5.07233333092647
ENSG00000075388	5.05090302892704
ENSG00000174963	5.04404218156132
ENSG00000249378	5.04357238904376
ENSG00000096088	5.04101691395528
ENSG00000137868	5.00767827927532
ENSG00000167971	5.00676062937133
ENSG00000182459	4.99141116276816
ENSG00000253405	4.98732329450267
ENSG00000235026	4.97537406138372
ENSG00000152669	4.97244270607653
ENSG00000157005	4.96880262582499
ENSG00000111432	4.95906010826161
ENSG00000115844	4.93688916930852
ENSG00000215262	4.93019608534479
ENSG00000206195	4.92796859754691
ENSG00000176842	4.90889026614447
ENSG00000153930	4.90063510912023
ENSG00000230937	4.87468337530555
ENSG00000185559	4.86281236704296
ENSG00000100373	4.84612659043329
ENSG00000143469	4.84564877322543
ENSG00000252516	4.84337627309835
ENSG00000170290	4.84050251638677
ENSG00000273046	4.83843622863889
ENSG00000078579	4.80009446938321
ENSG00000249958	4.79752906871164
ENSG00000167157	4.7940329107095
ENSG00000248329	4.78984682726048
ENSG00000109158	4.78663732555299
ENSG00000226887	4.78309153524465
ENSG00000152591	4.7789187110277
ENSG00000181562	4.76208951227984
ENSG00000188784	4.75095288630418
ENSG00000089199	4.73854839061583
ENSG00000254126	4.72569735519335
ENSG00000100346	4.71353688123223
ENSG00000231431	4.71231760189882
ENSG00000236902	4.71132884154013
ENSG00000100095	4.71077388278319
ENSG00000185686	4.7100562806288
ENSG00000154277	4.70009691581385
ENSG00000234602	4.6917727758283
ENSG00000124557	4.69114760033608
ENSG00000094796	4.68586171178731
ENSG00000278167	4.66394435168821
ENSG00000154856	4.64361892988379
ENSG00000126778	4.63107199402742
ENSG00000147571	4.62563069208767
ENSG00000134443	4.62439394165795
ENSG00000081051	4.6237113851038
ENSG00000100867	4.61471065764321
ENSG00000165078	4.61396506461575
ENSG00000100604	4.60814125787839
ENSG00000165685	4.58903643826196
ENSG00000240045	4.57251240078756
ENSG00000243479	4.56749673305629
ENSG00000140807	4.55882113263568
ENSG00000115194	4.55541564170454
ENSG00000189120	4.55239002989544
ENSG00000262406	4.54631280852268
ENSG00000144354	4.53620260929544
ENSG00000162763	4.52276171363378
ENSG00000261092	4.51561466150251
ENSG00000137273	4.51559285722029
ENSG00000114948	4.49846685455077
ENSG00000143954	4.48590218442752
ENSG00000168505	4.47873027081262
ENSG00000240423	4.47871304382873
ENSG00000266200	4.46509723773864
ENSG00000166450	4.4583143526448
ENSG00000155011	4.45802247302376
ENSG00000275620	4.45573681999406
ENSG00000198822	4.44124181149864
ENSG00000162728	4.43228388160164
ENSG00000173253	4.42941240528569
ENSG00000108813	4.42811860106622
ENSG00000283473	4.42493329181442
ENSG00000115616	4.422615441456
ENSG00000108018	4.41384205072647
ENSG00000166426	4.41210299842819
ENSG00000179593	4.40484698546941
ENSG00000165349	4.40094570659611
ENSG00000179477	4.39836073568914
ENSG00000106278	4.39612554242075
ENSG00000197891	4.36972578854869
ENSG00000081248	4.34343661501038
ENSG00000058335	4.33930543553863
ENSG00000150893	4.33617671592546
ENSG00000282164	4.33246939572072
ENSG00000213231	4.33090503312378
ENSG00000156150	4.329101641991
ENSG00000135903	4.32707372812628
ENSG00000177508	4.31443202305399
ENSG00000263310	4.31375689182873
ENSG00000174498	4.30917356544678
ENSG00000168065	4.30488639667204
ENSG00000163064	4.29831221770469
ENSG00000183072	4.26917608731669
ENSG00000101198	4.26185687403678
ENSG00000187094	4.25176321385628
ENSG00000185479	4.24944201559966
ENSG00000145423	4.24817616754937
ENSG00000114113	4.24784003138933
ENSG00000236511	4.24648697257187
ENSG00000227801	4.24487656192424
ENSG00000121742	4.24334701858068
ENSG00000140873	4.23811335487588
ENSG00000187772	4.23389649241656
ENSG00000148408	4.22487363058752
ENSG00000212724	4.21894741088194
ENSG00000215853	4.21184795014216
ENSG00000166863	4.20080439428707
ENSG00000196421	4.1958915068964
ENSG00000116035	4.19136743033928
ENSG00000197757	4.18620047000793
ENSG00000015413	4.18420685808876
ENSG00000141744	4.17321488916243
ENSG00000157766	4.15758448244279
ENSG00000133063	4.15602452912939
ENSG00000183798	4.15236026369731
ENSG00000066032	4.14715575413884
ENSG00000197472	4.14299339741939
ENSG00000204978	4.14185482305083
ENSG00000184895	4.14137416092844
ENSG00000164932	4.13321009806512
ENSG00000229544	4.12946638244685
ENSG00000128683	4.1206452862668
ENSG00000134323	4.10915352415117
ENSG00000203808	4.09733926872142
ENSG00000205704	4.0874380986686
ENSG00000179546	4.0862833763544
ENSG00000123364	4.08135777388412
ENSG00000171450	4.06993563088667
ENSG00000230779	4.06794801067168
ENSG00000138795	4.06593460156204
ENSG00000183888	4.06431439274551
ENSG00000078814	4.05720152499072
ENSG00000100593	4.05096253242596
ENSG00000232237	4.04559908607114
ENSG00000145864	4.04517756093548
ENSG00000206290	4.04353728893306
ENSG00000171004	4.0327069115047
ENSG00000235054	4.03102269609899
ENSG00000169427	4.02560096351975
ENSG00000171502	4.01237056178063
ENSG00000172987	4.00891279855092
ENSG00000274588	4.00596693983565
ENSG00000249853	3.9988330837799
ENSG00000101197	3.9835826542101
ENSG00000179097	3.97344687600943
ENSG00000276886	3.95880045940267
ENSG00000136110	3.95556243461098
ENSG00000116132	3.95447482379023
ENSG00000255794	3.94367843598945
ENSG00000237412	3.93319649211988
ENSG00000092758	3.92958190100458
ENSG00000155980	3.91437699303709
ENSG00000167434	3.90551434849384
ENSG00000259362	3.90387059126888
ENSG00000163630	3.90336885896919
ENSG00000149452	3.89131699314295
ENSG00000132429	3.88893196650412
ENSG00000167771	3.87473567571173
ENSG00000131771	3.87333237000787
ENSG00000230356	3.87213065921973
ENSG00000002745	3.8699005716709
ENSG00000163132	3.86796725106423
ENSG00000172023	3.86274785768065
ENSG00000130876	3.84846311604268
ENSG00000178882	3.845959313935
ENSG00000250208	3.83602292256794
ENSG00000006377	3.8346998221612
ENSG00000230930	3.83368983594986
ENSG00000183160	3.83145454369192
ENSG00000204291	3.82957432955179
ENSG00000188015	3.8233509475706
ENSG00000137142	3.82292518586484
ENSG00000128645	3.82261256480371
ENSG00000196581	3.81519688312233
ENSG00000069011	3.81209442751685
ENSG00000116039	3.80806074931253
ENSG00000027644	3.80092318474566
ENSG00000115596	3.79871287528613
ENSG00000278006	3.79400594044374
ENSG00000172116	3.79200849725105
ENSG00000239402	3.7875038814656
ENSG00000136542	3.77609862964607
ENSG00000234224	3.77584781470775
ENSG00000172031	3.7680863454609
ENSG00000136999	3.7638385286475
ENSG00000171243	3.76189347185226
ENSG00000224189	3.76014759549284
ENSG00000171126	3.7532779225085
ENSG00000146276	3.74630440037045
ENSG00000115507	3.74514671658108
ENSG00000172789	3.7323676768357
ENSG00000259663	3.72661670570436
ENSG00000196549	3.72627739278991
ENSG00000174460	3.71543774136701
ENSG00000196188	3.7102908913785
ENSG00000157152	3.70403411588114
ENSG00000144771	3.69430890257712
ENSG00000135333	3.69032278864591
ENSG00000238238	3.68752063434028
ENSG00000164920	3.6861500381782
ENSG00000282046	3.68398579975115
ENSG00000152931	3.68184940086653
ENSG00000168646	3.67532757237131
ENSG00000251493	3.67193443459121
ENSG00000169783	3.66820215476777
ENSG00000110148	3.66562679714264
ENSG00000170689	3.6654943878884
ENSG00000105696	3.66261494973337
ENSG00000250033	3.65320113474226
ENSG00000144355	3.62773448592947
ENSG00000103546	3.62427479604414
ENSG00000236366	3.61875830700078
ENSG00000176956	3.61403143386145
ENSG00000227036	3.61319907860882
ENSG00000117724	3.61182793098225
ENSG00000158516	3.60989766499395
ENSG00000226923	3.59726539568314
ENSG00000164283	3.5927471040729
ENSG00000226132	3.59141496305125
ENSG00000138829	3.59014724410019
ENSG00000006283	3.58616032434197
ENSG00000109255	3.58248176363671
ENSG00000087250	3.56908446431679
ENSG00000103742	3.56848613493234
ENSG00000277586	3.56659124783852
ENSG00000106483	3.56576931484695
ENSG00000169548	3.56022274661445
ENSG00000177108	3.55937529114472
ENSG00000274657	3.55660653816071
ENSG00000182901	3.54937454570059
ENSG00000162998	3.54687689398105
ENSG00000168081	3.54668531240258
ENSG00000215559	3.54632226896431
ENSG00000178473	3.54613295340441
ENSG00000080644	3.54523454319844
ENSG00000182379	3.53840919562152
ENSG00000180537	3.53515844872568
ENSG00000131142	3.53301206025537
ENSG00000074771	3.52759270497394
ENSG00000165816	3.51963815028922
ENSG00000122711	3.51804046386727
ENSG00000091129	3.51276800687485
ENSG00000164434	3.51172685153322
ENSG00000267374	3.50862834298654
ENSG00000018625	3.50697867122545
ENSG00000128422	3.50480972295317
ENSG00000181218	3.49673936169593
ENSG00000172986	3.49629681718995
ENSG00000125378	3.49473739038835
ENSG00000238062	3.4925627643228
ENSG00000170891	3.48887180941996
ENSG00000163554	3.48709739209977
ENSG00000188120	3.48487609803274
ENSG00000231453	3.46920022280928
ENSG00000206394	3.46746470946725
ENSG00000140557	3.46706574362789
ENSG00000114854	3.45565099023594
ENSG00000142449	3.45100804250934
ENSG00000267260	3.45083003604038
ENSG00000123201	3.44238082181633
ENSG00000147255	3.43982366062526
ENSG00000118245	3.43760616192493
ENSG00000129654	3.42717265764873
ENSG00000176754	3.42652322187047
ENSG00000101463	3.41786097999138
ENSG00000261649	3.4133473193172
ENSG00000155966	3.41287248428475
ENSG00000164270	3.40627868660839
ENSG00000130540	3.404246229767
ENSG00000204065	3.40295343128294
ENSG00000225383	3.4010572592055
ENSG00000078898	3.39418718992576
ENSG00000129195	3.39184156854945
ENSG00000162631	3.38805459649894
ENSG00000122585	3.38514267130726
ENSG00000175497	3.38304154968703
ENSG00000125851	3.38267307779863
ENSG00000078098	3.38126664931863
ENSG00000163501	3.38097569067371
ENSG00000019186	3.38085901752535
ENSG00000139330	3.37692930480581
ENSG00000130032	3.3719914867869
ENSG00000275597	3.36655185729388
ENSG00000176490	3.36601190942666
ENSG00000122254	3.36447367863101
ENSG00000168779	3.35700913758182
ENSG00000275713	3.35660662579951
ENSG00000158560	3.34916429236033
ENSG00000180785	3.34274374762731
ENSG00000065618	3.33758936231108
ENSG00000170835	3.33668632816042
ENSG00000166407	3.33529418547106
ENSG00000170369	3.33204885338747
ENSG00000259230	3.33060642950141
ENSG00000158525	3.3273578873657
ENSG00000135312	3.32680052496569
ENSG00000198729	3.32258839937066
ENSG00000206557	3.31361145760889
ENSG00000147262	3.31354442235539
ENSG00000177511	3.31196510995384
ENSG00000170484	3.30798493306163
ENSG00000087510	3.3071557018534
ENSG00000056487	3.30354979282587
ENSG00000074317	3.30037505966974
ENSG00000149948	3.2997004426707
ENSG00000159184	3.29533594343786
ENSG00000140937	3.29312348490346
ENSG00000101958	3.29209394776023
ENSG00000110881	3.2910130720487
ENSG00000135902	3.28443101991536
ENSG00000131969	3.28000120078605
ENSG00000245694	3.27347506548226
ENSG00000241749	3.27014676881973
ENSG00000185352	3.26960160772019
ENSG00000149403	3.26902615825486
ENSG00000169436	3.26754795177458
ENSG00000282972	3.26502592757237
ENSG00000251039	3.26461893303997
ENSG00000209042	3.26255263171107
ENSG00000122691	3.25763602638331
ENSG00000102678	3.25252854935449
ENSG00000120457	3.24835635935484
ENSG00000259666	3.24761499192658
ENSG00000229404	3.24294364918431
ENSG00000118432	3.24288817312555
ENSG00000139219	3.24137260960774
ENSG00000203985	3.23970732871866
ENSG00000183873	3.23844791658461
ENSG00000204335	3.2324946954106
ENSG00000016082	3.22852701118694
ENSG00000152192	3.2280588276577
ENSG00000260230	3.22667323563473
ENSG00000211935	3.22239757342588
ENSG00000151012	3.22126806621611
ENSG00000182575	3.21185856417817
ENSG00000188162	3.21172931434283
ENSG00000186193	3.209020118876
ENSG00000177807	3.20869252836932
ENSG00000178538	3.20240773168256
ENSG00000188959	3.20085639794804
ENSG00000139292	3.19859675674617
ENSG00000268654	3.19721887406795
ENSG00000127863	3.19331272458349
ENSG00000102109	3.19210200076087
ENSG00000221986	3.18710361997729
ENSG00000181374	3.18608308333634
ENSG00000186197	3.18509424682605
ENSG00000168748	3.18255204536622
ENSG00000136943	3.18032279155448
ENSG00000169297	3.17944877540019
ENSG00000197705	3.17923961414794
ENSG00000248461	3.17790111725743
ENSG00000091704	3.17612744324083
ENSG00000182600	3.17532513947933
ENSG00000268104	3.17037502200177
ENSG00000126787	3.16913513904052
ENSG00000176532	3.16216776936616
ENSG00000185269	3.15827279982424
ENSG00000171401	3.15290620673928
ENSG00000171658	3.15043799860063
ENSG00000266401	3.15013839764
ENSG00000052850	3.14469577642242
ENSG00000137976	3.13693805279391
ENSG00000173894	3.13620386552918
ENSG00000188778	3.13593080177227
ENSG00000177468	3.13188372657403
ENSG00000168785	3.13100680821094
ENSG00000163288	3.12975274890967
ENSG00000176165	3.1282634011394
ENSG00000214999	3.12699936684533
ENSG00000268089	3.11684688898139
ENSG00000223802	3.11295569180699
ENSG00000128564	3.11073736623063
ENSG00000104879	3.1074591556052
ENSG00000102539	3.10391412869315
ENSG00000100290	3.10161856488396
ENSG00000243284	3.10113524597584
ENSG00000164946	3.09274616882449
ENSG00000130829	3.09145420458236
ENSG00000235711	3.08208681344417
ENSG00000257588	3.07933393157814
ENSG00000167941	3.07599349261159
ENSG00000234948	3.07072044101604
ENSG00000128045	3.06691356397259
ENSG00000233673	3.0637597141409
ENSG00000198759	3.06277016459413
ENSG00000163536	3.06131128905006
ENSG00000211978	3.05956664718632
ENSG00000241697	3.0578231897425
ENSG00000138100	3.04998685267267
ENSG00000128710	3.04957371526737
ENSG00000144045	3.04924812124639
ENSG00000146555	3.04554739479824
ENSG00000175063	3.04520820584668
ENSG00000183248	3.04266140099822
ENSG00000131747	3.04251522177188
ENSG00000249550	3.04203195309263
ENSG00000224137	3.04003720912207
ENSG00000253414	3.03316331391967
ENSG00000081277	3.03045915695021
ENSG00000140481	3.02831922737676
ENSG00000115828	3.02798215745863
ENSG00000084628	3.02641184782266
ENSG00000147434	3.02479448356378
ENSG00000236202	3.02472802388493
ENSG00000182798	3.02366329299216
ENSG00000175832	3.02294073494974
ENSG00000174332	3.02075209152478
ENSG00000211653	3.01855152976005
ENSG00000232906	3.01308908645166
ENSG00000100473	3.01176855726129
ENSG00000168671	3.01078193421392
ENSG00000177602	3.0042245891878
ENSG00000142513	2.99841319554767
ENSG00000211804	2.99812403987928
ENSG00000233608	2.99702230296847
ENSG00000196542	2.99553644168277
ENSG00000207923	2.99431038678075
ENSG00000163331	2.99281436136314
ENSG00000100078	2.98671828908562
ENSG00000075461	2.98652284190096
ENSG00000198758	2.9848900827632
ENSG00000184661	2.98478083608271
ENSG00000156103	2.98343880523168
ENSG00000040731	2.98017786686913
ENSG00000161133	2.97073316283703
ENSG00000130055	2.96796150664796
ENSG00000121446	2.9669527392911
ENSG00000143228	2.96667086164021
ENSG00000068985	2.96578705470532
ENSG00000162745	2.9616713098636
ENSG00000267339	2.96013522709911
ENSG00000158786	2.96000846456874
ENSG00000205221	2.95926695782531
ENSG00000211946	2.95545736963783
ENSG00000128652	2.95393240634753
ENSG00000176177	2.9521431672735
ENSG00000180806	2.95032000759693
ENSG00000130720	2.94938190644666
ENSG00000175946	2.94265067355778
ENSG00000147889	2.94260324802511
ENSG00000137203	2.94201576659031
ENSG00000164266	2.94039321655214
ENSG00000141314	2.94034104977666
ENSG00000125355	2.93850943658839
ENSG00000109471	2.93474599405387
ENSG00000180660	2.93269068098544
ENSG00000117399	2.931272439849
ENSG00000024526	2.92956524760238
ENSG00000143512	2.92240084388833
ENSG00000205420	2.91242851629101
ENSG00000136931	2.91145123682621
ENSG00000077327	2.91087164147605
ENSG00000169679	2.90826755838807
ENSG00000225649	2.90805863311302
ENSG00000146530	2.90577138862054
ENSG00000149295	2.90235675334606
ENSG00000214039	2.90184647749106
ENSG00000112984	2.90178761344726
ENSG00000101282	2.90117140128568
ENSG00000149654	2.89871624976081
ENSG00000154252	2.89864089651844
ENSG00000188322	2.8981623068492
ENSG00000162782	2.89780704675872
ENSG00000035499	2.89409247580879
ENSG00000153294	2.89156332785155
ENSG00000173376	2.88730919433002
ENSG00000145384	2.88241831802665
ENSG00000162493	2.87920088672353
ENSG00000211788	2.87794504673146
ENSG00000211752	2.87684258368205
ENSG00000180730	2.87555189727303
ENSG00000219257	2.86829113177341
ENSG00000177519	2.86738546101722
ENSG00000043355	2.86445894474231
ENSG00000183850	2.86344597031371
ENSG00000237928	2.86245515449136
ENSG00000107807	2.8613071310711
ENSG00000267013	2.85994637927834
ENSG00000108684	2.85669074116123
ENSG00000187672	2.85550726038188
ENSG00000114805	2.85523142196182
ENSG00000143867	2.84743970092278
ENSG00000021645	2.84618579102186
ENSG00000158402	2.84466125260903
ENSG00000269699	2.83896519055821
ENSG00000180658	2.83590997107167
ENSG00000182010	2.83559229929328
ENSG00000130283	2.8347004901711
ENSG00000205592	2.83121965230878
ENSG00000189001	2.82719747211827
ENSG00000147614	2.82280952454714
ENSG00000109424	2.82223503913887
ENSG00000223485	2.82059989686037
ENSG00000275791	2.81859244561598
ENSG00000142945	2.81819037705371
ENSG00000100985	2.81776100674797
ENSG00000168078	2.81701413010964
ENSG00000164287	2.81301933412869
ENSG00000180440	2.81118525065167
ENSG00000231185	2.80998339386064
ENSG00000132671	2.8092623764257
ENSG00000112562	2.80823036063502
ENSG00000197106	2.80696878745633
ENSG00000183844	2.8062717099659
ENSG00000128709	2.80347725676581
ENSG00000127325	2.80237982652201
ENSG00000167755	2.80226439806406
ENSG00000157456	2.79958234080979
ENSG00000166961	2.79716768922803
ENSG00000184489	2.79712044585206
ENSG00000280610	2.79623617784754
ENSG00000171551	2.79522369472012
ENSG00000117069	2.79493564212964
ENSG00000275747	2.78605569527948
ENSG00000198826	2.78544259143107
ENSG00000127377	2.78172451202834
ENSG00000175445	2.78150396775079
ENSG00000186007	2.77973089033476
ENSG00000147481	2.77556391609824
ENSG00000169181	2.77515873941643
ENSG00000113296	2.77086925418481
ENSG00000139800	2.76799855873829
ENSG00000211979	2.76526088578625
ENSG00000110786	2.7596275027444
ENSG00000112742	2.75751857929841
ENSG00000060718	2.75610855628728
ENSG00000168743	2.74963251035818
ENSG00000157613	2.74850215624957
ENSG00000233718	2.74325291974151
ENSG00000120068	2.74247500715423
ENSG00000237649	2.74045585766145
ENSG00000021300	2.740335009327
ENSG00000227906	2.73981621631552
ENSG00000176692	2.73927831213562
ENSG00000179772	2.73893778014895
ENSG00000090382	2.73545785781279
ENSG00000131711	2.73490186725984
ENSG00000178934	2.73453634215104
ENSG00000250433	2.73376571040513
ENSG00000131435	2.73374383397938
ENSG00000205456	2.73348662305588
ENSG00000164362	2.72967351793643
ENSG00000078399	2.72817303772817
ENSG00000137869	2.72766195453207
ENSG00000147465	2.72498853130897
ENSG00000112559	2.72428333579782
ENSG00000164611	2.72144790611376
ENSG00000081842	2.72093535760574
ENSG00000145649	2.72028058368078
ENSG00000198756	2.71826072408046
ENSG00000232843	2.71544480775157
ENSG00000037965	2.7144133913642
ENSG00000155052	2.71317767306675
ENSG00000121966	2.71007306563288
ENSG00000250286	2.70837716565324
ENSG00000133454	2.70792410210856
ENSG00000228874	2.70648774625592
ENSG00000274247	2.70497019860169
ENSG00000181449	2.70460998618117
ENSG00000178999	2.70361950966263
ENSG00000164509	2.70245365046584
ENSG00000237333	2.70236901536598
ENSG00000182103	2.70048662872491
ENSG00000263513	2.69762032565415
ENSG00000135324	2.69748498274587
ENSG00000144339	2.69459823581209
ENSG00000112077	2.69215242933179
ENSG00000275575	2.69144101156241
ENSG00000162951	2.69105025641131
ENSG00000170323	2.68974958189165
ENSG00000144452	2.68640407650638
ENSG00000017483	2.68546529880946
ENSG00000011426	2.68323044311235
ENSG00000086506	2.6824533119263
ENSG00000188763	2.68161644684734
ENSG00000143217	2.68153072877573
ENSG00000108375	2.68046061227017
ENSG00000120262	2.67485877426443
ENSG00000186081	2.67370733516694
ENSG00000130300	2.67322744281172
ENSG00000107242	2.67238749379808
ENSG00000136929	2.67172009597072
ENSG00000198300	2.67002916913545
ENSG00000147257	2.66859790393542
ENSG00000228038	2.66763435160623
ENSG00000113205	2.66652614237181
ENSG00000256862	2.66522736124488
ENSG00000182389	2.66460723337621
ENSG00000138759	2.66341495653952
ENSG00000185742	2.66267866624763
ENSG00000211776	2.6620395007917
ENSG00000183134	2.65867825604665
ENSG00000123500	2.65637271147689
ENSG00000226031	2.65256642291409
ENSG00000125869	2.65202217130992
ENSG00000254726	2.65120817687963
ENSG00000226961	2.64922546948342
ENSG00000274600	2.64608017382748
ENSG00000100678	2.64531999722108
ENSG00000133878	2.64414173421251
ENSG00000249628	2.6430751071915
ENSG00000163982	2.64183146044913
ENSG00000211662	2.64033927423111
ENSG00000152076	2.63740268529035
ENSG00000177679	2.63725697499142
ENSG00000280411	2.63645213858519
ENSG00000255082	2.63523982316812
ENSG00000211644	2.63399232496881
ENSG00000115163	2.63391841303445
ENSG00000004848	2.63241772878701
ENSG00000223403	2.62827406233104
ENSG00000248668	2.62655993688975
ENSG00000183837	2.6232815136115
ENSG00000226337	2.62281889251928
ENSG00000198569	2.62263198347244
ENSG00000005102	2.61832652334964
ENSG00000147804	2.61272891450963
ENSG00000125888	2.61075810888345
ENSG00000134057	2.60870348753531
ENSG00000153012	2.60699388467139
ENSG00000133169	2.60621434153884
ENSG00000197153	2.60620500618645
ENSG00000215817	2.60615145735557
ENSG00000117394	2.60525469453851
ENSG00000273003	2.60484080875193
ENSG00000198353	2.60213507387238
ENSG00000188730	2.60048956117031
ENSG00000175315	2.60026572673487
ENSG00000101057	2.59924681791511
ENSG00000162415	2.59896463541271
ENSG00000253293	2.59702882365807
ENSG00000164171	2.59669404844383
ENSG00000272342	2.5955026837956
ENSG00000229056	2.59468564850688
ENSG00000214814	2.59354893223102
ENSG00000267128	2.59334628689416
ENSG00000165152	2.59122141460114
ENSG00000214290	2.59019478714482
ENSG00000214548	2.58966016897875
ENSG00000159625	2.58855331630668
ENSG00000140534	2.58773820562972
ENSG00000090889	2.58512831585351
ENSG00000130701	2.58093492358263
ENSG00000274576	2.57857507861546
ENSG00000101447	2.5755302212217
ENSG00000127074	2.57438007459645
ENSG00000164330	2.57423051231361
ENSG00000109805	2.57394050115682
ENSG00000049089	2.571804853036
ENSG00000165891	2.57047250952469
ENSG00000119888	2.5696897171314
ENSG00000232021	2.56961727679489
ENSG00000150275	2.56917761673706
ENSG00000204866	2.56344658140131
ENSG00000124575	2.56341358545418
ENSG00000223318	2.56330962735435
ENSG00000226673	2.56232075248913
ENSG00000108576	2.56078582378688
ENSG00000214835	2.5595850960632
ENSG00000144810	2.55907074872868
ENSG00000134028	2.55871688192039
ENSG00000112164	2.55790754627651
ENSG00000119866	2.55566902832796
ENSG00000235029	2.55358165471866
ENSG00000166851	2.55342917382745
ENSG00000163283	2.55284670960836
ENSG00000275004	2.55163481212058
ENSG00000113249	2.55135813101468
ENSG00000184160	2.55018433404271
ENSG00000240990	2.54964586429618
ENSG00000162738	2.54787862885655
ENSG00000104059	2.54510903645802
ENSG00000121621	2.54479656657838
ENSG00000115085	2.54372649632194
ENSG00000197565	2.5437141793324
ENSG00000139055	2.53908011940209
ENSG00000066279	2.53851514281393
ENSG00000138778	2.53714022300708
ENSG00000129682	2.53607099156516
ENSG00000135451	2.53584189654003
ENSG00000278195	2.53318154690823
ENSG00000173391	2.53216994239822
ENSG00000124749	2.53037270861579
ENSG00000159556	2.52997594831116
ENSG00000136235	2.52852703181421
ENSG00000131650	2.5284801276934
ENSG00000187243	2.52810422229323
ENSG00000213557	2.52805912802746
ENSG00000099822	2.52654918385765
ENSG00000075073	2.52528070860509
ENSG00000178919	2.51943610965711
ENSG00000173826	2.51829692587197
ENSG00000223886	2.51827371883657
ENSG00000100448	2.51769326202632
ENSG00000113722	2.51530496079917
ENSG00000137558	2.51502210646533
ENSG00000273564	2.51401224709284
ENSG00000224373	2.51344126258223
ENSG00000250742	2.51153536322863
ENSG00000159224	2.51143537977986
ENSG00000184515	2.5107267927637
ENSG00000275793	2.50936595737371
ENSG00000211625	2.50749291933536
ENSG00000170166	2.50711929165189
ENSG00000184697	2.50688006594328
ENSG00000158815	2.50517404771586
ENSG00000169607	2.50486691713178
ENSG00000137573	2.50341885872072
ENSG00000079101	2.50101600585557
ENSG00000255622	2.49938340879834
ENSG00000139200	2.49936325294211
ENSG00000133107	2.49696238300438
ENSG00000211807	2.49332268664176
ENSG00000112837	2.49234903389452
ENSG00000173838	2.48229061702785
ENSG00000167880	2.48094601075635
ENSG00000182272	2.48013569727839
ENSG00000183734	2.47934622096106
ENSG00000178531	2.47749285682393
ENSG00000224041	2.47708214848437
ENSG00000064205	2.47603590184993
ENSG00000165309	2.47488367258601
ENSG00000255693	2.47478881418398
ENSG00000176678	2.47276511978265
ENSG00000197301	2.47191511651622
ENSG00000166342	2.46960464908058
ENSG00000160298	2.46960165259142
ENSG00000164379	2.46955422397287
ENSG00000112812	2.46933605099603
ENSG00000123485	2.46819014246513
