"","NT","NT","NT","T","T","T","T","T","T","T","T","T","T"
"EDN1",2.25268430342132,18.82913334845,1.42194498152657,0,2.72984836091088,0.601468825874421,29.0788220817866,494.218571505229,262.193527578547,1.44485861717112,0,2.77140071353625,2.25268430342132
"EDN2",0,0,48.3461293719035,0,0,0.601468825874421,0,41.1848809587691,0.902559475313416,0,0,0,0
"EDN3",0,0,97.6402220648247,0,91.9048948173329,0,0,0,1.12819934414177,0,0,34.6425089192031,0
"EDNRA",2.25268430342132,0,129.396993318918,17.4071592836241,0.90994945363696,0,17.8225038565789,0,0.902559475313416,2.16728792575668,25.9812290847022,22.17120570829,2.25268430342132
"EDNRB",1742.45130869639,456.244384981673,11.3755598522126,0,0,123.301109304256,6.09717237198752,292.41265480726,1.80511895062683,48.4027636752325,0.519624581694044,19.3998049947538,1742.45130869639
"EDRF1",4.50536860684264,201.326887341119,67.3053957922578,20.888591140349,71.4310321105013,49.9219125475769,19.2295436347299,0,90.2559475313416,2.88971723434224,22.3438570128439,51.2709132004207,4.50536860684264
"EDRF1-AS1",0,10.1387641107038,0,0,0,0.601468825874421,0,0,4.73843724539543,0.72242930858556,0.519624581694044,0,0
"EEA1",6.75805291026396,1703.31237059825,0.947963321017715,866.876532324482,110.558858616891,46.3130995923304,41.7421800851453,8.23697619175381,197.43488522481,32.5093188863502,106.523039247279,494.695027366221,6.75805291026396
"EED",18.0214744273706,139.045907803938,52.6119643164832,17.4071592836241,0,1.20293765174884,0.469013259383656,2.05924404793845,102.666140316901,0.72242930858556,1.03924916338809,24.9426064218263,18.0214744273706
"EEF1A1",5994.39293140413,9612.9967718202,13955.9160120228,201.92304769004,17338.1768895986,28502.4047205371,12465.9034211582,64946.4980279309,11302.5266694811,8042.08306317446,43775.2532602331,2571.85986216164,5994.39293140413
"EEF1A2",0,0,0.473981660508858,0,6.8246209022772,13.2323141692373,0,0,20.3075881945519,0,0,4.15710107030438,0
"EEF1AKMT1",0,0,0,0,0.90994945363696,3.0073441293721,33.2999414162395,0,0.225639868828354,0,13.5102391240452,1.38570035676813,0
"EEF1B2",66.454186950929,57.9357949183077,13.7454681547569,236.737366257288,60.9666133936763,661.615708461863,29.0788220817866,2368.13065512922,53.4766489123199,512.924809095748,318.529868578449,27.7140071353625,66.454186950929
"EEF1D",99.1181093505381,900.901610979684,2115.38015085103,139.257274268993,1717.98456846658,1126.55111086279,1327.77653731513,175.035744074769,418.11067693894,385.054821476104,777.877998795984,322.868183126973,99.1181093505381
"EEF1E1",1.12634215171066,23.1743179673231,76.3110473419261,0,72.3409815641383,110.670263960893,30.016848600554,728.972392970212,10.6050738349326,10.1140103201978,149.132254946191,2.77140071353625,1.12634215171066
"EEF1G",2678.44163676795,9628.92911542273,1785.96289679738,1396.05417454666,6854.64923424722,1099.48501369844,5277.33719458489,9573.42557886587,2429.91574741254,203.002635712542,4035.40450143595,442.038413809032,2678.44163676795
"EEF2",975.412303381432,12296.8724714108,1846.158567682,8905.50268950211,15180.6867350254,4581.38804668546,1728.31386082877,2518.45547062873,3384.14675268765,629.958357086609,16557.317671099,4568.65407626451,975.412303381432
"EEF2K",183.593770728838,181.049359119711,12.3235231732303,609.250574926845,0.90994945363696,0.601468825874421,83.4843601702907,364.486196485106,10.830713703761,401.670695573572,5.71587039863449,151.041338887726,183.593770728838
"EEF2KMT",4.50536860684264,0,9.95361487068601,90.5172282748456,55.5069166718545,117.887889871386,0.469013259383656,2.05924404793845,27.0767842594025,10.1140103201978,53.5213319144866,9.69990249737688,4.50536860684264
"EEFSEC",0,30.4162923321115,45.9762210693592,0,0,109.467326309145,2.81407955630193,47.3626131025844,31.5895816359696,2.16728792575668,0.519624581694044,22.17120570829,0
"EEPD1",0,247.675523275765,5.68777992610629,41.777182280698,51.4121441304882,1460.36630922309,140.234964555713,26.7701726231999,141.25055788655,57.7943446868448,37.9325944636652,6.92850178384063,0
"EFCAB1",0,10.1387641107038,0,3.48143185672483,13.6492418045544,0,4.69013259383656,35.0071488149537,6.76919606485062,0,0,2.77140071353625,0
"EFCAB10",24.7795273376345,1.44839487295769,9.95361487068601,3.48143185672483,9.55446926318808,30.073441293721,212.463006500796,2.05924404793845,6.31791632719391,2.16728792575668,2.07849832677618,1.38570035676813,24.7795273376345
"EFCAB11",1.12634215171066,0,2.84388996305315,0,38.6728517795708,1.20293765174884,7.03519889075483,22.651684527323,64.5330024849092,0,118.474404626242,5.5428014270725,1.12634215171066
"EFCAB12",5.6317107585533,5.79357949183077,12.3235231732303,3.48143185672483,13.6492418045544,1.80440647762326,0.469013259383656,679.550535819689,16.2460705556415,2.88971723434224,17.1476111959035,15.2427039244494,5.6317107585533
"EFCAB13",103.623477957381,95.5940616152076,0,13.9257274268993,10.464418716825,12.6308453433628,0,0,0,5.77943446868448,35.334471555195,55.428014270725,103.623477957381
"EFCAB14",1.12634215171066,732.887805716592,368.283750215382,215.848775116939,271.164937183814,858.296014522798,39.3971137882271,3265.96106003039,521.453736862326,358.324937058438,98.2090459401744,80.3706206925513,1.12634215171066
"EFCAB14-AS1",0,0,0,0,0,0.601468825874421,0,0,0.902559475313416,0,0,0,0
"EFCAB2",140.792768963833,1.44839487295769,8.05768822865058,13.9257274268993,151.506584030554,4.21028178112095,7.03519889075483,70.0142976299074,7.89739540899239,44.7906171323047,24.9419799213141,51.2709132004207,140.792768963833
"EFCAB3",19.1478165790812,11.5871589836615,10.9015781917037,45.2586141374228,2.72984836091088,0.601468825874421,4.69013259383656,0,5.8666365895372,1.44485861717112,4.15699665355235,13.8570035676813,19.1478165790812
"EFCAB5",0,5.79357949183077,8.53166988915944,24.3700229970738,0.45497472681848,10.2249700398652,3.75210607506924,0,1.12819934414177,0.72242930858556,0.519624581694044,36.0282092759713,0
"EFCAB6",29.2848959444772,2.89678974591538,0.473981660508858,0,14.5591912581914,0,2.81407955630193,57.6588333422767,42.1946554709022,2.16728792575668,0.519624581694044,9.69990249737688,29.2848959444772
"EFCAB7",0,11.5871589836615,186.274792579981,0,40.4927506868447,6.61615708461863,0,0,43.7741345527007,0.72242930858556,19.7457341043737,5.5428014270725,0
"EFCAB8",0,0,0,0,0,0,0,0,1.12819934414177,0,11.951365378963,0,0
"EFCC1",16.8951322756599,30.4162923321115,8.05768822865058,0,1.36492418045544,0,21.5746099316482,51.4811011984613,0,0,0,0,16.8951322756599
"EFEMP1",86.7283456817208,0,15428.1030495633,31.3328867105235,0.45497472681848,2.40587530349768,625.194674758413,844.290059654766,304.613822918278,212.394216724155,1.03924916338809,11.085602854145,86.7283456817208
"EFEMP2",3.37902645513198,72.4197436478846,245.996481804097,34.8143185672483,5.00472199500328,119.090827523135,45.9632994195982,1221.1317204275,438.192625264663,2.88971723434224,169.397613632258,18.0141046379856,3.37902645513198
"EFHB",0,0,0,0,0,0,3.28309281568559,0,2.48203855711189,0,27.0204782480903,6.92850178384063,0
"EFHC1",9.01073721368528,4.34518461887307,112.333653540599,114.887251271919,15.4691407118283,25.8631595126001,78.7942275764541,304.768119094891,69.2714397303047,123.535411768131,28.5793519931724,85.9134221196238,9.01073721368528
"EFHC2",0,0,0.947963321017715,0,2.72984836091088,0,0,0,0,0,1.03924916338809,1.38570035676813,0
"EFHD1",107.002504412513,356.305138747592,159.731819591485,52.2214778508724,18.1989890727392,143.751049383987,193.70247612545,220.339113129414,94.5431050390803,2.88971723434224,18.7064849409856,0,107.002504412513
"EFHD2",146.424479722386,72.4197436478846,366.861805233856,6.96286371344966,393.098163971167,28.8705036419722,3460.37982773261,166.798767883015,33.6203404554247,487.639783295253,31.6970994833367,73.4421189087107,146.424479722386
"EFL1",0,62.2809795371807,0.947963321017715,3.48143185672483,77.3457035591416,579.214479317067,11.7253314845914,0,60.2458449771705,12.2812982459545,7.27474414371662,60.9708156977975,0
"EFNA1",934.863985919848,123.113564201404,317.093730880426,62.6657734210469,129.667797143267,909.420864722124,673.034027215546,284.175678615507,258.357649808465,1954.89370903253,717.081922737781,112.241728898218,934.863985919848
"EFNA2",0,7.24197436478846,0,3.48143185672483,0,1.20293765174884,0,2.05924404793845,0.451279737656708,0,40.0110927904414,1.38570035676813,0
"EFNA3",6.75805291026396,0,5.68777992610629,6.96286371344966,10.0094439900066,23.4572842091024,15.9464508190443,0,0,0,114.837032554384,4.15710107030438,6.75805291026396
"EFNA4",23.6531851859239,0,209.025912284406,0,56.4168661254915,58.3424761098188,263.116438514231,0,1.57947908179848,10.8364396287834,36.3737207185831,8.31420214060875,23.6531851859239
"EFNA5",30.4112380961878,0,30.8088079330758,0,0,0,5.15914585322021,0,2.03075881945519,31.0644602691791,0,60.9708156977975,30.4112380961878
"EFNB1",47.3063703718477,0,12.7975048337392,0,55.5069166718545,119.090827523135,205.427807610041,0,75.3637161886702,5.05700516009892,273.842154552761,18.0141046379856,47.3063703718477
"EFNB2",100.244451502249,4.34518461887307,281.545106342261,0,0.45497472681848,63.1542267168142,0,2.05924404793845,53.2510090434915,7.2242930858556,0.519624581694044,78.9849203357832,100.244451502249
"EFNB3",0,0,8.53166988915944,3.48143185672483,0,0,4.2211193344529,12.3554642876307,12.6358326543878,0,0.519624581694044,1.38570035676813,0
"EFR3A",443.778807774,987.805303357146,178.691086011839,264.588821111087,159.696129113286,48.1175060699537,228.878470579224,80.3105178695997,287.91647262498,265.131556250901,143.93600912925,397.696002392452,443.778807774
"EFR3B",0,5.79357949183077,5.21379826559743,17.4071592836241,1.36492418045544,0.601468825874421,51.1224452728185,0,2.25639868828354,20.9504499489813,42.0895911172176,15.2427039244494,0
"EFS",0,0,129.870974979427,0,1.81989890727392,3.0073441293721,44.5562596414473,0,73.7842371068718,2.16728792575668,12.9906145423511,1.38570035676813,0
"EFTUD2",978.791329836564,288.230579718581,63.9875241686958,128.812978698819,382.633745254342,484.182404828909,744.324042641861,512.751767936675,172.614499653691,7.94672239444116,496.241475517812,177.36964566632,978.791329836564
"EGF",0,0,0,0,0,0.601468825874421,6.09717237198752,0,0,0,0,0,0
"EGFL6",0,0,0,0,0,0,0,0,0.451279737656708,0,3.63737207185831,0,0
"EGFL7",1.12634215171066,2.89678974591538,20.3812114018809,0,3.18482308772936,31.8778477713443,135.075818702493,28.8294166711383,158.399187917504,351.823073281168,138.73976331231,8.31420214060875,1.12634215171066
"EGFL8",0,0,0,0,16.8340648922838,22.2543465573536,51.1224452728185,14.4147083355692,23.2409064893205,4.33457585151336,1.03924916338809,1.38570035676813,0
"EGFLAM",0,15.9323436025346,152.622094683852,13.9257274268993,0,0,116.315288327147,0,0,40.4560412807914,0,6.92850178384063,0
"EGFLAM-AS4",0,0,0,3.48143185672483,0,0,0.469013259383656,0,0.225639868828354,2.16728792575668,0,0,0
"EGFR",3572.75730522621,4167.03204949928,93.374387120245,1514.4228576753,35.9430034186599,656.803957854868,88.6435060235109,354.189976245414,78.2970344834388,16.6158740974679,0.519624581694044,94.2276242602326,3572.75730522621
"EGFR-AS1",5.6317107585533,0,0.947963321017715,34.8143185672483,4.5497472681848,13.2323141692373,27.202769044252,0,1.12819934414177,0.72242930858556,0.519624581694044,6.92850178384063,5.6317107585533
"EGLN1",5305.07153455721,719.852251859973,62.5655791871692,160.145865409342,1385.39804316227,104.655575702149,1894.34455465058,982.259410866642,372.531423435612,48.4027636752325,4.15699665355235,351.967890619104,5305.07153455721
"EGLN2",188.09913933568,2.89678974591538,141.24653483164,48.7400459941476,545.969672182176,157.584832379098,184.79122419716,1210.83550018781,465.720689261723,78.7447946358261,491.045229700872,98.3847253305369,188.09913933568
"EGLN3",0,0,13.271486494248,0,26.3885341554718,26.4646283384745,0,16.4739523835076,87.0969893677446,0,31.6970994833367,5.5428014270725,0
"EGOT",0,10.1387641107038,0,0,0,0,0.469013259383656,0,0,0,0.519624581694044,2.77140071353625,0
"EGR1",519.243731938614,1.44839487295769,2301.1809617705,605.76914307012,6.8246209022772,2513.5382233292,234.975642951211,494.218571505229,1896.05181776466,643.684513949734,76.3848135090245,192.612349590769,519.243731938614
"EGR2",33.7902645513198,0,138.402644868586,0,0,0,3.75210607506924,32.9479047670152,98.153342940334,2.16728792575668,10.3924916338809,8.31420214060875,33.7902645513198
"EGR3",0,0,45.9762210693592,0,0,0,0.469013259383656,0,1.57947908179848,0.72242930858556,1.03924916338809,12.4713032109131,0
"EGR4",0,0,0,0,0,0,0,0,1.57947908179848,0,0,0,0
"EHBP1",36.0429488547411,199.878492468161,231.303050328323,382.957504239731,51.8671188573067,654.39808255137,150.553256262153,59.7180773902151,515.36146040396,212.394216724155,250.978672958223,382.453298468003,36.0429488547411
"EHBP1L1",263.564063500294,456.244384981673,12.7975048337392,146.220137982443,27.7534583359273,1060.3895400166,1241.47809758854,3694.28382200158,354.480233929344,460.909898877588,5.71587039863449,73.4421189087107,263.564063500294
"EHD1",590.203287496386,561.977210707584,30.8088079330758,66.1472052777717,47.7723463159404,7.81909473636747,487.304776499618,0,81.4559926470358,107.641966979249,70.66894311039,103.927526757609,590.203287496386
"EHD2",29.2848959444772,1.44839487295769,1341.84208090058,146.220137982443,80.9855013736894,15.0367206468605,15.008424300277,8.23697619175381,169.229901621265,12.2812982459545,16.1083620325154,77.599219979015,29.2848959444772
"EHD3",247.795273376345,33.3130820780269,26.0689913279872,10.4442955701745,0.45497472681848,0.601468825874421,87.7054795047436,2.05924404793845,73.5585972380434,0.72242930858556,26.5008536663963,20.7855053515219,247.795273376345
"EHD4",5.6317107585533,76.7649282667577,256.424078335292,3.48143185672483,39.1278265063893,12.0293765174884,11.7253314845914,22.651684527323,108.30713703761,441.404307545777,69.1100693653079,49.8852128436525,5.6317107585533
"EHF",0,0,58.7737259030984,0,1.36492418045544,48.7189748958281,0,0,0.225639868828354,2.16728792575668,0,2.77140071353625,0
"EHHADH",309.744091720432,5166.42451184008,94.3223504412627,6.96286371344966,2.2748736340924,603.273232352044,40.804153566378,70.0142976299074,130.871123920445,719.539591351218,8.31399330710471,195.383750304306,309.744091720432
"EHMT1",161.066927694624,208.568861705908,8.05768822865058,0,241.136605213794,202.093525493805,19.2295436347299,10.2962202396923,495.279512078237,152.432584111553,43.1288402806057,207.855053515219,161.066927694624
"EHMT2",0,0,24.1730646859517,0,54.1419924913991,10.8264388657396,80.6702806139888,0,4.28715750773873,6.50186377727004,54.0409564961806,9.69990249737688,0
"EI24",1038.48746387723,2572.34929437286,13.7454681547569,254.144525540913,4.5497472681848,336.221073663801,150.08424300277,24.7109285752614,34.7485397995665,184.219473689318,9.3532424704928,59.5851153410294,1038.48746387723
"EID1",957.390828954061,686.539169781946,386.295053314719,0,1146.99128630939,366.895983783397,31.8929016380886,249.168529800553,484.223158505648,792.50495151836,246.302051722977,117.784530325291,957.390828954061
"EID2",30.4112380961878,0,2.36990830254429,10.4442955701745,65.0613859350426,60.1468825874421,17.3534905971953,4.11848809587691,39.9382567826187,2.16728792575668,21.3046078494558,15.2427039244494,30.4112380961878
"EID2B",1.12634215171066,0,1.42194498152657,3.48143185672483,7.73457035591416,1.80440647762326,0,2.05924404793845,18.9537489815817,0.72242930858556,18.1868603592916,8.31420214060875,1.12634215171066
"EID3",0,1.44839487295769,0.473981660508858,6.96286371344966,0,0,11.2563182252077,0,3.38459803242531,0,0,16.6284042812175,0
"EIF1",405.483174615838,2203.00860176865,605.74856213032,201.92304769004,2753.50704670544,155.780425901475,520.135704656474,1645.33599430282,410.664561267604,1348.05308982066,287.352393676807,120.555931038827,405.483174615838
"EIF1AD",2.25268430342132,701.023118511523,164.471636196574,24.3700229970738,18.1989890727392,1.20293765174884,32.3619148974722,90.6067381092919,14.4409516050147,5.77943446868448,7.79436872541067,34.6425089192031,2.25268430342132
"EIF1AX",707.342871274295,7.24197436478846,172.055342764715,0,785.741353215515,139.540767602866,311.424804230747,67.9550535819689,250.460254399473,2.16728792575668,191.741470645102,65.1279167681019,707.342871274295
"EIF1AY",461.800282201371,0,125.131158374338,3.48143185672483,0,1.20293765174884,73.1660684638503,0,1.12819934414177,61.4064912297726,5.19624581694044,12.4713032109131,461.800282201371
"EIF1B",1.12634215171066,56.48740004535,2917.35712043202,0,0.45497472681848,1.80440647762326,72.2280419450829,65.8958095340305,53.2510090434915,5.05700516009892,323.72611439539,18.0141046379856,1.12634215171066
"EIF1B-AS1",2.25268430342132,0,5.68777992610629,0,0,0.601468825874421,3.75210607506924,0,1.35383921297012,1.44485861717112,4.6766212352464,1.38570035676813,2.25268430342132
"EIF2A",5.6317107585533,643.087323593215,2623.48849091653,0,33.6681297845675,111.873201612642,242.948868360734,840.171571558889,613.514803344294,74.4102187843127,324.245738977084,83.1420214060876,5.6317107585533
"EIF2AK1",14.6424479722386,1852.49704251289,334.157070658745,570.954824502872,228.852287589695,1153.61720802714,669.281921140476,4019.64438157586,875.482691054013,232.62223736455,254.616045030082,135.798634963276,14.6424479722386
"EIF2AK2",623.993552047706,1326.72970362925,273.013436453102,309.84743524851,13.1942670777359,3.0073441293721,2335.21701847122,4.11848809587691,521.679376731154,639.349938098221,513.389086713716,212.012154585523,623.993552047706
"EIF2AK3",139.666426812122,5.79357949183077,129.870974979427,80.0729327046711,1.36492418045544,54.1321943286979,2.34506629691828,234.753821464984,140.122358542408,37.5663240464491,18.7064849409856,19.3998049947538,139.666426812122
"EIF2AK4",69.8332134060609,108.629615471827,2.84388996305315,0,165.610800561927,125.10551578188,85.3604132078253,535.403452463998,227.444987778981,107.641966979249,406.866047466437,36.0282092759713,69.8332134060609
"EIF2B1",0,49.2454256805615,18.0113030993366,59.1843415643221,2.2748736340924,30.6749101195955,162.747601006128,380.960148868614,21.4357875386936,262.241839016558,54.0409564961806,55.428014270725,0
"EIF2B2",0,7.24197436478846,2952.43176330967,0,224.302540321511,60.1468825874421,33.7689546756232,24.7109285752614,112.143014807692,273.078278645342,0,0,0
"EIF2B3",2.25268430342132,91.2488769963346,122.287268411285,6.96286371344966,61.4215881204948,45.1101619405816,2.34506629691828,2.05924404793845,115.527612840117,1.44485861717112,14.0298637057392,15.2427039244494,2.25268430342132
"EIF2B4",4.50536860684264,0,407.150246377109,142.738706125718,55.0519419450361,176.230365981205,518.259651618939,35.0071488149537,242.111579252824,148.09800826004,581.459906915636,62.3565160545657,4.50536860684264
"EIF2B5",39.4219753098731,2.89678974591538,243.626573501553,0,1.36492418045544,353.663669614159,201.675701534972,8.23697619175381,64.0817227472525,57.0719153782593,141.33788622078,41.5710107030438,39.4219753098731
"EIF2D",220.763061735289,450.450805489842,67.7793774527667,184.515888406416,461.344372993939,25.8631595126001,52.9984983103531,763.979541785166,9.70251435961922,61.4064912297726,18.7064849409856,225.869158153205,220.763061735289
"EIF2S1",30.4112380961878,15.9323436025346,10292.9857396104,0,627.865123009502,155.178957075601,113.032195511461,30.8886607190768,8.79995488430581,2.88971723434224,18.7064849409856,60.9708156977975,30.4112380961878
"EIF2S2",2253.81064557303,53.5906102994346,63.0395608476781,0,277.079608632454,33.6822542489676,5.15914585322021,187.391208362399,107.630217431125,111.254113522176,28.0597274114784,115.013129611754,2253.81064557303
"EIF2S3",1246.8607619437,43.4518461887307,191.962572506087,6.96286371344966,640.60441536042,327.199041275685,66.5998828324791,121.495398828369,437.064425920522,7.2242930858556,1262.16810893483,279.911472067161,1246.8607619437
"EIF3A",1201.80707587527,11895.6670916015,848.427172310855,6.96286371344966,535.505253465351,460.725120619806,26.7337557848684,140.028595259815,505.88458591317,262.241839016558,604.843013091868,733.035488730339,1201.80707587527
"EIF3B",548.528627883092,3681.81976705845,1163.15099488874,637.102029780644,0,2855.77398525175,146.801150187084,234.753821464984,561.843273382601,20.2280206403957,346.589595989928,121.941631395595,548.528627883092
"EIF3C",1432.70721697596,741.578174954338,380.607273388613,1256.79690027766,112.378757524165,3095.15857794977,509.817412950034,2001.58521459618,1359.70584955966,1330.7147864146,2776.87376457297,342.267988121727,1432.70721697596
"EIF3CL",914.589827189056,493.902651678573,0,525.696210365449,0,14.4352518209861,0,0,65.8868416978794,117.033547990861,15.5887374508213,0,914.589827189056
"EIF3D",25.9058694893452,5.79357949183077,2152.82470203123,0,168.795623649656,223.746403225285,14.0703977815097,558.055136991321,0,302.69788029735,43.1288402806057,73.4421189087107,25.9058694893452
"EIF3E",271.448458562269,1055.87986238616,438.907017631202,288.958844108161,2771.25106105136,786.721224243742,2855.35272312769,2493.74454205347,601.330250427563,90.3036635731951,3568.7816270747,421.25290845751,271.448458562269
"EIF3G",9.01073721368528,747.371754446169,746.047133640942,118.368683128644,1335.80579793906,237.580186220396,244.824921398268,94.7252262051688,182.993933619795,139.428856557013,286.832769095112,40.1853103462756,9.01073721368528
"EIF3H",138.540084660411,104.284430852954,1991.19695579771,181.034456549691,1583.31204932831,146.156924687484,3872.64248273084,957.548482291381,291.526710526233,212.394216724155,1747.49746823707,236.95476100735,138.540084660411
"EIF3I",4.50536860684264,40.5550564428154,248.84037176715,20.888591140349,439.505586106652,1062.19394649423,1574.94652501032,2843.816030203,436.387506314037,116.311118682275,1.55887374508213,6.92850178384063,4.50536860684264
"EIF3J",809.840007079965,215.810836070696,696.753040948021,0,664.263101154981,46.3130995923304,511.693465987568,61.7773214381536,303.485623574136,87.4139463388528,2.07849832677618,98.3847253305369,809.840007079965
"EIF3K",16.8951322756599,97.0424564881653,74.4151206998907,17.4071592836241,239.31670630652,1.20293765174884,350.352904759591,288.294166711383,36.1023790125366,28.1747430348369,4.15699665355235,42.9567110598119,16.8951322756599
"EIF3L",4.50536860684264,36.2098718239423,2279.3778053871,3.48143185672483,195.184157805128,1110.91292139006,6.09717237198752,1221.1317204275,3.38459803242531,678.361120761841,107.562288410667,59.5851153410294,4.50536860684264
"EIF3M",10.1370793653959,270.849841243088,710.972490763286,73.1100689912214,965.456370308814,2189.34652618289,71.7590286856993,1039.91824420892,136.737760509983,1278.69987619644,102.366042593727,99.7704256873051,10.1370793653959
"EIF4A1",3873.49065973296,44.9002410616884,826.150034266939,299.403139678335,116.928504792349,1020.09112868302,1623.25489072683,6723.43181651905,1074.27141549179,804.786249764314,904.146772147637,202.312252088146,3873.49065973296
"EIF4A2",1481.13992949952,369.340692604211,13163.418675652,6.96286371344966,40.4927506868447,1845.9078266086,648.176324468212,2442.26344085501,1101.57383962002,608.285477829042,976.374589003109,286.839973851002,1481.13992949952
"EIF4A3",2.25268430342132,84.0069026315461,37.4445511801998,45.2586141374228,257.060720652441,429.448741674336,0.938026518767311,527.166476272244,113.948133758319,145.208291025698,138.220138730616,55.428014270725,2.25268430342132
"EIF4B",2776.43340396678,1571.5084371591,197.176370771685,135.775842412268,1566.93295916284,132.323141692373,1627.94502332067,873.119476325904,1242.82439750657,376.385669773077,8021.44466761096,663.750470891932,2776.43340396678
"EIF4E",612.730130530599,91.2488769963346,929.004054597361,250.663093684188,781.646580674148,15.6381894727349,377.086660544459,30.8886607190768,553.720238104781,201.557777095371,34.814846973501,109.470328184682,612.730130530599
"EIF4E2",121.644952384751,753.165333938,7419.70891360566,139.257274268993,2.72984836091088,117.887889871386,792.632408358378,216.220625033538,27.5280639970592,7.94672239444116,279.558024951396,4.15710107030438,121.644952384751
"EIF4E3",1.12634215171066,50.6938205535192,0,0,1.36492418045544,3.60881295524652,1.40703977815097,0,16.2460705556415,135.816710014085,32.2167240650308,16.6284042812175,1.12634215171066
"EIF4EBP1",0,178.152569373796,1654.66997683642,13.9257274268993,38.6728517795708,126.909922259503,455.880888120913,111.199178588676,12.8614725232162,0.72242930858556,9.87286705218684,8.31420214060875,0
"EIF4EBP2",610.477446227178,36.2098718239423,225.615270402216,13.9257274268993,30.4833066968381,648.383394292626,140.703977815097,809.282910839812,514.458900928647,963.720697653138,182.38822817461,482.223724155308,610.477446227178
"EIF4EBP3",1.12634215171066,1.44839487295769,0.473981660508858,17.4071592836241,44.1325485013925,169.012740070712,29.0788220817866,14.4147083355692,17.3742698997833,73.6877894757272,0.519624581694044,2.77140071353625,1.12634215171066
"EIF4ENIF1",2.25268430342132,18.82913334845,0,3.48143185672483,11.8293428972805,155.178957075601,38.9281005288434,207.983648841784,30.2357424229994,3.6121465429278,16.6279866142094,119.170230682059,2.25268430342132
"EIF4G1",1775.115231096,3189.36551025284,1028.06622164371,3.48143185672483,10.9193934436435,1087.45563718095,499.968134502977,547.758916751628,2604.33536601686,515.092097021505,1951.19030426114,379.681897754466,1775.115231096
"EIF4G2",1579.13169669835,4420.50115226687,401.462466451002,1657.16156380102,4399.6056083347,547.938100371597,51.1224452728185,1202.59852399606,189.537489815817,858.246018599646,2557.07256651639,1770.92505594966,1579.13169669835
"EIF4G3",25.9058694893452,191.188123230415,195.280444129649,87.0357964181207,250.691074476982,138.337829951117,748.545161976314,10.2962202396923,266.931964823943,59.9616326126015,431.808027387751,119.170230682059,25.9058694893452
"EIF4H",1752.58838806179,3166.19119228551,624.233846890166,929.542305745529,766.17743996232,728.980216959798,1157.05571089948,4083.48094706195,628.632674555794,468.856621272029,272.283280807679,225.869158153205,1752.58838806179
"EIF5",741.133135825614,50.6938205535192,138.402644868586,3.48143185672483,3489.20117997092,494.407374868774,1306.67094064286,3261.84257193451,86.8713494989163,787.447946358261,602.244890183397,5.5428014270725,741.133135825614
"EIF5A",865.030772513787,8.69036923774615,1074.51642437358,222.811638830389,162.880952201016,184.049460717573,843.285840371813,1639.15826215901,150.501792508512,1113.98599383893,1054.31827625722,94.2276242602326,865.030772513787
"EIF5A2",92.3600564402741,0,8.53166988915944,3.48143185672483,0,55.3351319804467,0,2.05924404793845,83.2611115976626,65.741067081286,31.6970994833367,44.34241141658,92.3600564402741
"EIF5AL1",0,1.44839487295769,4.26583494457972,0,0.45497472681848,1.80440647762326,0.469013259383656,4.11848809587691,4.51279737656708,1.44485861717112,3.63737207185831,1.38570035676813,0
"EIF5B",22.5268430342132,18.82913334845,646.984966594591,456.067573230953,2.2748736340924,2047.39988327653,60.9717237198752,220.339113129414,467.525808212349,285.359576891296,686.943696999527,275.754370996857,22.5268430342132
"EIF6",97.9917671988274,1.44839487295769,78.6809556444704,0,415.846900312091,1371.95039181955,224.188337985387,702.202220347012,205.106640764974,115.58868937369,845.948818997904,19.3998049947538,97.9917671988274
"ELAC1",67.5805291026396,0,7.10972490763287,0,10.464418716825,0,64.7238297949445,0,5.4153568518805,0.72242930858556,0,9.69990249737688,67.5805291026396
"ELAC2",1573.49998593979,10.1387641107038,24.1730646859517,118.368683128644,13.6492418045544,360.279826698778,6.09717237198752,393.315613156245,287.013913149666,201.557777095371,21.3046078494558,67.8993174816382,1573.49998593979
"ELANE",0,0,0,0,1.81989890727392,0,0.469013259383656,18.5331964314461,0,0,0,0,0
"ELAVL1",2.25268430342132,7.24197436478846,861.698658805103,156.664433552617,648.338985716334,93.8291368364096,181.977144640858,12.3554642876307,62.9535234031108,125.702699693888,163.16211865193,60.9708156977975,2.25268430342132
"ELAVL2",0,2.89678974591538,0,0,0,0,0,0,2.03075881945519,0,0,0,0
"ELAVL4",1.12634215171066,0,0,0,1.36492418045544,3.60881295524652,0,0,6.99483593367897,0,0,0,1.12634215171066
"ELF1",315.375802478985,669.158431306453,237.938793575447,0,0,0,0,109.139934540738,146.66591473843,5.05700516009892,120.033278371324,84.5277217628557,315.375802478985
"ELF2",6.75805291026396,1.44839487295769,2.36990830254429,281.995980394711,2.72984836091088,61.9512890650653,255.143213104709,4.11848809587691,8.79995488430581,129.314846236815,9.87286705218684,91.4562235466963,6.75805291026396
"ELF3",68.7068712543503,137.597512930981,14.2194498152657,48.7400459941476,129.212822416448,148.562799990982,408.510548923164,195.628184554153,1697.94001293336,87.4139463388528,177.191982357669,91.4562235466963,68.7068712543503
"ELF4",29.2848959444772,10.1387641107038,1.42194498152657,0,23.2037110677425,30.073441293721,88.6435060235109,0,16.0204306868131,33.9541775035213,89.8950526330697,29.0997074921306,29.2848959444772
