"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KCNE5",10.8657759581551,0.325237869280725,0.301251487493621,1.07962245095175,0.28031033968807,0.382483900251708
"KCNF1",18.7763852332596,1.74420150324138,0.375108389128211,4.64986002391224,3.32160384829989e-06,1.79485294582999e-05
"KCNG1",45.804204252184,0.76609973384593,0.204877390854046,3.73930832803166,0.000184527284536279,0.000659679066592697
"KCNG2",1.67055451848806,0.800301515074043,0.465084456588354,1.72076598935318,0.0852932963618907,0.143437481177103
"KCNG3",2.36149713581211,3.75183760851835,0.711133294358299,5.27585705560851,1.32137060095499e-07,9.98786083481182e-07
"KCNG4",20.575894232108,-0.562154924707086,0.176033963459962,-3.19344581953326,0.0014058571650418,0.00402488593710555
"KCNH1",25.9570150512181,1.83480156139665,0.51504951702307,3.56237895727308,NA,NA
"KCNH2",66.0170426828887,1.83036239009502,0.496909202887098,3.68349464944584,0.000230058115096819,0.000800642515731896
"KCNH3",48.4733648109168,1.45347290650655,0.41882195412926,3.47038375657348,NA,NA
"KCNH4",4.64982262937764,1.29173098685857,0.326156408954135,3.96046483035757,7.48040099775669e-05,0.000293669583267194
"KCNH5",8.16146484329326,2.20157172864291,0.585402122595763,3.76078535363145,NA,NA
"KCNH6",28.9111937342175,2.52228145434942,0.538410360727061,4.68468223929304,2.80394592796716e-06,1.54273050562048e-05
"KCNH7",10.3504589506752,-1.94063045012222,0.424947123986533,-4.5667574636503,4.95326558186807e-06,2.56595205792684e-05
"KCNH7-AS1",0.0333462314710576,-0.58525225366571,2.93009564671429,-0.199738276230673,0.841685276812454,NA
"KCNH8",20.536285499895,-0.244226479242813,0.326745143105441,-0.747452515809855,0.454790455433929,0.560131453336797
"KCNIP1",19.4490613687524,2.09027223375807,0.426058469934603,4.90606895827915,9.29198676670725e-07,5.74189129085165e-06
"KCNIP1-AS1",0.128761037620973,0.196294578659957,1.7652180616939,0.111201320063309,0.911456704867626,NA
"KCNIP1-OT1",1.11410165042239,-0.17215386495398,0.464835502605089,-0.370354381257829,0.711118459430797,0.783785167021394
"KCNIP2",34.3684850985169,0.230473519500005,0.177095847426023,1.30140555439211,0.193119673426007,0.282395474506445
"KCNIP3",36.7695254596398,0.933284259158585,0.340777171184024,2.73869360413993,0.00616838300933386,0.0149202156510826
"KCNIP4",12.8219031319651,1.30817419837478,0.261286559058784,5.00666472507093,5.53812685549573e-07,3.62192840173253e-06
"KCNIP4-IT1",0.144042640757652,0.468932037994128,2.29485086006133,0.204340964441408,0.838087060251274,NA
"KCNJ1",3.64966390781531,-0.787645932364056,0.444484495789736,-1.77204365917108,0.0763873101964475,0.130663943852339
"KCNJ10",418.919058149609,3.34362754517332,0.443360330757517,7.54155776512632,4.64390280935476e-14,1.78289806566147e-12
"KCNJ11",50.6970211577186,0.158488249138048,0.18916620906937,0.837825370174478,0.402128787891921,0.508773222615651
"KCNJ12",24.245112663746,-0.132736327132746,0.395132910128214,-0.335928300909371,NA,NA
"KCNJ13",13.1577996101299,-1.14263897929528,0.293873740561108,-3.88819694169877,0.000100991667901363,0.000384911968857964
"KCNJ14",62.4968749772679,-0.0349563106108431,0.168441452479284,-0.207527957615672,0.835597560879704,0.881553829637948
"KCNJ15",256.991227056932,0.175790269935618,0.213331537712338,0.824023826109848,0.409926020065214,0.516608459936691
"KCNJ16",100.086651203184,0.729343989257778,0.469556056587913,1.55326287250482,NA,NA
"KCNJ18",0.00801372505134291,-0.495084986557765,2.93009564671429,-0.168965469476376,0.865823802198661,NA
"KCNJ2",130.63400919744,2.15478323910157,0.286533836815697,7.52017026347769,5.47049535801266e-14,2.06466781212926e-12
"KCNJ2-AS1",10.5138910221006,1.60030987088184,0.33282130456098,4.80831560044747,1.52207337880427e-06,8.91638581337741e-06
"KCNJ3",89.376520208129,-1.167496089224,0.419338859193999,-2.78413522531162,0.00536706530014803,0.0132047509206562
"KCNJ4",3.00494235004452,-0.327423708358267,0.548672719220827,-0.596755947376504,0.55067033345171,0.647473122392177
"KCNJ5",379.394150396189,3.24290401082838,0.31184127561723,10.399213524283,2.4998793691574e-25,1.84608818342806e-22
"KCNJ6",16.8872911988756,-0.0722201177680143,0.222917068184014,-0.323977514850491,0.745955057469027,0.812169597350789
"KCNJ8",884.411658917008,-0.908163214942628,0.295153278883536,-3.07692063722923,0.00209150977816742,0.00573787827934375
"KCNJ9",13.7442115729299,4.59501720570946,0.641795659457221,7.1596264917023,8.0897169857213e-13,2.21055521445224e-11
"KCNK1",827.133887948614,-2.29449457496538,0.290548844840061,-7.89710444806083,2.8545715388337e-15,1.52975934480362e-13
"KCNK10",12.02675888611,0.808713602650875,0.482703576105897,1.67538349140686,0.0938590135399856,0.155427372680518
"KCNK12",4.41558844186019,1.38480802109326,0.538891662536605,2.56973361691079,0.010177674250015,0.0231698225431252
"KCNK13",16.7909571315743,-0.139493515032296,0.286042007544514,-0.487667934614772,0.625785067728373,0.713525537614891
"KCNK15",7.22663923624276,-0.826839635314008,0.508150937351655,-1.62715361625282,0.103704476119966,0.168931026136398
"KCNK16",1.01084572836689,1.96874691923631,1.31251811009444,1.49997695581866,NA,NA
"KCNK17",41.7373571950474,-1.20200082198192,0.405818363513366,-2.96191826209051,0.00305728933647833,0.00802352208012659
"KCNK18",0,NA,NA,NA,NA,NA
"KCNK2",6.27483151413055,1.44777694340818,0.78709596474986,1.83939063118979,NA,NA
"KCNK3",111.921455084761,2.080724287121,0.352941869551881,5.89537390325162,NA,NA
"KCNK4",0.5680115077925,0.843477576145505,1.08943786276213,0.774231927286772,0.438793650916012,0.544888921179675
"KCNK4-TEX40",1.76922317708605,2.00924959609396,0.878388133222537,2.28742798325683,0.0221708544995555,0.0455146719196361
"KCNK5",223.652937902007,-1.00412712572337,0.309909976267485,-3.24006067122118,0.00119504269067152,0.00349012533959479
"KCNK6",406.27431994862,-0.25346693040773,0.160184845953808,-1.5823402575848,0.113571915139058,0.181891361842106
"KCNK7",12.4651824727103,-0.7217102073265,0.285621793372926,-2.52680371061248,0.0115105816089487,0.0257385184670831
"KCNK9",26.4873855794229,5.32625311864175,0.723511809873912,7.36166714344299,NA,NA
"KCNMA1",288.477080204127,0.255406647194215,0.324994235982854,0.785880544686613,0.431937473468573,0.538191166857371
"KCNMA1-AS1",11.5204650123399,-0.295622488149991,0.199874635394285,-1.47903953679179,0.139129748290969,0.215492508769997
"KCNMA1-AS2",0.010219322414617,-0.495084986557765,2.93009564671429,-0.168965469476376,0.865823802198661,NA
"KCNMB1",135.240863039836,0.256919043298252,0.228739256622772,1.1231961102416,0.261354214237874,0.361782158508504
"KCNMB2",9.83867398908125,0.834928066244047,0.387422577061558,2.15508366233232,0.0311552879524032,0.0611773036909562
"KCNMB3",83.2787046077173,0.631655217163825,0.20996209103445,3.00842506402827,0.00262605555622574,0.00703392947056995
"KCNMB4",86.5181832211013,0.841654302140019,0.242951474685653,3.46428974439858,0.00053163355218736,0.00168891182715751
"KCNN1",35.224126364219,0.669750093822521,0.226317246683511,2.9593418249698,0.00308296923251361,0.00808035110216857
"KCNN2",58.0253180305822,-1.89507141062312,0.360657148865777,-5.25449562439811,1.48430674518325e-07,1.10670234077512e-06
"KCNN3",191.692928203916,2.13993363195232,0.229538343533089,9.32277195615399,1.1333977469046e-20,2.60669675561528e-18
"KCNN4",47.9155909960046,1.2687547173895,0.361311832849077,3.51152274030135,0.000445547342592431,0.00144262205266143
"KCNQ1",60.4197202751674,0.686392260300229,0.235362577956512,2.91631858496662,0.00354188634278126,0.00913780188855662
"KCNQ1-AS1",0.143012834811042,-0.624771957770829,1.41650403352693,-0.441066133934838,0.659165119976567,NA
"KCNQ1DN",0.0418122064619946,-0.238583082529743,2.93006776916965,-0.0814257898879092,0.935103339839964,NA
"KCNQ1OT1",2493.66112558586,-0.471855644636056,0.172213148486291,-2.73995132650176,0.00614482836514802,0.0148681277231894
"KCNQ2",0.419596898913539,0.416930315184608,1.1550507665469,0.360962762209187,0.718127284429342,0.789696798133053
"KCNQ3",26.5627987284015,2.67776465119646,0.548954179607314,4.87793836110686,NA,NA
"KCNQ4",22.4890253921896,0.722142257716762,0.224828171506489,3.21197407281284,0.00131826271770329,0.00380668618155518
"KCNQ5",24.6615516649683,1.35360683476461,0.460497179980998,2.93944652347375,0.00328799004465035,0.00855978448247081
"KCNQ5-AS1",0.132028747653455,-1.05756349205846,2.25342660615015,-0.469313484260864,0.638845578281444,NA
"KCNRG",14.4892405165353,0.462853419776784,0.17281552991959,2.67830917737628,0.00739948812281563,0.0175161679279132
"KCNS1",4.93888347769518,-1.5609020657681,0.596738180599911,-2.61572347222512,NA,NA
"KCNS2",1.81087708709554,0.987155186964528,0.528998796121384,1.86608210491658,0.0620298792312009,0.10980178814605
"KCNS3",121.019472424839,1.29568585429105,0.348161526033084,3.72150785600567,0.000198036703558562,0.000700601246253725
"KCNT1",8.57437954206828,0.609562622415849,0.363914410172067,1.6750164472125,0.09393100470838,0.155523258564404
"KCNT2",522.702812888796,-0.231555975129277,0.20206132085992,-1.14596882839247,0.251808050110237,0.351255366337119
"KCNU1",338.173809072987,4.94464860763408,0.693572448645475,7.12924600348647,1.00920223161664e-12,2.70086982689258e-11
"KCNV1",34.8459962472247,-0.382714955514504,0.123669173196616,-3.09466737443165,0.00197033728277709,0.00543652547693519
"KCNV2",2.30301500916515,0.632333139164976,0.467541755518295,1.35246345743815,0.176227101178196,0.261662284257793
"KCP",98.4619119616181,1.46010635068576,0.251614091250341,5.80295937890475,6.51545804101148e-09,6.74424744901512e-08
"KCTD1",75.7383954351826,0.884063853112555,0.201846174871479,4.37988905995104,1.18739744730456e-05,5.63433231013055e-05
"KCTD10",1197.95118122308,0.656443832962226,0.178432432333589,3.67894908104469,0.00023419701613174,0.000812768927880021
"KCTD10P1",0,NA,NA,NA,NA,NA
"KCTD11",296.700414783334,-0.098614400453049,0.271980441170166,-0.36257901497906,NA,NA
"KCTD12",1905.0958915931,1.18341685209321,0.284603897620837,4.15811892242534,3.20878974351368e-05,0.000138729862440401
"KCTD13",305.611280801303,-0.376635957637626,0.140229325303681,-2.68585730425488,0.00723439778748721,0.0171843215438332
"KCTD14",193.217059282249,-2.27003894505124,0.217713462678013,-10.4267274845034,1.87225722254205e-25,1.54096555421073e-22
"KCTD15",466.257103414695,1.0534249111525,0.20724763403653,5.08292852678271,3.71659580825859e-07,2.53257883269776e-06
"KCTD16",5.93448824494181,0.57902022650686,0.48589774179926,1.1916503755765,0.233398363632334,0.329952776964931
"KCTD17",213.741010195798,0.957871071531903,0.216419886622062,4.42598453627624,9.60034016419771e-06,4.65449957148268e-05
"KCTD18",383.058933917313,0.262615951256824,0.101443127593602,2.58879982790858,0.00963110618903491,0.0220700771715311
"KCTD19",44.825865130401,-0.229512655464324,0.215647205188177,-1.06429691617866,0.287194214559696,0.39011695971844
"KCTD2",531.559847819128,0.390681176612472,0.109336407141552,3.57320298724173,0.000352641184945906,0.00116923933359673
"KCTD20",2420.05050711237,0.0869310117040479,0.134802282747737,0.644877890285631,0.519006320726134,0.619011482028538
"KCTD21",459.969525730284,-0.611224578594064,0.161496861627317,-3.78474586091075,0.00015386573058939,0.000561242601302351
"KCTD21-AS1",112.10582022655,0.465251383993988,0.207347451872885,2.24382494113895,0.0248436670055823,0.0502540837211408
"KCTD3",2998.28691993524,-0.543372072885948,0.132485990555504,-4.10135494785243,4.10737947584463e-05,0.00017244120830419
"KCTD4",1.94687539009905,0.605726106863562,0.467217956112271,1.29645297005239,0.194819472861084,0.284523028264313
"KCTD5",647.527934302365,-0.20999142494949,0.0972676257631909,-2.15890357456383,0.0308576485012937,0.0606575873628974
"KCTD6",309.12467848677,-0.120317351372473,0.117579541212166,-1.02328474947327,0.306173232243748,0.410278461100419
"KCTD7",277.127952668091,1.25307157045072,0.168137374457507,7.45266526549339,9.14731613694352e-14,3.221109936006e-12
"KCTD8",0.415076023576652,1.70892643117773,1.48444737665271,1.15122062125988,0.249641483710372,0.34869438749756
"KCTD9",699.281881288038,0.114092583650665,0.125508685321939,0.909041341306452,0.36332830396419,0.470383817475392
"KDELR1",3611.80681583249,0.641022090128194,0.129289365253918,4.95804189980559,7.12072085683976e-07,4.53601834385935e-06
"KDELR2",6747.73863429118,-0.234569934033154,0.0946400092156288,-2.47854935747848,0.0131917857913029,0.0289725891262486
"KDELR3",314.112859554825,0.739523267618189,0.273139953897241,2.70748843977768,0.00677944318127464,0.0162223177630175
"KDF1",65.9987185715574,0.26287924299499,0.247291501573864,1.06303387428164,0.287766589870511,0.390750217573864
"KDM1A",1416.14489180843,0.710786455276127,0.138848261066668,5.11915993629077,3.06899617465215e-07,2.13082913648254e-06
"KDM1B",351.229633989776,-0.192284398728847,0.122041984880476,-1.57555941848344,0.115127374744051,0.183902279480097
"KDM2A",2736.38766996629,-0.40698098072655,0.0981449423890436,-4.14673411405439,3.37251319005507e-05,0.000144810810430233
"KDM2B",952.91381081339,0.714014654707798,0.126564829357347,5.64149344121363,1.68581463252165e-08,1.59884455633357e-07
"KDM3A",1165.26224850427,0.305876043262471,0.104724697900673,2.92076319525487,0.00349175121871309,0.00902321806624138
"KDM3B",1408.92812933829,0.412298443423202,0.082210409521877,5.01516104616271,5.29890626560306e-07,3.47680687780832e-06
"KDM4A",736.23729113319,0.102853784102013,0.116008631831677,0.886604578280427,0.375291828111735,0.482308979795053
"KDM4B",1240.28034794738,-0.691233869188037,0.15248312094815,-4.53318285256689,5.81014766145972e-06,2.96606358884091e-05
"KDM4C",676.829467172058,0.483538346494286,0.132366181485784,3.65303539821625,0.000259158488224297,0.000889193513831273
"KDM4D",15.609618537346,1.1003830638098,0.229909247046427,4.78616270526775,1.70000258185054e-06,9.84378625876685e-06
"KDM4E",0.957031799475706,0.23758707422893,0.580845001154987,0.409036961248694,0.682512536831585,0.760724635302365
"KDM4F",0.0346679272698478,-0.410221300995818,2.93009564671429,-0.140002699726142,0.888657857325566,NA
"KDM5A",1338.35433115649,0.255496105417171,0.123619310713516,2.06679768672448,0.0387532215583429,0.0735804579646882
"KDM5B",1097.47905274867,0.911371776290691,0.163544024690549,5.5726387926135,2.50909451197618e-08,2.27228456644472e-07
"KDM5C",2284.67893978804,0.0768048501217723,0.114745244013677,0.669351054869148,0.503271565936581,0.604621444352692
"KDM5D",869.053867382627,0.990220550593074,0.715132728340897,1.38466680568568,0.166154373558683,0.249695236441747
"KDM6A",897.908959864979,-0.296135658208993,0.148097970645384,-1.99959295133139,0.04554423569345,0.0843104871196178
"KDM6B",3206.70589991784,-0.693965449111722,0.25563667846072,-2.71465524153395,0.00663447971567679,0.0159133816015674
"KDM7A",1069.98714879312,-0.496402349298808,0.189067030569632,-2.62553628627487,0.00865125872049392,0.020076848989887
"KDM7A-DT",118.539128166502,-0.303407287502757,0.180503778403505,-1.68089161449302,0.0927839690493938,0.153889517175598
"KDM8",768.235522627816,-2.00712327143878,0.32361160262409,-6.20225991640439,5.56580546290452e-10,7.46128833123673e-09
"KDR",1618.95530195417,-0.0962435764629394,0.255657295971605,-0.376455426774242,0.706578346646446,0.779756380437811
"KDSR",2735.05850001725,-1.13254513809099,0.161169798743845,-7.02703078937887,2.10974825511768e-12,5.1642052909915e-11
"KEAP1",1382.1920214145,-0.237324214253705,0.140544305286217,-1.68860782918523,0.0912946093221033,0.151749881745292
"KEL",47.1663170143898,0.32505697108294,0.434547942841657,0.74803477139319,NA,NA
"KERA",5.19263739701295,3.13352867569135,1.23544177813518,2.53636288746947,NA,NA
"KHDC1",17.0571963067784,0.883656892341496,0.309626392103196,2.8539456418398,0.00431799189610035,0.0108931607717093
"KHDC1L",0.440531515446912,0.000480176294795311,1.0761021685138,0.00044621812765091,0.999643969457012,0.999734529222329
"KHDC3L",0.0774791872984195,-0.513450796796393,2.87256105191867,-0.178743214684138,0.858139335156116,NA
"KHDC4",1346.28308146319,0.69302139235408,0.149425524734259,4.63790502718035,3.51958434879809e-06,1.88934847646762e-05
"KHDRBS1",3133.9470117315,0.266251716246406,0.0966580174616121,2.75457456337906,0.00587684973242907,0.0142964924242289
