Expression,Study
29.751869773604486,Study A
376.1087581340878,Study A
197.85545421927873,Study A
6.702246695194225,Study A
2.168794699276735,Study A
9.675389356034238,Study A
115.23322844433744,Study A
22.12006892225925,Study A
5.431267344177403,Study A
10.783822199761211,Study A
11.711216315070871,Study A
30.490196047410883,Study A
243.71946830830987,Study A
37.23976776149794,Study A
2.1212596436684255,Study A
10.775625616182163,Study A
1.722857204020669,Study A
332.1164848682013,Study A
29.737011760882076,Study A
18.566922842527784,Study A
177.91775003733719,Study A
8.405078316172078,Study A
2.041571069520143,Study A
25.60945870298596,Study A
352.17581270643774,Study A
89.55427158161606,Study A
347.52791397203384,Study A
124.28042745806096,Study A
5.143179583696905,Study A
0.17058301316070668,Study A
76.04155769631615,Study A
57.92481595090794,Study A
2.7610226093234775,Study A
233.09490839800725,Study A
18.92647704121626,Study A
6.322710923649981,Study A
0.6886442095039095,Study A
120.03439969623835,Study A
5.119287642055095,Study A
3.4087594675841286,Study A
688.8542628261482,Study A
484.08773199810383,Study A
2.3228615977706544,Study A
3.319338226665297,Study A
254.6752285519281,Study A
1331.400121575686,Study A
716.7174140764168,Study A
15.064931442952446,Study A
10.473920163122457,Study A
1.8063521697996339,Study A
617.0903576214329,Study A
76.69229478232441,Study A
15123.525709615005,Study A
2458.2137929491482,Study A
440.5313968802367,Study A
3671.1567351122835,Study A
780.1113059341953,Study A
60.366458889711055,Study A
117.06380453177906,Study A
83.65587835697998,Study A
1689.0609579830584,Study A
119.45132868377205,Study A
0.55543472293159,Study A
6.916767441476436,Study A
120.27760388730577,Study A
22.325310649030282,Study A
30357.09887201953,Study A
118.36809096622126,Study A
459.21014307561046,Study A
127.30137095581813,Study A
1310.3274357387143,Study A
8.695517070747634,Study A
224.2645052264548,Study A
17.732483292598662,Study A
13.06972718074444,Study A
110.97919717190196,Study A
31.646910373303694,Study A
1.1797415817935766,Study A
572.6437264268097,Study A
27.322649506894667,Study A
3.042802538872977,Study A
3278.6107811434235,Study A
33.88512428932959,Study A
3290.9157672820384,Study A
204.32263685717945,Study A
1125.5381400177855,Study A
6.113418136557518,Study A
2.690973784566882,Study A
1842.0765352162005,Study A
17.858755199286737,Study A
7.496603133919232,Study A
7.776195335241175,Study A
38.37950684797752,Study A
95.23536820178897,Study A
5.86362098121629,Study A
110.5471717210875,Study A
4021.606215083079,Study A
1271.7726143916793,Study A
34.82991225744854,Study A
1.0744729915690716,Study A
57.15710724246015,Study A
39.27235555970932,Study A
10.914593046277037,Study A
54.09960883651007,Study A
21.637564310665372,Study A
143.04745433895715,Study A
57.70740733700192,Study A
61.2579451756374,Study A
3891.367447196229,Study A
226.98768430654658,Study A
12919.378758125978,Study A
4.884308416418898,Study A
56.915019053309955,Study A
37.96636603836359,Study A
66.70869047540968,Study A
6.040155309049286,Study A
7.966487487073247,Study A
30036.59952696517,Study A
13359.241173998858,Study A
398.0005125765102,Study A
10053.6186304042,Study A
10.285420904200292,Study A
35.73836539554388,Study A
13882.434133772245,Study A
23.918595391790692,Study A
1.7990842467937893,Study A
233.56183867828423,Study A
113.20166703050096,Study A
272.7900386209087,Study A
21.996156373311543,Study A
77.14275601147101,Study A
23.824282255362863,Study A
4.477681554681059,Study A
2191.5929414777897,Study A
325.23066955518175,Study A
4995.797228343137,Study A
19.415881940445555,Study A
41.384281716874646,Study A
147.45292959531963,Study A
76.52049763252393,Study A
26.81166997715922,Study A
48.6016049052724,Study A
10.692245578859248,Study A
678.5256497029455,Study A
0.12944158939582573,Study A
13.023025253961409,Study A
100.97597838568456,Study A
10.400318577822013,Study A
62.89474641292721,Study A
695.8633224381022,Study A
178.88032578647852,Study A
27.733829994429556,Study A
8.020393475982441,Study A
9.03939781433934,Study A
7147.605302795867,Study A
9.416594585169594,Study A
410.1748938009058,Study A
245.3843046083386,Study A
598.9321917609999,Study A
62.945193460824306,Study A
10.632754179619138,Study A
84.93883280033693,Study A
13919.856556765855,Study A
138.63935646219232,Study A
80.49095783876305,Study A
45.73881692983451,Study A
4.209766477481068,Study A
889.0188303247322,Study A
17.3958732323275,Study A
7.546296698133849,Study A
676.2361674220716,Study A
1.2143049880870231,Study A
9.356192381050773,Study A
567.8011669658466,Study A
101.15666563334678,Study A
143.10934997282288,Study A
1001.086195906169,Study A
1.4593486894342047,Study A
352.7939644862291,Study A
183.4487255956114,Study A
568.4621990472099,Study A
1378.5603371064765,Study A
509.5846719013084,Study A
1167.9732807993144,Study A
3063.8812308437987,Study A
106.58896955400459,Study A
1257.4357824798362,Study A
38.46777042880794,Study A
478.09435720931583,Study A
17.928026377930834,Study A
1880.9835791294636,Study A
90.83587108207229,Study A
748.7404065470917,Study A
5.057480419362648,Study A
1186.112459570711,Study A
343.87840323566866,Study A
69.69423518307691,Study A
10.423637817616724,Study A
28.70524771362029,Study A
98.7600422004653,Study B
23.36998749456042,Study B
0.7594513117066799,Study B
0.5781214647174953,Study B
653.3922744715335,Study B
1539.8987301896416,Study B
954.0766479963708,Study B
187.75195493576516,Study B
8854.931074152038,Study B
2.8502471822587463,Study B
11.37744995570142,Study B
6.782060183758664,Study B
15.395430558114828,Study B
28.240960491760625,Study B
573.1555572627832,Study B
1.4848610376386802,Study B
160.77752034660628,Study B
1.0419012486354298,Study B
1.0177161916113924,Study B
13.784253507326262,Study B
35.13231280537884,Study B
83.7120857443855,Study B
0.7528961426540491,Study B
9.520616452260967,Study B
45.04365722669446,Study B
1.2405191395931339,Study B
146.32503625967854,Study B
9.245929844206227,Study B
2.5373827016043147,Study B
0.8525722063042285,Study B
115.23608277191036,Study B
114.2464668001538,Study B
36.173231360303745,Study B
2.869530403446334,Study B
18.130507555760026,Study B
4.902649575744232,Study B
0.38469438506473136,Study B
13.263515909495757,Study B
0.43270751958215986,Study B
9.954888020778382,Study B
32.96213869534702,Study B
16.900414875991306,Study B
867.2450280344159,Study B
61.61494992753134,Study B
2.900888417082677,Study B
9.43975312503891,Study B
27.96144096064164,Study B
42.83864771298362,Study B
19.18765344254452,Study B
13.4372581069636,Study B
131.68067349876958,Study B
26.129541464608906,Study B
4.865700877445388,Study B
6.293954825276623,Study B
3.9408544930935396,Study B
9.176104542122907,Study B
