T,NT,Study
5.307014797159428,51.7856459489599,Study A
88.45486273643408,66.97839282564601,Study A
991.0088027593054,1267.7478142054952,Study A
1334.375109227165,1887.0801278505865,Study A
965.9506967183268,1410.7999410546906,Study A
106.48769125136529,175.8329766655961,Study A
21.65261481601328,20.27888750707367,Study A
1.8263082222512792,2.6783119418368555,Study A
1664.9649732365067,3194.9432197783863,Study A
17.304309133004377,17.687840367529223,Study A
3530.6134701715755,5589.992829460987,Study A
46.57526857874267,33.93103373560906,Study A
12491.249806676486,14219.02502587496,Study A
1384.2538556421364,1962.668817955504,Study A
7.315598580486491,7.779620720394706,Study A
422.4918554738041,333.3783650401927,Study A
4.706665855706872,7.600076307373345,Study A
8.898249786197526,6.547303515375394,Study A
22.186810173651576,16.194984054841758,Study A
102.56886912796385,155.19986538801956,Study A
16710.06112451553,22445.51699318108,Study A
198.19567513110027,154.0667888519604,Study A
26.233377092451192,20.21707748009753,Study A
83.94743974003637,65.7390836754085,Study A
2177.306470110072,3101.5366992735258,Study A
632.4398106189445,1231.2696289199007,Study A
398.91388427482946,311.0413718622105,Study A
0.884238362287226,0.6907050434560974,Study A
77.7223465815607,55.998245210566985,Study A
39.7309167908379,54.41030018828027,Study A
1722.4448937562527,1299.1699673613894,Study A
762.287018073272,1437.6865048650402,Study A
33.72942183463065,29.751869773604486,Study A
453.0617640963297,376.1087581340878,Study A
255.082088028801,197.85545421927873,Study A
4.422386041351564,6.702246695194225,Study A
2.2116565333900833,2.168794699276735,Study A
12.931415241418392,9.675389356034238,Study A
144.47354015119478,115.23322844433744,Study A
28.358706140908595,22.12006892225925,Study A
7.038533537923986,5.431267344177403,Study A
12.85781055867783,10.783822199761211,Study A
13.082773303061611,11.711216315070871,Study A
16.48554258379539,30.490196047410883,Study A
311.3834637309561,243.71946830830987,Study A
26.878852035366886,37.23976776149794,Study A
2.951317765103896,2.1212596436684255,Study A
14.67522816017785,10.775625616182163,Study A
2.3202761508988035,1.722857204020669,Study A
400.7831855971577,332.1164848682013,Study A
24.58319907089169,29.737011760882076,Study A
23.08869367990371,18.566922842527784,Study A
232.09905717904456,177.91775003733719,Study A
10.494535865951972,8.405078316172078,Study A
2.4375482247914246,2.041571069520143,Study A
24.711149375588082,25.60945870298596,Study A
203.0087935725468,352.17581270643774,Study A
53.3300105290418,89.55427158161606,Study A
422.708162430173,347.52791397203384,Study A
156.08419963270916,124.28042745806096,Study A
6.772015277754626,5.143179583696905,Study A
0.1846135295912849,0.17058301316070668,Study A
45.255697051148324,76.04155769631615,Study A
38.58830495935746,57.92481595090794,Study A
2.954763612045939,2.7610226093234775,Study A
222.9979088602408,233.09490839800725,Study A
25.334836415872363,18.92647704121626,Study A
6.3691710931833345,6.322710923649981,Study A
0.8813711150493992,0.6886442095039095,Study A
99.74120976869814,120.03439969623835,Study A
6.686219585329248,5.119287642055095,Study A
1.4036620315099304,3.4087594675841286,Study A
444.89865432000624,688.8542628261482,Study A
595.7547570956264,484.08773199810383,Study A
2.309125908482304,2.3228615977706544,Study A
4.407516604307496,3.319338226665297,Study A
324.4216525035427,254.6752285519281,Study A
1277.8063024574906,1331.400121575686,Study A
819.1237892724408,716.7174140764168,Study A
15.747120336443068,15.064931442952446,Study A
13.440457787590528,10.473920163122457,Study A
2.4172574178740063,1.8063521697996339,Study A
389.7935922324784,617.0903576214329,Study A
105.33072610190644,76.69229478232441,Study A
11833.673451945871,15123.525709615005,Study A
1934.9232834759093,2458.2137929491482,Study A
358.9166802792889,440.5313968802367,Study A
2860.417345614407,3671.1567351122835,Study A
1043.8479315073764,780.1113059341953,Study A
73.32124875937161,60.366458889711055,Study A
149.00578147639132,117.06380453177906,Study A
34.35336797238976,83.65587835697998,Study A
1869.104936724045,1689.0609579830584,Study A
83.60362634397906,119.45132868377205,Study A
0.6606886359890618,0.55543472293159,Study A
8.088477259455116,6.916767441476436,Study A
154.71953980822113,120.27760388730577,Study A
24.517078543929582,22.325310649030282,Study A
21273.311364533904,30357.09887201953,Study A
94.30381659211707,118.36809096622126,Study A
285.63373813564095,459.21014307561046,Study A
159.56908964148946,127.30137095581813,Study A
1031.9284646644007,1310.3274357387143,Study A
10.77534829040751,8.695517070747634,Study A
197.54920916251962,224.2645052264548,Study A
22.52556071774675,17.732483292598662,Study A
18.183968251470525,13.06972718074444,Study A
143.39453958443414,110.97919717190196,Study A
41.762254268897664,31.646910373303694,Study A
0.778084280222863,1.1797415817935766,Study A
686.148432495586,572.6437264268097,Study A
35.21410433577675,27.322649506894667,Study A
3.6770807858050287,3.042802538872977,Study A
4493.82790105437,3278.6107811434235,Study A
6.950764236893582,33.88512428932959,Study A
1940.652309314567,3290.9157672820384,Study A
274.9927820359773,204.32263685717945,Study A
903.4853723410394,1125.5381400177855,Study A
6.779266418275754,6.113418136557518,Study A
3.5712927489419637,2.690973784566882,Study A
1116.493644539128,1842.0765352162005,Study A
22.402620345140004,17.858755199286737,Study A
8.352635517360383,7.496603133919232,Study A
10.742311811727333,7.776195335241175,Study A
41.854137536934694,38.37950684797752,Study A
128.58307604870123,95.23536820178897,Study A
7.122056700698734,5.86362098121629,Study A
144.00689176784562,110.5471717210875,Study A
2702.0769340807647,4021.606215083079,Study A
684.6676993159496,1271.7726143916793,Study A
36.4219336690003,34.82991225744854,Study A
0.8464447338953431,1.0744729915690716,Study A
74.15250546415673,57.15710724246015,Study A
53.181690252561246,39.27235555970932,Study A
14.629137143932416,10.914593046277037,Study A
58.559984806766984,54.09960883651007,Study A
29.797467030840707,21.637564310665372,Study A
189.59353600471334,143.04745433895715,Study A
63.05685637124455,57.70740733700192,Study A
75.41333653751555,61.2579451756374,Study A
2244.0210418246056,3891.367447196229,Study A
270.3643759286239,226.98768430654658,Study A
14350.663843877588,12919.378758125978,Study A
5.999437709670367,4.884308416418898,Study A
75.78438125727759,56.915019053309955,Study A
48.29495864375168,37.96636603836359,Study A
44.520903069354155,66.70869047540968,Study A
3.0788769335042803,6.040155309049286,Study A
10.647376480689402,7.966487487073247,Study A
14566.371624271133,30036.59952696517,Study A
5195.573150073904,13359.241173998858,Study A
324.07807808447194,398.0005125765102,Study A
7163.231697604816,10053.6186304042,Study A
13.636344786254611,10.285420904200292,Study A
40.066348229290035,35.73836539554388,Study A
11533.194079930157,13882.434133772245,Study A
17.513925797709184,23.918595391790692,Study A
1.2632182586535319,1.7990842467937893,Study A
272.08623844828315,233.56183867828423,Study A
136.9332515184773,113.20166703050096,Study A
377.7075550272724,272.7900386209087,Study A
9.668446350522085,21.996156373311543,Study A
94.27630188130202,77.14275601147101,Study A
28.57240218645033,23.824282255362863,Study A
5.96121882812316,4.477681554681059,Study A
1526.2661365604322,2191.5929414777897,Study A
219.98920977249307,325.23066955518175,Study A
2605.254362483708,4995.797228343137,Study A
15.803198659816765,19.415881940445555,Study A
52.51401407510386,41.384281716874646,Study A
113.21734205402461,147.45292959531963,Study A
62.32409481604842,76.52049763252393,Study A
36.28662574045434,26.81166997715922,Study A
32.23297365447666,48.6016049052724,Study A
13.226202555510186,10.692245578859248,Study A
471.311173825956,678.5256497029455,Study A
0.18009264611593145,0.12944158939582573,Study A
17.643866703024834,13.023025253961409,Study A
119.1571469665679,100.97597838568456,Study A
10.707216965049307,10.400318577822013,Study A
77.36189248148115,62.89474641292721,Study A
893.8531294440452,695.8633224381022,Study A
243.6703150421558,178.88032578647852,Study A
38.490270043446074,27.733829994429556,Study A
8.77060746390332,8.020393475982441,Study A
12.55736783888529,9.03939781433934,Study A
8153.153949840149,7147.605302795867,Study A
12.77519307517279,9.416594585169594,Study A
277.20070962019224,410.1748938009058,Study A
322.5834069032505,245.3843046083386,Study A
751.8347263740362,598.9321917609999,Study A
70.58921730668085,62.945193460824306,Study A
10.421618072170263,10.632754179619138,Study A
109.30553639630475,84.93883280033693,Study A
10906.140871771444,13919.856556765855,Study A
87.48697582611213,138.63935646219232,Study A
93.94996581854886,80.49095783876305,Study A
52.624405347328185,45.73881692983451,Study A
4.993712516392125,4.209766477481068,Study A
565.5130660721477,889.0188303247322,Study A
11.23459476924096,17.3958732323275,Study A
9.52677515272897,7.546296698133849,Study A
192.74962831431063,676.2361674220716,Study A
1.5167970321004207,1.2143049880870231,Study A
12.883011645310614,9.356192381050773,Study A
567.204866778063,567.8011669658466,Study A
135.78192018449872,101.15666563334678,Study A
183.98368969521914,143.10934997282288,Study A
1338.984853882992,1001.086195906169,Study A
0.5802004305209053,1.4593486894342047,Study A
460.7565259330398,352.7939644862291,Study A
112.25535749436504,183.4487255956114,Study A
684.3247400172789,568.4621990472099,Study A
983.3714224571296,1378.5603371064765,Study A
636.6178944448775,509.5846719013084,Study A
828.9930849561571,1167.9732807993144,Study A
2019.440956427192,3063.8812308437987,Study A
115.188313489303,106.58896955400459,Study A
711.7845417291402,1257.4357824798362,Study A
48.52500191309901,38.46777042880794,Study A
382.4585361812123,478.09435720931583,Study A
24.444514357254725,17.928026377930834,Study A
1337.1949677048065,1880.9835791294636,Study A
115.14230315587993,90.83587108207229,Study A
534.4255920517537,748.7404065470917,Study A
6.09639804170611,5.057480419362648,Study A
1357.136478622168,1186.112459570711,Study A
273.0647975064495,343.87840323566866,Study A
96.56612908368152,69.69423518307691,Study A
14.368153122271936,10.423637817616724,Study A
35.994229045247764,28.70524771362029,Study A
111.38844858560299,98.7600422004653,Study B
14.784763322819805,23.36998749456042,Study B
0.9872867052186839,0.7594513117066799,Study B
0.7515579041327438,0.5781214647174953,Study B
474.3710342025555,653.3922744715335,Study B
2001.868349246534,1539.8987301896416,Study B
668.7991703102032,954.0766479963708,Study B
130.21910775952182,187.75195493576516,Study B
4006.325050307268,8854.931074152038,Study B
3.6105250048345985,2.8502471822587463,Study B
7.586163702677204,11.37744995570142,Study B
8.09512579155053,6.782060183758664,Study B
8.430709223600447,15.395430558114828,Study B
36.02125647493467,28.240960491760625,Study B
571.7717209774808,573.1555572627832,Study B
1.8355230168285126,1.4848610376386802,Study B
51.79752701701542,160.77752034660628,Study B
1.3544716232260587,1.0419012486354298,Study B
1.32303104909481,1.0177161916113924,Study B
7.63412752648194,13.784253507326262,Study B
42.87382067625435,35.13231280537884,Study B
82.33013664525603,83.7120857443855,Study B
0.9787649854502639,0.7528961426540491,Study B
12.329403221888372,9.520616452260967,Study B
11.95064475758982,45.04365722669446,Study B
1.085179571754333,1.2405191395931339,Study B
89.25035887667046,146.32503625967854,Study B
11.972310631417209,9.245929844206227,Study B
1.5768790123949201,2.5373827016043147,Study B
0.9635043808997279,0.8525722063042285,Study B
76.27278349557437,115.23608277191036,Study B
60.63521179832361,114.2464668001538,Study B
45.93239796008138,36.173231360303745,Study B
3.730389524480234,2.869530403446334,Study B
11.564994755137713,18.130507555760026,Study B
3.7665453156687816,4.902649575744232,Study B
0.5001027005841507,0.38469438506473136,Study B
17.242570682344486,13.263515909495757,Study B
0.5151216094059221,0.43270751958215986,Study B
11.329816781281778,9.954888020778382,Study B
17.96674312723612,32.96213869534702,Study B
19.890626949305027,16.900414875991306,Study B
165.10382708993916,867.2450280344159,Study B
79.22578504466239,61.61494992753134,Study B
3.6585207270364144,2.900888417082677,Study B
9.712178095802754,9.43975312503891,Study B
10.617005130170448,27.96144096064164,Study B
6.960943072966371,42.83864771298362,Study B
16.08928873583079,19.18765344254452,Study B
7.27782983811228,13.4372581069636,Study B
88.28548312540127,131.68067349876958,Study B
30.460939616226028,26.129541464608906,Study B
6.035732166087466,4.865700877445388,Study B
8.18214127285961,6.293954825276623,Study B
4.978271353725833,3.9408544930935396,Study B
11.881537738708893,9.176104542122907,Study B
30.342963445241985,23.668882261307658,Study B
0.328309281568559,0.28900572893803445,Study B
3507.5405047298946,4170.563524568579,Study B
0.284436811401492,0.2187975472319169,Study B
1.548749114545144,1.4465663668471875,Study B
312.0877055239265,245.06250328684453,Study B
160.93072111451903,123.86578265124679,Study B
12.872884511618889,35.89828992761576,Study B
168.97981253466781,129.9844711805137,Study B
139.25454393405045,131.28257421706846,Study B
206.12836202879538,579.4303703431158,Study B
1.8745833419542017,9.498292003197957,Study B
0.4537568220188124,0.6337421074282411,Study B
699.1595841681684,1281.62045031644,Study B
61.59566283235489,116.01138388288119,Study B
368.6040128247545,817.97895907919,Study B
29.173030878728206,94.5223941168691,Study B
200.03235815125862,564.3312761799012,Study B
1329.9110689398171,1748.8245757149596,Study B
2.6841893382551922,2.064761029427071,Study B
9133.103504097311,12304.880042946927,Study B
46.000346337498215,55.43795205037339,Study B
8.584630849930596,6.640022319985755,Study B
3.857292677952443,2.9671482138095717,Study B
0.20455387761022742,0.15734913662325184,Study B
8.570042754814057,6.592340580626198,Study B
26.338488752684743,20.667541189749095,Study B
1.288472558510624,1.0275928650473154,Study B
1164.3604779107918,896.0951146051132,Study B
139.07481644881457,106.98062803754966,Study B
3408.6041595094393,3006.2585203914377,Study B
13.826433996006298,11.474301396289746,Study B
0.636722043276919,0.4897861871360915,Study B
5.547809155428178,4.304005631906971,Study B
0.840409998407568,2.177794594265206,Study B
20.2190850967973,15.55314238215177,Study B
9.210456843716234,7.121426930590091,Study B
21.919661929292985,67.10333442108737,Study B
79.11850135304714,64.251177535215,Study B
1.6162012483090913,1.6078330067830378,Study B
19.32787379112652,15.049895862600732,Study B
5.95689253706854,17.598490628642107,Study B
292.915656520982,225.31973578537074,Study B
1.628457772974291,1.5443408472164437,Study B
3.9717108077575753,3.0551621598135195,Study B
12.767560308067777,17.331986549654037,Study B
4.064578020062801,3.310933722661801,Study B
23.25421300561229,21.64528392153588,Study B
1.3509816366822158,1.0392166436017045,Study B
0.6206327496152999,0.47740980739638456,Study B
809.6137114513773,1326.2259347836912,Study B
1.042183378728537,1.0980647617635546,Study B
2.679015029617109,2.6441428357163703,Study B
3.314892047349498,5.087299661103937,Study B
7.863637806968991,6.267712925595619,Study B
15.771410686864153,17.157073205219987,Study B
4.189922721992555,3.2230174784558114,Study B
95.11627981841067,171.03814748754937,Study B
1.60300055214378,2.718437756445882,Study B
9.851788017568655,8.890863073385034,Study B
38.830062057130704,30.017153623444123,Study B
3.137125584334322,2.4496336541424677,Study B
1.374116464439883,1.0570126649537561,Study B
25.881660768957516,19.90896982227501,Study B
1.52427039244494,1.500656836079163,Study B
5.6154086313871066,5.7414900825935735,Study B
2.058725592112215,1.58363507085555,Study B
16.344731387836898,13.295090229296484,Study B
1.4074461229122188,1.0826508637786298,Study B
3.569245362905922,3.58415629390484,Study B
5.342257575500099,16.30553723286328,Study B
0.937524955369781,0.7211730425921392,Study B
67.81503454828852,142.5402249957663,Study B
283.64744328028326,442.6112650280521,Study B
0.8961011344747757,0.6893085649805967,Study B
0.5961378462025861,1.238472505594589,Study B
4.443212858149482,3.417856044730371,Study B
28.42450712697835,52.861072519103196,Study B
271.635006216571,655.8700338001594,Study B
195.49465016791618,653.5634144669347,Study B
47.11592888592467,63.150227018048426,Study B
0.459129962081017,0.3531768939084746,Study B
2.7452313726251303,2.1117164404808695,Study B
54.685119095858695,87.42356949961764,Study B
0.294440326225392,0.22649255863491694,Study B
704.9644693390858,738.4975135320045,Study B
6.429189215938841,4.945530166106801,Study B
4929.027919887259,3900.7379588548715,Study B
379.8565754804756,361.58413137970393,Study B
113.94499985896672,87.7614148817404,Study B
0.0225639868828354,11.047440945510719,Study B
0.692850178384063,0.5329616756800485,Study B
1.4461828399743855,1.1124483384418349,Study B
7.406563602007774,444.81926944017084,Study B
3107.62008260441,5435.943009879221,Study B
6.955275108582697,5.3502116219866895,Study B
0.9161823065307659,0.7047556204082815,Study B
44.9020465392428,34.54003579941754,Study B
860.2874745626774,1187.8223939707564,Study B
54.08236827749977,69.43834877387803,Study B
23.13769534094681,17.884868889321442,Study B
0.069465312821201,2.569183669486401,Study B
9.189952204579113,103.17809070362627,Study B
31.21489126532601,24.084375074944447,Study B
87.08778357880934,67.02706288066172,Study B
85.55023338066492,82.33115859682604,Study B
14.49213023645677,11.330093128239383,Study B
166.53236000485362,133.60729467579796,Study B
12.595563031303728,9.848456598905049,Study B
12.744459604539033,13.863398302548433,Study B
9.957599189582334,7.659691684294103,Study B
21.683383169884415,22.185004802744743,Study B
0.6305194634023403,3.9851872340672085,Study B
3.203750578224264,2.4644235217109722,Study B
3.6902875234479255,3.1668238599276135,Study B
8.556880429960636,10.741017506286006,Study B
82.55603503522002,63.504642334784634,Study B
0.24820385571118903,0.19092604285476078,Study B
95.69981565233213,377.82992257493294,Study B
7.878563589234202,72.14107998078511,Study B
16.813118141314582,12.93316780101122,Study B
9.598794205425294,7.383687850327149,Study B
5.5599301835010095,4.276869371923853,Study B
0.203075881945519,0.15621221688116846,Study B
46.773029068232645,99.80422159813858,Study B
3.3065623673416242,3.434829435159826,Study B
27.225780574511635,40.777217620148875,Study B
20.283208032390625,31.658645367576682,Study B
0.24597883416820993,0.18921448782169994,Study B
0.6773345935358981,12.663225938178197,Study B
0.9242160690823169,2.4563505541247483,Study B
2.205060856291067,1.6962006586854363,Study B
2.706485270957427,2.081911746890328,Study B
1.9601236058421025,1.5077873891093097,Study B
18.53111703601559,15.033210740625874,Study B
0.853667026894958,0.6566669437653523,Study B
1.2427078902241788,1.5130040974638654,Study B
148.13551025625117,258.46291268410124,Study B
297.3103256085823,268.04072829037534,Study B
0.235356202153314,0.18104323242562614,Study B
0.41569966535523506,0.35622910108163136,Study B
45.32488152348314,34.86529347960242,Study B
98.40938352422286,129.60959689268705,Study B
48.14910247567296,40.08290820388867,Study B
3.7234888661958676,2.9508639087437953,Study B
3.50250168676176,2.6942320667398154,Study B
48.77451900765392,51.57973267677333,Study B
4.041645002184423,3.450820292085915,Study B
100.9918014942004,153.6204557395188,Study B
4.545138330284192,25.65522906945335,Study B
9.161101880673815,12.969623792446132,Study B
132.45635765017684,186.43896736495793,Study B
9.72002769854993,12.848730030120018,Study B
5.103450442284714,12.457400998609241,Study B
47.718223275030354,36.706325596177194,Study B
967.0741484731418,845.3811350454391,Study B
14.981474330589174,12.111642281299671,Study B
8.485569101148352,9.188950171433085,Study B
2.937474499207708,2.2595957686213137,Study B
2549.649593425723,9873.503553362789,Study B
24.555974676066963,28.23240266543928,Study B
147.71884470494845,142.6949377671994,Study B
18.31684451662586,14.089880397404508,Study B
106.72131793806594,273.2948135777085,Study B
2.537688574717903,2.316669411712893,Study B
7.6416918067789625,5.878224466753048,Study B
2.8849930989799963,5.391256573390043,Study B
15.038059872524226,12.193664356014324,Study B
18.43801477373433,14.183088287487946,Study B
77.68150066715302,60.95818472833249,Study B
3.8296025623279335,39.32011656218925,Study B
1.8883562603864323,1.452581738758794,Study B
13.083094964231526,10.06391920325502,Study B
0.158317407096025,0.12178262084309616,Study B
57.59994630961906,312.14825074800143,Study B
0.951467519658733,1.0282833317098592,Study B
150.60518737468095,223.0524159368319,Study B
2.237550425745658,2.705616083938137,Study B
0.23310277643531002,0.29072481825467617,Study B
0.1614946125252373,0.23564161524692795,Study B
1783.257460865143,1384.136373820549,Study B
3.3139803239854024,3.461110032045574,Study B
1.6023292638448907,2.07724773111123,Study B
1.4100521542211109,1.121115630978459,Study B
11.305751860193626,8.696732200148942,Study B
6.524891636007427,5.019147412313406,Study B
8.10323808162554,6.269720190520327,Study B
451.6671806567717,626.7389198826912,Study B
92.45578479600263,133.26449612337407,Study B
8.70250019000045,8.845378451540546,Study B
0.30073441293721,0.23133416379785385,Study B
12.4782157205764,13.463401016900225,Study B
20.350314783208724,21.414788476345134,Study B
1.7070329358329979,1.3860225137959765,Study B
7.479397451381144,13.48292973397611,Study B
22.54342435001659,21.10314905263332,Study B
31.425211357849406,24.689785115377802,Study B
4.20895911172176,3.2376608551705846,Study B
55.045077663670405,82.34743519429627,Study B
23.220809806611232,17.862161389700947,Study B
4378.347102078326,3367.95930929102,Study B
0.681960168057308,0.5245847446594677,Study B
3.3036255125033107,12.312564626262084,Study B
8.016519193827781,6.16655322602137,Study B
6.738151608377139,5.403988918327357,Study B
0.768121176979489,0.5908624438303762,Study B
6031.536637939951,5137.958393683642,Study B
747.0235013281817,704.0672094267425,Study B
494.31493082019824,650.2284800972968,Study B
559.7927177992381,495.14426053318755,Study B
0.959602161581345,0.7746156366401775,Study B
2.848098983141663,2.190845371647433,Study B
863.6796298283327,1184.9540178162447,Study B
1.7376476826724274,2.189477250649676,Study B
0.574379195141464,0.44183015010881843,Study B
49.54563336400155,41.63140600301252,Study B
15.609849857429822,12.773239495768017,Study B
0.415092667162702,0.3193020516636169,Study B
5.470238920558856,8.501153934346982,Study B
1.8074024924795176,1.7184507591826845,Study B
2.2622557261749088,1.7401967124422375,Study B
116.99389979167692,93.12724910365802,Study B
123.31468041585322,163.4417010764734,Study B
225.36036441336168,246.0258898882666,Study B
0.721120529468249,0.5547080995909608,Study B
0.951713979235759,0.7320876763351992,Study B
30.442365762794545,25.580577421582543,Study B
6.29946845843645,5.793708289045753,Study B
2.9150255558999083,2.242327350692237,Study B
94.3443034110035,194.67131796600236,Study B
0.0519624581694044,0.29519201578892645,Study B
11.406624426518466,8.860968185915025,Study B
0.181989890727392,0.176452351367906,Study B
0.8799555352719726,2.645735770784464,Study B
19.281483369363716,17.238278714401673,Study B
2.0697265140885484,2.284839745427214,Study B
145.86762951389358,114.75807779804275,Study B
14.904365812030182,12.49518879059152,Study B
3.389583913202043,4.065777350182671,Study B
1.185354620846164,0.9118112468047416,Study B
1.346099919647425,1.0354614766518655,Study B
351.7458528660398,270.7470163818323,Study B
2.0591033703135038,1.5839256694719261,Study B
95.07761561453796,149.77886583834496,Study B
37.18002430455729,28.6000186958133,Study B
106.01559503977278,81.95558834201441,Study B
4.861652472259403,3.826374374946514,Study B
2.9732484115479694,2.9956126451747735,Study B
5.712972184842554,18.32236278175458,Study B
809.3673758478724,897.6580790538446,Study B
1.6572230108316972,5.28572657959953,Study B
99.65599698421367,85.59119051283128,Study B
14.422820258668406,33.88205695420923,Study B
2.535602879601936,2.5702859249746104,Study B
39.27027449469547,241.02989572123295,Study B
0.5715870398634489,0.4396823383564992,Study B
6.489173281124737,26.581406572599388,Study B
0.9515470730753341,0.98718018110118,Study B
205.76426856642783,158.28020658955987,Study B
17.60443854673425,26.81922232170533,Study B
163.8163906093326,126.16048327898403,Study B
81.77539018883553,75.04536883367733,Study B
