	Size	liver_PPI
ClusterID:208	2	1
ClusterID:209	8	20
ClusterID:210	71	765
ClusterID:211	2	1
ClusterID:212	78	924
ClusterID:213	5	5
ClusterID:214	10	10
ClusterID:215	4	5
ClusterID:216	88	926
ClusterID:217	1	0
ClusterID:218	14	23
ClusterID:219	34	89
ClusterID:220	3	2
ClusterID:221	105	782
ClusterID:222	2	1
ClusterID:223	54	549
ClusterID:224	2	1
ClusterID:225	26	39
ClusterID:226	55	346
ClusterID:227	14	14
ClusterID:228	2	1
ClusterID:229	66	983
ClusterID:230	16	21
ClusterID:231	17	41
ClusterID:232	86	637
ClusterID:233	2	1
ClusterID:234	136	3390
ClusterID:235	52	294
ClusterID:236	3	2
ClusterID:237	9	8
ClusterID:238	5	4
ClusterID:239	50	301
ClusterID:240	7	6
ClusterID:241	16	15
ClusterID:242	3	2
ClusterID:243	7	7
ClusterID:244	19	22
ClusterID:245	1	0
ClusterID:246	18	133
ClusterID:247	4	3
ClusterID:248	7	6
ClusterID:249	34	105
ClusterID:250	20	45
ClusterID:251	21	30
ClusterID:252	38	202
ClusterID:253	10	12
ClusterID:254	2	1
ClusterID:255	2	1
ClusterID:256	134	1763
ClusterID:257	11	10
ClusterID:258	8	8
ClusterID:259	20	50
ClusterID:260	30	77
ClusterID:261	2	1
ClusterID:262	21	47
ClusterID:263	2	1
ClusterID:264	19	67
ClusterID:265	10	10
ClusterID:266	7	10
ClusterID:267	4	3
ClusterID:268	5	5
ClusterID:269	4	3
ClusterID:270	5	5
ClusterID:271	3	2
ClusterID:272	50	146
ClusterID:273	28	62
ClusterID:274	41	231
ClusterID:275	21	91
ClusterID:276	33	143
ClusterID:277	18	52
ClusterID:278	131	2263
ClusterID:279	48	141
ClusterID:280	17	34
ClusterID:281	17	45
ClusterID:282	111	1284
ClusterID:283	38	72
ClusterID:284	57	891
ClusterID:285	2	1
ClusterID:286	5	6
ClusterID:287	3	2
ClusterID:288	8	12
ClusterID:289	2	1
ClusterID:290	59	535
ClusterID:291	99	1656
ClusterID:292	25	66
ClusterID:293	3	3
ClusterID:294	60	609
ClusterID:295	18	57
ClusterID:296	2	1
ClusterID:297	3	2
ClusterID:298	37	70
ClusterID:299	3	2
ClusterID:300	118	1504
ClusterID:301	9	8
ClusterID:302	3	2
ClusterID:303	24	34
ClusterID:304	6	6
ClusterID:305	28	87
ClusterID:306	80	1773
ClusterID:307	16	54
ClusterID:308	12	28
ClusterID:309	20	43
ClusterID:310	54	835
ClusterID:311	4	4
ClusterID:312	20	19
ClusterID:313	43	578
ClusterID:314	6	6
ClusterID:315	16	36
ClusterID:316	77	149
ClusterID:317	14	28
ClusterID:318	3	2
ClusterID:319	10	28
ClusterID:320	2	1
ClusterID:321	15	41
ClusterID:322	3	2
ClusterID:323	22	78
ClusterID:324	58	493
ClusterID:325	5	4
ClusterID:326	11	14
ClusterID:327	4	4
ClusterID:328	17	20
ClusterID:329	29	101
ClusterID:330	5	4
ClusterID:331	31	72
ClusterID:332	5	5
ClusterID:333	8	10
ClusterID:334	3	2
ClusterID:335	48	176
ClusterID:336	9	18
ClusterID:337	8	8
ClusterID:338	32	230
ClusterID:339	6	8
ClusterID:340	170	9159
ClusterID:341	2	1
ClusterID:342	7	6
ClusterID:343	1	0
ClusterID:344	2	1
ClusterID:345	2	1
ClusterID:346	35	478
ClusterID:347	3	2
ClusterID:348	37	79
ClusterID:349	21	44
ClusterID:350	7	9
ClusterID:351	2	1
ClusterID:352	8	12
ClusterID:353	5	4
ClusterID:354	61	700
ClusterID:355	3	2
ClusterID:356	152	2638
ClusterID:357	2	1
ClusterID:358	34	284
ClusterID:359	302	1170
ClusterID:360	60	875
ClusterID:361	21	87
ClusterID:362	2	1
ClusterID:363	5	4
ClusterID:364	19	64
ClusterID:365	6	8
ClusterID:366	2	1
ClusterID:367	8	18
ClusterID:368	4	3
ClusterID:369	11	14
ClusterID:370	12	15
ClusterID:371	36	183
ClusterID:372	24	84
ClusterID:373	3	2
ClusterID:374	28	52
ClusterID:375	6	5
ClusterID:376	11	32
ClusterID:377	2	1
ClusterID:378	5	4
ClusterID:379	49	299
ClusterID:380	5	4
ClusterID:381	2	1
ClusterID:382	48	149
ClusterID:383	17	27
ClusterID:384	2	1
ClusterID:385	2	1
ClusterID:386	2	1
ClusterID:387	24	110
ClusterID:388	2	1
ClusterID:389	2	1
ClusterID:390	1	0
ClusterID:391	15	15
ClusterID:392	3	2
ClusterID:393	4	3
ClusterID:394	3	2
ClusterID:395	27	120
ClusterID:396	4	3
ClusterID:397	7	7
ClusterID:398	2	1
ClusterID:399	4	5
ClusterID:400	2	1
ClusterID:401	3	2
ClusterID:402	18	84
ClusterID:403	8	7
ClusterID:404	4	3
ClusterID:405	4	3
ClusterID:406	24	66
ClusterID:407	10	17
ClusterID:408	163	2045
ClusterID:409	4	3
ClusterID:410	3	2
ClusterID:411	7	7
ClusterID:412	3	2
ClusterID:413	120	2054
ClusterID:414	22	73
ClusterID:415	3	2
ClusterID:416	19	37
ClusterID:417	38	197
ClusterID:418	98	732
ClusterID:419	3	2
ClusterID:420	5	4
ClusterID:421	12	15
ClusterID:422	4	3
ClusterID:423	9	8
ClusterID:424	11	10
ClusterID:425	2	1
ClusterID:426	9	8
ClusterID:427	14	14
ClusterID:428	2	1
ClusterID:429	2	1
ClusterID:430	1	0
ClusterID:431	9	8
ClusterID:432	26	89
ClusterID:433	23	90
ClusterID:434	60	357
ClusterID:435	14	15
ClusterID:436	36	81
ClusterID:437	8	7
ClusterID:438	61	67
ClusterID:439	13	17
ClusterID:440	3	2
ClusterID:441	6	7
ClusterID:442	4	3
ClusterID:443	5	4
ClusterID:444	27	36
ClusterID:445	34	148
ClusterID:446	10	9
ClusterID:447	7	6
ClusterID:448	2	1
ClusterID:449	12	12
ClusterID:450	17	24
ClusterID:451	1	0
ClusterID:452	2	1
ClusterID:453	4	3
ClusterID:454	3	2
ClusterID:455	12	11
ClusterID:456	30	29
