1042	1656
1042	641
1042	1668
1042	1003
1042	407
1042	920
1042	1416
1042	504
1042	528
1042	330
1042	1223
1042	383
1042	145
1042	271
1042	319
1042	229
1042	1031
1042	2
1042	469
1042	1145
1042	816
1042	157
1042	1034
1042	1192
1042	1321
1042	1531
1042	1208
1042	325
1042	293
1042	1665
1042	380
1042	1549
1042	1627
1042	1205
1042	789
1042	421
1042	531
1042	686
1042	423
1042	1237
1042	1500
1042	840
1042	336
1042	1265
1042	148
1042	1325
1042	1520
1042	91
1042	224
1042	1487
1042	689
1042	349
1042	1718
1042	1257
1042	727
1042	1301
1042	1157
1042	895
1042	1721
1042	1525
1042	1221
1042	529
1042	639
1042	512
1042	4
1042	1766
1042	320
1042	1678
1042	878
1656	641
1656	1668
1656	1003
1656	407
1656	920
1656	1416
1656	504
1656	528
1656	330
1656	1223
1656	383
1656	145
1656	271
1656	319
1656	229
1656	1031
1656	2
1656	469
1656	1145
1656	816
1656	157
1656	1034
1656	223
1656	1395
1656	1208
1656	325
1656	293
1656	1665
1656	380
1656	1627
1656	668
1656	1205
1656	750
1656	421
1656	531
1656	589
1656	1192
1656	1321
1656	1531
1656	1549
1656	789
1656	686
1656	423
1656	1237
1656	1500
1656	840
1656	336
1656	1265
1656	148
1656	1325
1656	1520
1656	91
1656	224
1656	1487
1656	689
1656	349
1656	1718
1656	1257
1656	727
1656	1301
1656	1157
1656	895
1656	1721
1656	1525
1656	1221
1656	639
1656	4
1656	320
1656	1678
1656	878
641	1668
641	1003
641	407
641	920
641	1416
641	504
641	528
641	330
641	1223
641	383
641	145
641	271
641	319
641	229
641	1031
641	2
641	469
641	1145
641	816
641	157
641	1034
641	1192
641	1321
641	1531
641	1208
641	325
641	293
641	1665
641	380
641	1549
641	1627
641	1205
641	789
641	421
641	531
641	686
641	423
641	1237
641	1500
641	840
641	336
641	1265
641	148
641	1325
641	1520
641	91
641	224
641	1487
641	689
641	349
641	1718
641	1257
641	727
641	1301
641	1157
641	895
641	1721
641	1525
641	1221
641	529
641	639
641	512
641	4
641	320
641	1678
641	878
1668	1003
1668	407
1668	920
1668	1416
1668	504
1668	528
1668	1665
1668	1627
1668	330
1668	1208
1668	145
1668	1205
1668	1395
1668	325
1668	380
1668	229
1668	750
1668	531
1668	383
1668	223
1668	1223
1668	293
1668	421
1668	1635
1668	536
1668	413
1668	138
1668	589
1668	271
1668	319
1668	1444
1668	490
1668	1609
1668	819
1668	92
1668	1162
1668	1639
1668	1650
1668	1038
1668	603
1668	660
1668	354
1668	1607
1668	1462
1668	132
1668	300
1668	23
1668	87
1668	534
1668	605
1668	1013
1668	1166
1668	59
1668	576
1668	154
1668	1367
1668	659
1668	1351
1668	981
1668	506
1668	512
1668	680
1668	1478
1668	448
1668	1578
1668	858
1668	1468
1668	649
1668	124
1668	1686
1668	734
1668	563
1668	147
1668	710
1668	525
1668	369
1668	712
1668	1653
1668	1094
1668	703
1668	1021
1668	465
1668	1479
1668	780
1668	1740
1003	407
1003	920
1003	1416
1003	504
1003	528
1003	1780
1003	271
1003	319
1003	1665
1003	1627
1003	330
1003	1208
1003	145
1003	1205
1003	1395
1003	325
1003	380
1003	229
1003	750
1003	531
1003	383
1003	223
1003	1223
1003	293
1003	421
1003	1635
1003	536
1003	413
1003	138
1003	589
1003	1444
1003	490
1003	1609
1003	819
1003	92
1003	1162
1003	1639
1003	1650
1003	1038
1003	603
1003	660
1003	354
1003	1607
1003	1462
1003	132
1003	300
1003	23
1003	87
1003	1479
1003	780
1003	1740
1003	534
1003	605
1003	1013
1003	1166
1003	59
1003	576
1003	154
1003	1367
1003	659
1003	1351
1003	981
1003	506
1003	512
1003	680
1003	1248
1003	346
1003	1281
1003	1575
1003	1681
1003	1709
1003	1244
1003	865
1003	1459
1003	1361
1003	386
1003	1085
1003	1657
1003	192
1003	1490
1003	1232
1003	901
1003	476
1003	237
1003	1457
1003	775
1003	31
1003	273
1003	703
1003	1021
1003	1733
1003	465
1003	620
1003	794
1003	1007
407	920
407	1416
407	504
407	528
407	1780
407	271
407	319
407	1444
407	490
407	461
407	1328
407	1639
407	1650
407	819
407	1038
407	1249
407	925
407	1665
407	1627
407	330
407	1208
407	145
407	1205
407	1395
407	325
407	380
407	229
407	750
407	531
407	383
407	223
407	1223
407	293
407	421
407	1635
407	536
407	413
407	138
407	589
407	1609
407	92
407	1162
407	603
407	660
407	354
407	1607
407	1462
407	132
407	300
407	23
407	87
407	1479
407	780
407	1740
407	534
407	605
407	1013
407	1166
407	59
407	576
407	154
407	1367
407	659
407	1351
407	981
407	506
407	512
407	680
407	1244
407	865
407	1459
407	1361
407	386
407	1085
407	1657
407	1248
407	1074
407	1681
407	1709
407	273
407	703
407	1021
407	1733
407	465
407	620
407	794
407	1007
407	778
920	1416
920	504
920	528
920	1780
920	271
920	319
920	1665
920	1627
920	330
920	1208
920	145
920	1635
920	1205
920	536
920	413
920	325
920	380
920	229
920	531
920	383
920	1223
920	293
920	138
920	421
920	589
920	1444
920	490
920	1609
920	819
920	92
920	1162
920	1639
920	1650
920	1038
920	603
920	1395
920	1479
920	780
920	1740
920	1462
920	534
920	605
920	1013
920	1166
920	59
920	576
920	154
920	354
920	300
920	1367
920	659
920	1351
920	660
920	981
920	132
920	506
920	87
920	512
920	680
920	1244
920	865
920	1459
920	1361
920	386
920	1085
920	1657
920	1248
920	1681
920	1709
920	273
920	703
920	750
920	1021
920	1733
920	620
920	794
920	1007
1416	504
1416	528
1416	1665
1416	1627
1416	330
1416	1208
1416	145
1416	1205
1416	1395
1416	325
1416	380
1416	229
1416	750
1416	531
1416	383
1416	223
1416	1223
1416	293
1416	421
1416	1635
1416	536
1416	413
1416	138
1416	589
1416	271
1416	319
1416	1444
1416	490
1416	1609
1416	819
1416	92
1416	1162
1416	1639
1416	1650
1416	1038
1416	603
1416	660
1416	354
1416	1607
1416	1462
1416	132
1416	300
1416	23
1416	87
1416	534
1416	605
1416	1013
1416	1166
1416	59
1416	576
1416	154
1416	1367
1416	659
1416	1351
1416	981
1416	506
1416	512
1416	680
1416	1478
1416	448
1416	1578
1416	858
1416	1468
1416	649
1416	124
1416	1686
1416	734
1416	563
1416	147
1416	710
1416	525
1416	369
1416	712
1416	1653
1416	1094
1416	703
1416	1021
1416	465
1416	1479
1416	780
1416	1740
504	528
504	1359
504	1452
504	1780
504	271
504	319
504	1665
504	1627
504	330
504	1208
504	145
504	1205
504	1395
504	325
504	380
504	229
504	750
504	531
504	383
504	223
504	1223
504	293
504	421
504	1635
504	536
504	413
504	138
504	589
504	1444
504	490
504	1609
504	819
504	92
504	1162
504	1639
504	1650
504	1038
504	603
504	376
504	660
504	354
504	1607
504	1462
504	132
504	300
504	23
504	87
504	1479
504	780
504	1740
504	655
504	1661
504	534
504	605
504	1013
504	1166
504	59
504	576
504	154
504	1367
504	659
504	1351
504	981
504	506
504	512
504	680
504	1244
504	865
504	1459
504	1361
504	386
504	1085
504	1657
504	1248
504	1681
504	1709
504	273
504	703
504	1021
504	1733
504	1439
504	341
504	620
504	794
504	1007
528	1780
528	271
528	319
528	1665
528	1627
528	330
528	1208
528	145
528	1635
528	1205
528	536
528	413
528	325
528	380
528	229
528	531
528	383
528	1223
528	293
528	138
528	421
528	589
528	1444
528	490
528	1609
528	819
528	92
528	1162
528	1639
528	1650
528	1038
528	603
528	1395
528	1479
528	780
528	1740
528	1462
528	534
528	605
528	1013
528	1166
528	59
528	576
528	154
528	354
528	300
528	1367
528	659
528	1351
528	660
528	981
528	132
528	506
528	87
528	512
528	680
528	1244
528	865
528	1459
528	1361
528	386
528	1085
528	1657
528	1248
528	1681
528	1709
528	273
528	703
528	750
528	1021
528	1733
528	620
528	794
528	1007
772	1444
772	94
772	1265
772	1249
772	186
772	1326
772	44
772	1676
772	1537
772	1443
772	1410
772	1097
772	492
772	1519
772	508
772	179
772	816
772	1711
772	392
772	1452
772	1277
772	818
772	671
772	152
772	1655
772	1196
772	1493
772	1363
772	740
772	429
772	1344
772	1259
772	1739
772	725
772	626
772	645
772	1233
772	1356
772	480
772	441
772	452
772	353
772	667
772	268
772	1526
772	27
772	1784
772	1650
772	250
772	362
772	1439
772	456
772	1376
772	1691
772	605
772	40
772	1551
772	433
772	491
772	432
772	1258
772	202
772	1572
772	408
772	1028
772	45
772	512
772	220
772	970
772	1082
772	311
772	227
772	1569
772	1592
772	1152
772	613
772	1580
772	50
772	1399
772	1727
772	333
772	375
772	1703
772	588
772	357
772	595
772	821
772	850
772	457
772	1
772	1045
772	856
772	771
772	986
772	1527
772	1109
772	1294
772	1759
772	769
772	344
772	686
772	615
772	1192
772	939
772	1063
772	600
772	1393
772	797
772	217
772	988
772	157
772	1157
772	345
772	846
772	660
772	614
772	132
772	300
772	1383
772	1475
772	895
772	61
772	148
772	894
772	659
772	576
772	981
772	700
772	534
772	154
772	1013
772	1313
1444	94
1444	1265
1444	1249
1444	186
1444	1326
1444	44
1444	1676
1444	1537
1444	1443
1444	1410
1444	1097
1444	492
1444	1519
1444	508
1444	179
1444	816
1444	1711
1444	392
1444	1452
1444	1277
