"Name","Score"
"REG3A",2.55102040816327e-05
"SLITRK3",3.48964865519409e-05
"SHISA6",4.09492025142811e-05
"HS3ST4",6.53061224489795e-05
"FGF14-IT1",7.6293497933928e-05
"CST1",8.26530612244898e-05
"PLSCR5",0.000110521061888034
"LHX1",0.000146938775510204
"FGF3",0.000172448979591837
"EDDM3B",2e-04
"MEP1A",0.000200776447021551
"REG1A",0.000229591836734694
"CYP2A7",0.000278061426354233
"DEFA6",0.000323206205559147
"SERTM2",0.000333547606669817
"CYP26A1",0.000357340022291875
"SP8",0.000368542822628529
"MYH4",0.000394077985195909
"MATN3",0.000522311256559708
"KRT16P3",0.000561482313307131
"LOC101929427",0.00060593431003723
"MNX1",0.000609223849651243
"FCAMR",0.000615574022776239
"EVX1",0.000637755102040816
"KRT31",0.000646412411118294
"DKK4",0.000689795918367347
"MUCL1",0.000727266193633736
"XIRP2",8e-04
"SAA2",0.00080401505015672
"TBX4",0.000858163265306122
"LINC02178",0.000918367346938775
"CYP2A6",0.000959028184772764
"IRX6",0.000980612244897959
"TRH",0.00117520032725934
"LINC02153",0.00122069596694285
"GSTA2",0.00127681267203474
"DEFA5",0.00129282482223659
"ADH1C",0.00134142094305661
"STRA6",0.00150947953145755
"SAA1",0.00152009095420255
"EVX1-AS",0.00154520562140624
"TBX5",0.0018
"CYP2C19",0.00183861024773003
"DKK1",0.00188673469387755
"ANKFN1",0.00196577064518811
"IRX5",0.00208924502623883
"ERVMER34-1",0.00217365052529888
"UPK3A",0.00225972742037992
"NHLH2",0.00235102040816327
"CCNO",0.00255102040816327
"UGT1A9",0.00258094414538155
"TMEM132C",0.00258564964447317
"PAGE4",0.00265408163265306
"SLC22A1",0.00270238391858231
"ARL14",0.0028304257208711
"CYP1A2",0.00295363862175628
"CNDP1",0.00308345355172951
"TMEM52B",0.00316081880019672
"RFX6",0.0032
"AFP",0.00321242315234482
"PGC",0.00343265306122449
"KCNJ9",0.00386426760053134
"SOHLH2",0.00387659414618615
"SEC14L3",0.00392096922897609
"LOC102467222",0.00393510512897227
"CXorf66",0.0040703261914184
"PLA2G2E",0.00431122448979592
"REG3G",0.00439263766766714
"CHGB",0.00444489795918367
"FLJ16779",0.00451464957719948
"FGF20",0.00471836734693878
"CYP2B7P",0.00477244203191653
"BBOX1",0.00488278386777139
"C2CD4A",0.00505334081976418
"HRG",0.00510725068813898
"LIX1",0.00514387755102041
"GABRA3",0.00517129928894635
"ALOX12B",0.00521559128350261
"TEX19",0.00528979591836734
"PRR9",0.0054945054945055
"CYP2B6",0.00554016620498615
"HSD17B13",0.00571744035667001
"EDDM3A",0.00573979591836735
"CYP2A13",0.0060803638168102
"PITX2",0.00614091790562379
"HORMAD2",0.00643198324317355
"SLC3A1",0.00645445415264701
"LINC01777",0.0064716453932774
"CDCA7",0.00653061224489796
"NKAIN4",0.00654539574270362
"SOX10",0.00668337510442773
"DPEP1",0.00676915388501381
"PCP4",0.00678733031674208
"MYH7B",0.00692041522491349
"SP9",0.00711053652230123
"LIN28B",0.00715044110230239
"CASKIN1",0.0072
"MT1H",0.0072992700729927
"SAA2-SAA4",0.00743853507341174
"PCDH9-AS2",0.0075187969924812
"CSN2",0.00772346938775511
"ZIC4",0.00775694893341952
"FAM83A-AS1",0.00786075238629983
"PRTG",0.00790204081632653
"CTNNA2",0.00802604369279909
"FGF8",0.00808015513897867
"MYCN",0.00827361922840838
"SOX11",0.00840336134453781
"ROS1",0.00842223469960696
"PNMT",0.00845
"PLGLB2",0.00849240896728035
"LMO1",0.00860956982862759
"C3P1",0.00871155890282654
"CST4",0.00872656755009696
"HAO2-IT1",0.00877942698538854
"ASCL5",0.00878005222276868
"PENK",0.00904977375565611
"LINC01564",0.00907955677891374
"PEG13",0.00940408163265306
"TRIM40",0.00954519932622123
"LINC00237",0.00960102040816326
"CRYAA",0.00961607583425285
"LEF1",0.00983804590405602
"CYP2C8",0.00984918436441982
"HTR1D",0.0100010204081633
"DGKK",0.010020228070344
"CIDEA",0.0101066816395284
"HS3ST5",0.0102040816326531
"PLPPR5",0.0106658047834518
"PAX2",0.010989010989011
"RNF165",0.0114913140483127
"LINC00659",0.0115591122054649
"CYP4F29P",0.0116354234001293
"HOXA11",0.0119586296056884
"PANX3",0.0122818358112476
"VAX2",0.0123469387755102
"IRX3",0.0125724489795918
"SLC35D3",0.0126050420168067
"THRSP",0.0128642408025075
"CPLX2",0.0129073557721035
"IGFBPL1",0.0129535280871834
"CYP1A1",0.0130745617616358
"RFLNA",0.0134789732112824
"WIF1",0.0134948979591837
"GJB6",0.013730612244898
"TBX5-AS1",0.0138978668390433
"IL1RAPL2",0.0139585946207764
"CA4",0.0139683673469388
"LINC01767",0.013998280558935
"MME",0.0141232963773745
"EDN3",0.0142081632653061
"ZIC1",0.0142210730446025
"PART1",0.0142321460432415
"TTC36",0.0145225218434558
"DLX5",0.0145442792501616
"UBE2DNL",0.014567644431946
"CAMK2B",0.0148086730331817
"SCG2",0.0148674854557208
"MUC5B",0.0150375939849624
"ODAM",0.0151906916612799
"MCCD1",0.0152305962412811
"DMP1",0.015513897866839
"NAT2",0.0156838769159044
"HSD11B1",0.0156906090585603
"LINC01043",0.0158730158730159
"SIX1",0.0159438775510204
"SRD5A2",0.0159811949813269
"NKX2-5",0.0162
"FGF23",0.0162829870859068
"DLX6",0.0164581632653061
"TLX2",0.0164835164835165
"IL6",0.0167084377610693
"GREM2",0.0168898994911394
"COL11A2",0.016980612244898
"GBP7",0.0171983844322586
"GRM3",0.0172448979591837
