ACOX1,ECH1,sbcoa
ACOT8,SUCLG2,succoa
ACOT8,SUCLA2,succoa
ACOT8,GCAT,succoa
ACOT8,OXCT2,succoa
ACOT8,CROT,c12dccoa
ACOT8,ALAS2,succoa
ACOT8,CYP3A4,ibup__S
ACOT8,UGT2A1,cholate
ACOT8,CYP7A1,cholate
ACOT8,SLCO1B1,cholate
ACOT8,SLC10A2,cholate
ACOT8,ABCB11,cholate
ACOT8,SLC10A1,cholate
ACOT8,SLCO1A2,cholate
ACOT8,ABCC3,cholate
ACOT8,ACOT13,5eipenc
ACOT8,ECH1,sbcoa
ACOT8,UCP1,5eipenc
ACOT8,ACOT11,ibup__S
ACOT8,AMACR,ibupcoa__S
ACOT8,UGT1A9,ibup__S
ACOT8,UGT1A3,ibup__S
ACOT8,CYP2C9,ibup__S
ACOT8,CYP2C8,ibup__S
ACOT8,UGT2B7,ibup__S
ACOT8,CYP2C19,ibup__S
ACADL,SPTLC1,pmtcoa
ACADL,ACSL1,CE4854
ACADL,ACSL3,CE4854
ACADL,ACSBG2,CE4854
ACADL,ACOT4,CE4854
ACADL,ELOVL4,CE4854
ACADL,ACADVL,M00069
ACADL,SCD5,M01191
ACADL,SLC27A2,CE4854
ACADL,ACSL5,CE4854
ACADL,ACSL4,CE4854
ACADL,SCD,M01191
ACADL,ELOVL1,M02052
ACADL,SPTLC3,pmtcoa
ACADL,SLC27A4,lnlccoa
ACADL,PIGW,pmtcoa
ACADL,ELOVL3,M02052
ACADL,ACSL6,CE4854
ACADL,SPTLC2,pmtcoa
ACADL,SOAT2,M00343
ACADL,CPT2,CE4854
ACADL,ETFDH,fad
ACADL,NDUFA6,q10h2
ACADL,NDUFAB1,q10h2
ACADL,NDUFB3,q10h2
ACADL,NDUFS3,q10h2
ACADL,NDUFA11,q10h2
ACADL,GPD2,fad
ACADL,CYTB,q10h2
ACADL,SDHC,fad
ACADL,ETFB,fad
ACADL,SDHA,fad
ACADL,NDUFB8,q10h2
ACADL,SDHD,fad
ACADL,ACADSB,CE4808
ACADL,NDUFB7,q10h2
ACADL,NDUFA4,q10h2
ACADL,NDUFA3,q10h2
ACADL,TXNRD1,q10h2
ACADL,NDUFB11,q10h2
ACADL,NDUFS7,q10h2
ACADL,IVD,fad
ACADL,NDUFB9,q10h2
ACADL,ND4L,q10h2
ACADL,ND3,q10h2
ACADL,ETFA,fad
ACADL,NDUFV3,q10h2
ACADL,NDUFA13,q10h2
ACADL,UQCRB,q10h2
ACADL,UQCR10,q10h2
ACADL,UQCRH,q10h2
ACADL,UQCRQ,q10h2
ACADL,ND1,q10h2
ACADL,DHODH,q10h2
ACADL,SDHB,fad
ACADL,ND5,q10h2
ACADL,NDUFV2,q10h2
ACADL,NDUFA5,q10h2
ACADL,UQCR11,q10h2
ACADL,NDUFA1,q10h2
ACADL,ND4,q10h2
ACADL,CYC1,q10h2
ACADL,NDUFB5,q10h2
ACADL,NDUFS1,q10h2
ACADL,NDUFA12,q10h2
ACADL,NDUFA10,q10h2
ACADL,NDUFB6,q10h2
ACADL,NDUFB1,q10h2
ACADL,NDUFS2,q10h2
ACADL,ND2,q10h2
ACADL,NDUFS5,q10h2
ACADL,NDUFB4,q10h2
ACADL,UQCRC2,q10h2
ACADL,NDUFA9,q10h2
ACADL,NDUFA8,q10h2
ACADL,NDUFB2,q10h2
ACADL,COQ3,q10h2
