	Size	liver_PPI
ClusterID:1	8	12
ClusterID:2	4	3
ClusterID:3	1	0
ClusterID:4	1	0
ClusterID:5	1	0
ClusterID:6	1	0
ClusterID:7	1	0
ClusterID:8	1	0
ClusterID:9	5	4
ClusterID:10	42	575
ClusterID:11	10	31
ClusterID:12	1	0
ClusterID:13	1	0
ClusterID:14	2	1
ClusterID:15	15	75
ClusterID:16	1	0
ClusterID:17	1	0
ClusterID:18	9	10
ClusterID:19	28	243
ClusterID:20	1	0
ClusterID:21	5	8
ClusterID:22	10	35
ClusterID:23	1	0
ClusterID:24	23	94
ClusterID:25	4	4
ClusterID:26	1	0
ClusterID:27	113	1511
ClusterID:28	1	0
ClusterID:29	3	3
ClusterID:30	32	280
ClusterID:31	2	1
ClusterID:32	5	7
ClusterID:33	5	6
ClusterID:34	14	55
ClusterID:35	2	1
ClusterID:36	10	28
ClusterID:37	7	10
ClusterID:38	72	846
ClusterID:39	32	356
ClusterID:40	1	0
ClusterID:41	2	1
ClusterID:42	17	63
ClusterID:43	10	25
ClusterID:44	11	27
ClusterID:45	4	3
ClusterID:46	5	5
ClusterID:47	2	1
ClusterID:48	60	630
ClusterID:49	16	72
ClusterID:50	1	0
ClusterID:51	14	25
ClusterID:52	3	2
ClusterID:53	2	1
ClusterID:54	1	0
ClusterID:55	8	19
ClusterID:56	1	0
ClusterID:57	9	17
ClusterID:58	11	34
ClusterID:59	20	101
ClusterID:60	2	1
ClusterID:61	4	4
ClusterID:62	1	0
ClusterID:63	1	0
ClusterID:64	32	420
ClusterID:65	1	0
ClusterID:66	36	157
ClusterID:67	36	258
ClusterID:68	2	1
ClusterID:69	3	2
ClusterID:70	6	11
ClusterID:71	23	108
ClusterID:72	4	4
ClusterID:73	2	1
ClusterID:74	40	644
ClusterID:75	2	1
ClusterID:76	2	1
ClusterID:77	2	1
ClusterID:78	7	7
ClusterID:79	21	163
ClusterID:80	18	99
ClusterID:81	2	1
ClusterID:82	1	0
ClusterID:83	3	3
ClusterID:84	3	2
ClusterID:85	18	128
ClusterID:86	20	117
ClusterID:87	5	4
ClusterID:88	18	76
ClusterID:89	12	56
ClusterID:90	7	7
ClusterID:91	2	1
ClusterID:92	8	22
ClusterID:93	23	78
ClusterID:94	30	201
ClusterID:95	20	76
ClusterID:96	2	1
ClusterID:97	30	100
ClusterID:98	5	6
ClusterID:99	25	149
ClusterID:100	1	0
ClusterID:101	12	34
ClusterID:102	6	11
ClusterID:103	46	177
ClusterID:104	10	27
ClusterID:105	2	1
ClusterID:106	4	3
ClusterID:107	5	4
ClusterID:108	1	0
ClusterID:109	33	269
ClusterID:110	26	153
ClusterID:111	1	0
ClusterID:112	33	391
ClusterID:113	24	81
ClusterID:114	9	24
ClusterID:115	5	4
ClusterID:116	28	244
ClusterID:117	1	0
ClusterID:118	2	1
ClusterID:119	29	126
ClusterID:120	2	1
ClusterID:121	4	3
ClusterID:122	15	47
ClusterID:123	4	4
ClusterID:124	4	4
ClusterID:125	5	4
ClusterID:126	37	441
ClusterID:127	30	217
ClusterID:128	4	3
ClusterID:129	44	476
ClusterID:130	3	2
ClusterID:131	4	3
ClusterID:132	11	32
ClusterID:133	16	84
ClusterID:134	3	3
ClusterID:135	6	7
ClusterID:136	3	2
ClusterID:137	2	1
ClusterID:138	7	9
ClusterID:139	5	6
ClusterID:140	11	43
ClusterID:141	20	115
ClusterID:142	5	7
ClusterID:143	1	0
ClusterID:144	10	10
ClusterID:145	14	38
ClusterID:146	5	4
ClusterID:147	12	66
ClusterID:148	11	37
ClusterID:149	4	3
ClusterID:150	2	1
ClusterID:151	11	33
ClusterID:152	10	45
ClusterID:153	34	422
ClusterID:154	19	40
ClusterID:155	9	19
ClusterID:156	74	2003
ClusterID:157	2	1
ClusterID:158	4	3
ClusterID:159	5	6
ClusterID:160	2	1
ClusterID:161	26	87
ClusterID:162	32	179
ClusterID:163	7	15
ClusterID:164	12	38
ClusterID:165	46	745
ClusterID:166	2	1
ClusterID:167	11	25
ClusterID:168	11	15
ClusterID:169	2	1
ClusterID:170	3	2
ClusterID:171	19	76
ClusterID:172	29	291
ClusterID:173	2	1
ClusterID:174	15	28
ClusterID:175	45	631
ClusterID:176	4	3
ClusterID:177	1	0
ClusterID:178	2	1
ClusterID:179	3	2
ClusterID:180	15	29
ClusterID:181	27	156
ClusterID:182	4	3
ClusterID:183	3	2
ClusterID:184	9	11
ClusterID:185	11	40
ClusterID:186	44	379
ClusterID:187	7	6
ClusterID:188	6	8
ClusterID:189	2	1
ClusterID:190	25	87
ClusterID:191	4	3
ClusterID:192	82	1464
ClusterID:193	27	200
ClusterID:194	3	2
ClusterID:195	6	7
ClusterID:196	2	1
ClusterID:197	5	10
ClusterID:198	4	3
ClusterID:199	1	0
ClusterID:200	2	1
ClusterID:201	1	0
ClusterID:202	36	233
ClusterID:203	7	8
ClusterID:204	9	16
ClusterID:205	5	4
