	SLC10A1	CNDP1	ADH1C	NDST4	PLPPR4	HPGD	RDH16	ADCY8	CYP1A2	PNLIPRP2	IDO2	CPA5	LGSN	PNMT	BBOX1	ALDOB	SRD5A2	SULT4A1	STRA6	UGT1A7	SLC3A1	CA4	SLC22A1	HS6ST2	CYP1A1	GLS2	MOGAT2	PLPPR5	GLYAT	CYP2C19	HAO2	CYP11B1	CA7	ACADL	CPA6	SLC6A2	CYP2C8	CYP2A13	HS3ST4	ATP1A2	SLC7A3	SLC1A1	UGT1A3	TDO2	AKR1D1	VNN1	CPA2	NNMT	DPEP1	UGT1A4	GCK	CPA1	CYP2B6	CYP2A6	HS3ST5	CYP3A4	HSD11B1	SDS	CYP2A7	PLA2G2E	ASPG	XDH	RBP2	SLC22A12	UGT1A9	TAT
UPRT	9.83040096706514e-07	7.524568181852684e-07	1.929824635030836e-07	2.4599198801056152e-08	2.1053665243183047e-08	1.3327521272194678e-07	3.6868447721413564e-08	3.4066573736022576e-06	5.048338695848417e-08	4.981608171847475e-09	9.839513725737738e-07	1.0083586638396333e-06	1.3477933873940193e-05	1.3610063429512236e-06	1.917866731158857e-07	9.951449019569936e-06	3.5368268697825144e-08	2.6817388708823712e-08	2.7247611141601577e-08	7.736582640099103e-08	1.0103452575017394e-06	1.592889463569578e-07	1.3267342712392955e-06	2.6817388708823712e-08	5.048338695848417e-08	1.3477933873940193e-05	2.0797482297848656e-08	1.40641943269853e-06	3.8268647200269707e-07	6.917044177472498e-07	3.724140932989312e-07	1.724822651156782e-08	1.592889463569578e-07	6.363821591527915e-07	1.0083586638396333e-06	1.2274317311136817e-06	6.126286189552514e-07	4.312207016582049e-08	2.6817388708823712e-08	1.1946952319792613e-06	1.1373301063760871e-06	6.473279872789417e-06	9.132028497483972e-08	9.839513725737738e-07	6.407046371109766e-08	1.1082583748194544e-06	1.0083586638396333e-06	0.0001120528415763	9.163459029797536e-07	8.086260204902052e-08	7.752105098211907e-06	1.0083586638396333e-06	4.312207016582049e-08	5.0226294562514756e-08	2.6817388708823712e-08	5.642791978169784e-07	5.478353312955531e-09	7.181759538821655e-07	4.312207016582049e-08	3.8548398456195094e-08	2.46419938017292e-06	0.000358067160722	2.7247611141601577e-08	3.984119292212741e-06	8.340988505993484e-07	1.073007531008782e-05
SULT1C2	3.2052643328220086e-05	9.844543915222323e-07	4.825500029305587e-06	0.0061783300889129	5.578062672870082e-07	1.4228804608932138e-05	1.4827140817206488e-06	1.1595310946804787e-06	5.08004924299743e-05	3.544890844067258e-07	1.3630152383490258e-06	4.340337299590801e-07	1.0850217071086102e-06	1.839460255268044e-05	1.612843175891041e-06	1.7216402713140146e-06	5.232147224340827e-05	0.0069263857025193	1.600126391261187e-06	4.288925379362047e-05	1.2158921944233392e-06	1.8536821113261308e-05	3.850434353432331e-05	0.0069263857025193	5.08004924299743e-05	1.0850217071086102e-06	6.138918877899126e-07	5.2702858550287124e-08	7.815667913412215e-07	1.8521013679243987e-05	2.807867034741551e-06	2.8715402890282868e-05	1.8536821113261308e-05	6.858266484126915e-07	4.340337299590801e-07	2.5366193122928992e-05	3.2397190577772085e-05	5.20419686632293e-05	0.0069263857025193	1.290373781814117e-06	1.2149827965287538e-06	1.252951777718437e-06	4.154377188978652e-05	1.3630152383490258e-06	1.8115245502066652e-05	6.608789126590612e-08	4.340337299590801e-07	1.9638223691450128e-06	1.2996868413223012e-05	3.9201256961216166e-05	9.012638779458132e-07	4.340337299590801e-07	5.20419686632293e-05	4.98355178826973e-05	0.0069263857025193	3.013712551655685e-05	2.9121706764443626e-05	1.168120076119774e-05	5.204196866322921e-05	7.036922536521868e-07	4.6109743650442134e-07	7.24951566975636e-06	1.600126391261187e-06	3.209102868143793e-06	2.694920157977035e-05	1.9655481932910497e-06
ISYNA1	1.2701485618794815e-06	6.66751458971188e-07	1.644157656514749e-06	2.2468456491920773e-07	1.1142128272282567e-05	1.6242888051700386e-07	4.793460178111897e-07	1.787557916779514e-07	3.841557120262634e-07	1.18703928685817e-05	9.170405172573942e-07	1.3452018055010968e-06	1.207821033813621e-06	1.7625461697145253e-07	2.552008995334061e-07	2.178737478701126e-05	1.1315373211981019e-07	1.022385896775405e-07	4.998705685460414e-07	3.246146493714845e-07	3.78566943427763e-05	8.219077509069642e-07	3.0596426919414656e-07	1.022385896775405e-07	3.841557120262634e-07	1.207821033813621e-06	0.0002314933469043	0.000115938027573	3.6459665076958533e-07	2.971390471545217e-07	3.473098344032111e-07	1.1727611304291513e-07	8.219077509069642e-07	3.305350657754004e-07	1.3452018055010968e-06	1.5325777536896314e-06	2.878268004700428e-07	3.9050273730090346e-07	1.022385896775405e-07	1.694617542601603e-06	1.6080181705872729e-06	1.4751613638695882e-06	2.953272569448599e-07	9.170405172573942e-07	1.0279390909167137e-07	6.505844840073046e-07	1.3452018055010968e-06	8.256554675228504e-07	6.529353903851042e-07	2.983570173311456e-07	0.0021093058838046	1.3452018055010968e-06	3.905027373009028e-07	3.764094947294031e-07	1.022385896775405e-07	2.73805489465986e-07	3.3826214260074045e-08	1.7356713948397488e-06	3.905027373009028e-07	2.156219542767264e-05	8.852709140307231e-07	2.587542406129893e-06	4.998705685460414e-07	3.276112697900328e-07	2.1655395133280946e-07	9.950889803775792e-07
PCYT1A	1.5435150123209926e-06	2.459231249903033e-06	1.276963748945768e-06	3.70869188732311e-07	0.0001552997359712	6.520359535158083e-06	8.224846181884807e-07	6.488349707176188e-06	4.814717437202705e-07	2.260489920988473e-05	2.4818638164452606e-06	2.770972345317794e-06	2.419379512950449e-05	1.117796395289904e-06	1.7136324252758244e-06	4.422773491660389e-05	1.3124987134455374e-06	4.040313959426381e-07	8.958333019908372e-07	1.769100073948844e-06	4.514399004376985e-06	3.182874415613949e-07	8.461337104952025e-06	4.040313959426381e-07	4.814717437202705e-07	2.419379512950449e-05	5.0613865307876274e-05	1.607538441105222e-06	1.426920576904735e-06	4.738058970096526e-07	1.8553927179134973e-06	5.157882031633993e-06	3.182874415613949e-07	1.0573551733527254e-06	2.770972345317794e-06	2.048227112255153e-06	7.200657656615752e-07	4.846828911243539e-07	4.040313959426375e-07	1.88537494541098e-06	2.28520791951027e-06	1.132358206481507e-05	1.3281569500532485e-06	2.4818638164452606e-06	2.390328495162001e-06	2.075825398626156e-05	2.770972345317794e-06	4.543495044267244e-07	2.6940567872776034e-06	1.61793872156889e-06	0.000220939145415	2.770972345317794e-06	4.846828911243539e-07	9.393441876455208e-07	4.040313959426381e-07	6.913306988912824e-07	1.0305261737264192e-06	5.09085644693249e-06	4.846828911243539e-07	6.741796764059072e-05	5.417894738968182e-06	3.774560191258696e-06	8.958333019908372e-07	1.4384918681338638e-06	9.965998989918931e-07	1.9264826657596312e-05
SETD7	6.772372617117305e-06	2.1015490753169925e-05	1.5163674329709154e-05	2.232838210359377e-06	1.2413733833842552e-06	1.0463749800367102e-05	2.6489346831778764e-06	6.671329882094445e-07	5.6361667942261706e-05	4.661430360954388e-07	6.585723051691151e-06	4.478315655392748e-06	2.1246706953648182e-06	0.004222991048958	3.5435808412363443e-06	1.8379603721081056e-06	5.848429755626319e-05	1.781930216365777e-06	2.8874843592610937e-06	9.20753893558986e-05	2.1093946267464904e-06	1.782624467667833e-06	7.167113014786481e-05	1.781930216365777e-06	5.63616679422618e-05	2.1246706953648182e-06	1.1317102478794115e-06	4.417386427056297e-07	1.8620825917804764e-05	0.0021551035158057	2.552329183361844e-06	4.141299131353279e-06	1.782624467667833e-06	1.5058568192765193e-05	4.478315655392748e-06	2.980988140338177e-05	0.0018914474414891	3.942026850539069e-05	1.781930216365777e-06	1.7522331072757887e-06	2.4994731120417683e-06	1.4722172945348174e-06	8.507944302630865e-05	6.585723051691151e-06	8.818556081628147e-06	3.179168356424305e-07	4.478315655392748e-06	0.0049839093690817	2.236048895146617e-05	9.495460777812951e-05	3.0637168874063284e-07	4.478315655392748e-06	3.942026850539061e-05	6.556451534823434e-05	1.781930216365777e-06	0.0016853676587295	9.843537758582e-07	4.503464664616565e-06	3.942026850539061e-05	3.1518897512817395e-05	2.840849693947073e-06	6.343557173119257e-06	2.8874843592610937e-06	2.782418493170914e-06	0.0026021317167463	2.8198337462469723e-06
SMPD1	1.910982287097993e-06	1.0833818359514092e-06	3.082263389702372e-06	1.6450789670042697e-06	0.0035525723555594	9.387751482105984e-06	3.32288044518831e-06	5.593873635960612e-07	3.0489026793678446e-06	0.0004450799514679	5.377428877903622e-07	6.216429090180148e-07	8.051436850725904e-07	1.82601567027424e-06	1.6394832970600153e-06	2.451166545628994e-06	2.88595370344214e-05	1.7178931129172546e-06	3.7613722486043553e-06	4.666683378535594e-05	1.1662330230609193e-05	6.015051859493677e-07	8.88523468180705e-06	1.7178931129172546e-06	3.0489026793678446e-06	8.051436850725904e-07	0.0001019342634862	5.068088104815798e-06	1.7098828809006663e-06	2.708428119655906e-06	1.104362294062482e-06	0.0001442141832288	6.015051859493677e-07	1.4154878788539183e-05	6.216429090180148e-07	1.388134724717607e-06	1.0633198623681131e-05	3.117859581957104e-06	1.7178931129172546e-06	9.692010906670555e-07	9.222274521780716e-07	8.934307762963651e-07	3.2985662462745505e-05	5.377428877903622e-07	6.286037827272562e-05	7.49858507295844e-07	6.216429090180148e-07	1.2462182295823362e-06	1.2058778569925436e-06	4.227525457555313e-05	2.467893455320264e-05	6.216429090180148e-07	3.1178595819570986e-06	1.664846490463552e-05	1.7178931129172546e-06	9.913156327471848e-06	2.670546459508356e-05	3.4696325106941937e-06	3.117859581957104e-06	8.115227589169705e-05	4.4346577202207596e-07	7.099353675595261e-07	3.7613722486043553e-06	1.143937534235191e-06	2.1607716264915728e-05	7.167061417615109e-07
ND5	1.164871291250537e-06	1.5851221296306025e-06	8.84779722732385e-07	1.2765689094189965e-07	1.8133537181024816e-06	4.0546760730626747e-07	1.8747485222326298e-07	4.601256879541422e-08	2.597772671327285e-06	2.827357543821153e-07	8.724792669103224e-07	7.953499576483838e-07	6.835295002679685e-07	1.4649247587151805e-05	7.686645465270809e-06	2.3200412758754698e-05	8.287202236093616e-07	1.390233398788738e-07	1.6883780305457578e-07	2.0429107627353807e-06	4.288276523135919e-06	6.747618815244263e-07	2.3428370454878866e-06	1.390233398788738e-07	2.597772671327285e-06	6.835295002679685e-07	1.1443252288080095e-06	1.6325436706416332e-08	4.2831593762340135e-05	9.035882061064652e-06	2.604423345688358e-06	2.220582438293943e-07	6.747618815244263e-07	0.0017125674254601	7.953499576483838e-07	5.414891477654181e-07	1.130487053561608e-05	2.596039153514649e-06	1.390233398788738e-07	4.6932685446483014e-07	7.699654753343662e-07	6.383884750504804e-07	2.476004308697386e-06	8.724792669103224e-07	5.412368191084348e-07	1.7342077784537135e-06	7.953499576483838e-07	1.7231902696456414e-05	1.5635236783329215e-06	1.973222653878834e-06	3.241541735886485e-07	7.953499576483838e-07	2.596039153514649e-06	2.561191084918056e-06	1.390233398788738e-07	1.0392439109696292e-05	8.262083811901188e-08	3.3182204495283125e-06	2.596039153514649e-06	4.711095840739872e-07	1.604123023578124e-06	4.491703712836368e-07	1.6883780305457578e-07	3.7995444041525328e-06	1.004630783777689e-05	6.474444080339387e-07
FTL	5.653061158679388e-06	5.130588984578263e-07	1.469642611391682e-07	5.59476087813995e-08	2.7483257131129403e-08	5.423767858161877e-07	2.4439766336859197e-08	1.0443274249823507e-07	2.243199268428944e-07	6.674817638855424e-09	4.549094104706564e-07	6.1788843565844e-07	3.7373470459738885e-07	1.4557635815593344e-06	2.700104463705096e-07	5.1166955345505e-08	2.324685748532508e-07	5.081278102979065e-08	2.2882231018351952e-08	2.04673454059553e-05	4.276825098962235e-06	4.481000594648293e-07	1.628958310834607e-06	5.081278102979065e-08	2.243199268428944e-07	3.7373470459738885e-07	2.67374080046732e-08	2.804970159055382e-09	2.947121367642109e-07	9.880094156698371e-07	1.192601181789631e-07	1.1997598370246621e-07	4.481000594648293e-07	4.479988824269474e-07	6.1788843565844e-07	6.663305539874087e-06	9.43687623128839e-07	2.274189252634712e-07	5.081278102979065e-08	7.060915866171165e-06	4.9469315166421945e-06	4.589187700108045e-06	1.5342024654103466e-05	4.549094104706564e-07	2.819961154205318e-07	3.299755288088204e-07	6.1788843565844e-07	2.887489279728306e-07	4.68722758748347e-07	1.9803277356016948e-05	8.282248371256113e-07	6.1788843565844e-07	2.274189252634712e-07	3.3456437135348175e-07	5.081278102979065e-08	9.521802225137658e-07	2.706709035759377e-08	4.545631089082196e-07	2.274189252634712e-07	8.035143905092344e-08	6.566258282107214e-07	5.897602584237258e-07	2.2882231018351952e-08	1.355619242116522e-07	9.207287197852756e-06	3.487010770723882e-07
SGPP1	1.1769059453304402e-06	6.216654906381782e-07	1.862049197414164e-06	9.336291868370618e-07	0.0003604648538349	1.2303159910500842e-06	2.381221702021462e-06	1.7232182221991994e-06	8.283440069243665e-06	0.000232906263479	3.0414319057863214e-07	3.402351053086487e-07	3.005143314994524e-07	9.337466807042208e-07	4.477702888219316e-07	4.639658733348127e-07	2.2352450149303207e-06	7.144467351886216e-07	2.717404083322225e-06	2.1261870210913645e-05	5.557605777502842e-06	3.4848351135058385e-07	1.0636900773078478e-06	7.144467351886216e-07	8.283440069243665e-06	3.005143314994524e-07	9.068799539352076e-05	0.0050825517728067	1.1066491809292267e-06	5.8076594371312245e-06	3.223846467542526e-07	2.4018264824149154e-06	3.4848351135058385e-07	2.7191581519324178e-06	3.402351053086487e-07	9.68258336608874e-07	5.362385514018872e-06	8.483362313986657e-06	7.144467351886216e-07	7.616152218374095e-07	6.180948138449925e-07	5.796863866191544e-07	1.5225566323265744e-05	3.0414319057863214e-07	1.8819405949154205e-06	1.935950127089565e-07	3.402351053086487e-07	1.203096615719284e-06	7.623989129709468e-07	1.908613855494921e-05	1.0058230647964668e-05	3.402351053086487e-07	8.483362313986657e-06	8.34697080616623e-06	7.144467351886216e-07	5.147487057239823e-06	5.685999952629688e-07	3.036737453419656e-06	8.483362313986642e-06	6.180734717131595e-05	2.869252562421841e-07	3.772612511162096e-06	2.717404083322225e-06	2.966241729105379e-07	1.0079301863799303e-05	2.594140355211176e-07
MINPP1	4.90037709727413e-08	2.8036411492926293e-08	1.512405168546778e-07	1.714566415093901e-07	1.01773888656521e-05	9.783905508190265e-08	3.006596203592797e-07	1.9113239317969472e-08	3.666813197352287e-07	1.2231449877016269e-05	3.0393484846404755e-08	3.1614115918037186e-08	1.9387980102338258e-08	8.901240232975185e-08	1.4604394985667936e-07	3.6330654146264615e-08	8.865880856711408e-08	3.54811444470868e-08	3.441807984126565e-07	3.038547198538127e-07	2.1524187161565e-07	8.169621779628452e-09	1.3948268264491012e-07	3.54811444470868e-08	3.666813197352287e-07	1.9387980102338258e-08	0.000242617941522	6.149696161330489e-05	4.5641495226695114e-08	2.698333998422404e-07	1.1741312451231776e-08	7.00926466812935e-08	8.169621779628452e-09	8.012103485148435e-08	3.1614115918037186e-08	7.831235634409128e-08	2.4522239588390045e-07	3.753131472219992e-07	3.54811444470868e-08	4.42098981430915e-08	3.6998252734328714e-08	3.1020813055099474e-08	2.249141888079621e-07	3.0393484846404755e-08	5.2219350794429645e-08	5.536962892532047e-09	3.1614115918037186e-08	9.105954067281376e-08	2.9400052159410865e-08	2.747347596796516e-07	9.81521016045508e-07	3.1614115918037186e-08	3.7531314722199857e-07	3.606791251401544e-07	3.54811444470868e-08	2.2502089978867202e-07	2.3760452029987392e-08	7.157235009326208e-07	3.7531314722199857e-07	2.199639491286688e-05	2.8448689949091463e-08	5.1093964959503235e-08	3.441807984126565e-07	1.9251959222930425e-08	1.848746386836579e-07	1.6007193210503223e-08
GMPPA	5.873994712535924e-08	3.6790693441995e-08	3.015348143793625e-07	1.2358135092840872e-08	1.1837639966977879e-07	3.340936307273741e-09	3.7181182215903225e-08	2.9013219993340386e-08	4.83724429742347e-09	1.8368511901017603e-08	3.8423478228870254e-08	5.5781190914324496e-08	1.0476413347606017e-07	5.1611167892344196e-08	1.4379874798435744e-08	6.780732584045985e-06	6.745273280424618e-09	9.694732876010491e-09	3.3663046973517945e-08	1.3188065827378709e-08	1.4855536354006149e-06	1.3555120428132523e-08	1.3489823527539736e-08	9.694732876010491e-09	4.83724429742347e-09	1.0476413347606017e-07	8.222042828504405e-08	2.3733900883552227e-08	2.2950388803908463e-08	2.746183424367053e-08	6.891665804133604e-08	1.7219909649331783e-08	1.3555120428132523e-08	1.255233198621518e-07	5.5781190914324496e-08	6.42785621356381e-08	2.5899617739471377e-08	4.633230799836939e-09	9.694732876010491e-09	6.984519355962941e-08	5.922783404082398e-08	8.433536175291818e-08	1.2948129420841093e-08	3.8423478228870254e-08	1.0419437892163692e-08	2.5782916449618773e-07	5.5781190914324496e-08	7.049862696062488e-06	2.9823959793798336e-08	1.21806595430976e-08	0.0001289263463639	5.5781190914324496e-08	4.633230799836939e-09	4.892780599462635e-09	9.694732876010491e-09	2.412204773519939e-08	3.412037285872613e-09	3.8135164085767337e-08	4.633230799836939e-09	1.3850446676877913e-08	3.720247827353068e-08	1.4753442655576776e-06	3.3663046973517945e-08	6.453783926778268e-08	3.6161159392841516e-08	8.49148262720697e-08
AHCYL1	1.8613846680565068e-05	2.440037204087045e-05	1.686258413522849e-05	2.6401533369485336e-06	1.3685132393864742e-06	1.2852721257969595e-05	2.8256953242301243e-06	1.6873994272946103e-05	5.544297175644265e-05	5.0302898811692e-07	1.1481169515050674e-05	9.491835904222449e-06	5.508216765607549e-06	0.0041321713511227	5.634400392180107e-06	2.5730009962860824e-06	5.737200777983584e-05	2.2360258945304205e-06	3.059545571262352e-06	9.089733449429368e-05	1.819966810598435e-05	2.51915580745836e-06	9.533983201785422e-05	2.2360258945304205e-06	5.544297175644265e-05	5.50821676560754e-06	1.391175811884221e-06	3.26560291520438e-05	2.049574236142264e-05	0.0021080657468068	3.621925651263583e-06	4.151822816821358e-06	2.519155807458364e-06	1.5747632644498397e-05	9.491835904222449e-06	5.401673225413719e-05	0.0018502099540922	3.886307143088915e-05	2.2360258945304205e-06	1.8197541053104235e-05	1.4899284447555376e-05	1.3158947121521297e-05	8.402536829288463e-05	1.1481169515050674e-05	9.087829065541528e-06	3.956076932697302e-06	9.491835904222449e-06	0.0049044593266846	2.557644474891308e-05	9.365880324357532e-05	5.199108358584197e-06	9.491835904222449e-06	3.886307143088908e-05	6.44250923935049e-05	2.2360258945304205e-06	0.0016487385558298	1.0074250915814705e-06	3.515590889145975e-05	3.886307143088908e-05	3.1469837790304904e-05	9.08492368249546e-06	0.0003675455690342	3.059545571262352e-06	7.331573070292042e-06	0.0025455097475988	6.45476355481601e-06
GLRX2	9.808242413837672e-06	1.3126714184669335e-06	2.494714997355612e-06	1.154080038245154e-06	4.890289427938176e-07	6.573275380963048e-06	2.9140068528553684e-07	3.1568029229216725e-08	4.314098270321466e-07	7.16646423496175e-08	2.2961005935538154e-06	1.722323390191557e-06	8.573135891145266e-07	5.801055216640444e-05	2.5799534827399984e-06	1.0769892538207397e-06	3.087836270330662e-07	1.2516905709532944e-06	2.8452344189777805e-07	2.0922840846105288e-06	2.439744238597295e-05	7.456466968876372e-07	6.73444401636053e-05	1.2516905709532944e-06	4.314098270321466e-07	8.573135891145266e-07	7.531862313743518e-08	1.6176857350311172e-08	5.133750399906364e-07	7.781997357678275e-07	4.515801802239696e-07	1.122624465471469e-07	7.456466968876372e-07	7.383430737698019e-08	1.722323390191557e-06	3.9923156225593846e-05	7.668929633830107e-07	4.306157580177019e-07	1.2516905709532944e-06	1.3480779798629745e-05	9.682440250967516e-06	8.773978907158337e-06	1.5966732233554704e-06	2.2961005935538154e-06	2.8871173850333737e-07	6.219106654413041e-07	1.722323390191557e-06	1.2215587749180874e-06	9.440499624838102e-07	1.9002885326897296e-06	3.416412005794104e-05	1.7223233901915605e-06	4.306157580177019e-07	4.277291368801418e-07	1.2516905709532944e-06	7.522107312033319e-07	8.20787327729443e-08	1.5841233460942828e-06	4.306157580177019e-07	1.439366080922963e-07	1.4467685645745289e-06	3.1389171775483662e-06	2.8452344189777805e-07	1.2355076520670705e-06	1.6462460929369037e-06	1.490332558306131e-06
HAGHL	3.644350555323974e-05	9.00052337802743e-05	0.0001732454276554	1.4600897675117098e-06	3.415036940392367e-07	0.0001730580480883	0.000104876968271	3.364128282792458e-05	2.8133700419335517e-05	5.636362790527832e-07	8.490951041678127e-06	8.594472146081793e-06	9.312088292436172e-05	1.1707226920212752e-05	5.583644793569728e-05	0.0002303642855866	9.876459146444448e-06	1.5953315241103157e-06	5.776278281560874e-05	2.357567710900582e-05	1.2746375428865756e-05	3.827698248351299e-05	3.771801040784793e-05	1.5953315241103157e-06	2.8133700419335517e-05	9.312088292436172e-05	3.713731871084558e-07	2.4786926043862984e-08	1.856974132583264e-05	2.228154686773189e-05	0.000336569523464	9.447910249056344e-06	3.827698248351299e-05	2.2341361009750603e-06	8.594472146081793e-06	1.399042829146606e-05	2.4263255494288867e-05	2.879203676321565e-05	1.5953315241103157e-06	3.924941792498016e-06	1.943661393319665e-05	4.142246008628113e-05	2.778630826497313e-05	8.490951041678127e-06	1.2055473176113596e-05	4.901974989303327e-07	8.594472146081793e-06	2.5765745303912028e-06	0.0001186830096733	3.3506353754538684e-05	3.10228876097346e-06	8.594472146081793e-06	2.87920367632157e-05	2.7673756139292487e-05	1.5953315241103157e-06	2.3126631731335814e-05	1.900795006240554e-06	5.732523411049677e-05	2.87920367632157e-05	1.3456084038948115e-06	1.2309610832883456e-05	6.854309354933661e-05	5.776278281560874e-05	0.0005233493404627	1.837602217899125e-05	0.0001215568882968
ADSL	1.3648529691040938e-06	2.905290083349951e-06	4.558134966942597e-07	2.6895796830868224e-07	4.006817599109723e-07	7.224509183362256e-07	1.8334155861742647e-07	7.569421210344109e-07	2.974044839497632e-07	5.742247790098856e-08	1.5798613471441692e-06	1.8797021012079933e-06	5.241782119650226e-06	7.424564745361396e-07	7.439414162214823e-07	6.273125155893171e-07	1.8907874727078574e-07	3.005130958337404e-07	1.6659036329253646e-07	5.33767206381643e-07	1.7203099557376218e-06	1.3948746875054844e-06	4.74217290319798e-07	3.005130958337404e-07	2.974044839497632e-07	5.241782119650226e-06	5.6287889957316454e-08	5.009929226291807e-08	2.914119813744328e-06	5.270982924912109e-07	2.3186890200695e-05	1.1352209319943089e-07	1.3948746875054844e-06	2.2279506148388885e-05	1.8797021012079933e-06	1.4293153556946216e-06	6.668545447143742e-07	2.972731637287723e-07	3.005130958337404e-07	1.6171274363803345e-06	1.606141727958681e-05	4.5311580090528246e-05	6.505499018193109e-07	1.5798613471441665e-06	1.81321084878863e-07	4.826247943996576e-07	1.8797021012079933e-06	8.128134831310525e-07	2.438974423317661e-06	7.351360916546679e-07	1.3279526037489346e-06	1.8797021012079933e-06	2.972731637287723e-07	2.912436241442522e-07	3.005130958337404e-07	6.82551587195044e-07	5.4277285998468044e-08	2.9016937150638064e-06	2.972731637287723e-07	8.780400014985161e-08	0.0002297249782784	3.1580378704943856e-06	1.6659036329253617e-07	2.6718639956446384e-06	7.717715876121863e-07	4.973034609629643e-06
ACLY	1.9774308216493683e-05	5.8850383276822285e-06	2.822774431291657e-07	2.6828751043540953e-08	3.5101994569437947e-08	1.6575143210229267e-07	5.494542702324257e-08	2.0466302198543477e-08	3.379347953115912e-07	1.0378929930626396e-08	1.914968327431505e-05	1.25402204930189e-05	5.269349030879518e-06	4.216558024310696e-07	9.044010557733864e-07	1.560264930730653e-07	7.150059142469477e-08	2.9362390648702843e-08	4.277165717023631e-08	2.2686422121300985e-07	1.604508168635768e-05	1.237170342685449e-06	8.617917297565795e-07	2.9362390648702843e-08	3.379347953115912e-07	5.269349030879518e-06	9.540472703532597e-08	9.120755471429416e-09	4.016032575781711e-06	2.957394875625618e-07	1.6098018696159486e-05	2.9160066613181417e-08	1.237170342685449e-06	1.5635250837963258e-07	1.25402204930189e-05	2.401427680365416e-05	2.3813267367324485e-07	2.897926530019851e-07	2.9362390648702843e-08	2.7809816034456904e-05	2.027767362305573e-05	1.831423665018388e-05	4.002949839362172e-07	1.914968327431505e-05	3.527568410155875e-07	1.292166177157686e-06	1.25402204930189e-05	1.8321713157426506e-07	5.852679551835457e-06	2.163299872963965e-07	8.151980181693665e-07	1.25402204930189e-05	2.897926530019851e-07	2.768475467432564e-07	2.9362390648702843e-08	3.090964025451209e-07	8.173894353354674e-09	8.064058126740596e-06	2.897926530019851e-07	2.2225011616574946e-07	1.069539468968198e-05	1.9066517611269128e-06	4.277165717023631e-08	1.0669055218062594e-06	2.024399106832297e-07	4.639084472962786e-06
UGT2A3	0.0013714564813121	9.148869295020485e-06	5.529843924564756e-05	8.335496410180397e-05	5.864522724596664e-07	7.730772288460168e-05	6.9423525420313095e-06	2.8462317141700457e-05	8.84262465820332e-05	5.510453552458672e-07	3.156392902737183e-06	2.187300412512281e-06	2.302885912447706e-06	6.74416560120527e-05	5.696479037098671e-06	3.73486326915365e-06	0.0001099344493124	3.319280241285397e-05	7.174489586930848e-06	0.0055390728521592	1.0084708084131912e-05	0.0001053287244359	3.00978213756672e-05	3.319280241285397e-05	8.842624658203337e-05	2.302885912447706e-06	1.0268950658460875e-06	4.877653804641077e-07	1.9462875247452965e-05	0.0001113205991153	6.995517453193178e-06	4.380805770700776e-05	0.0001053287244359	1.3770522634635915e-05	2.187300412512281e-06	4.864152767562731e-05	0.0001180568769806	9.035068765052964e-05	3.319280241285397e-05	1.725633437098888e-05	1.2582207576311772e-05	1.1736835970146216e-05	0.0039176096150818	3.1563929027371777e-06	0.0003565842600313	8.342699433848534e-07	2.187300412512281e-06	6.662004920826296e-05	1.3658696645222864e-05	0.0049426832066732	6.610097320690635e-07	2.187300412512281e-06	9.035068765052964e-05	0.0001256511207634	3.319280241285397e-05	0.0014865824825412	1.3145150159671285e-05	4.589136498327809e-06	9.035068765052964e-05	2.02140955404244e-06	2.434283687586096e-06	8.981072735194066e-06	7.174489586930848e-06	7.867452677480562e-06	0.0024787569093807	3.2286730995041096e-06
SLC25A18	3.6534994974463584e-05	8.9380165026299e-05	5.413975646694557e-06	6.844711592276461e-07	2.411625785786467e-07	6.166466412310168e-06	2.403291820690562e-06	2.7965944728611618e-06	1.8218243280716323e-06	7.634241605221947e-08	5.8100107964988406e-05	0.0001069837952611	0.003292030938096	2.2698249106990684e-06	5.497325789290951e-06	5.05112645960972e-05	7.779537526800922e-07	7.622793264649449e-07	1.6101719643532083e-06	2.1328907219291545e-06	6.294484672156141e-05	2.0473538442079465e-05	5.173900462858284e-06	7.622793264649449e-07	1.8218243280716323e-06	0.003292030938096	2.5002265721953857e-07	9.118588018107e-08	2.0523386892505788e-05	1.9251928798683137e-06	6.08600975281553e-05	4.399650209663122e-07	2.0473538442079465e-05	8.783054232455193e-07	0.0001069837952611	3.851355694369697e-05	1.8122950387945588e-06	1.6920236142238405e-06	7.622793264649449e-07	4.505425265542099e-05	8.441508590315358e-05	0.0014152036271741	2.471940152133924e-06	5.8100107964988406e-05	1.3195635661005009e-06	2.733999599121768e-06	0.0001069837952611	1.8451585647237532e-06	0.0001275576638555	2.3946256085980536e-06	2.379174245194909e-05	0.0001069837952611	1.6920236142238405e-06	1.638767386126866e-06	7.622793264649449e-07	2.0828681709771312e-06	1.742164588356596e-07	4.667930939909733e-05	1.6920236142238405e-06	8.59693307448152e-07	0.0002850762013828	5.692890486298506e-05	1.6101719643532083e-06	6.054646594506482e-05	1.9230060838448707e-06	0.0026168258573982
