T,NT,Study
11.667957155668898,9.235100688013123,Study A
427.1653333302276,404.79673848536413,Study A
20.357734682816922,15.680491338469096,Study A
4.493619507242839,8.416637615365032,Study A
2272.545382291254,2182.6449416222395,Study A
54.742573366806226,55.110435571899295,Study A
427.3240798900821,397.6576850389869,Study A
9.008516344350545,10.562103082925528,Study A
6.4788214817162455,5.170855746477809,Study A
556.1270159622876,508.8785812102949,Study A
691.9789480153842,769.2795841564044,Study A
12.600976126152487,12.90750733597442,Study A
36.17234497342165,31.432762423709505,Study A
18.159341723178002,14.313500170165526,Study A
256.54101038737275,231.7278676323433,Study A
20.80941110393804,20.305768683578158,Study A
24.918181370559083,30.31151835584098,Study A
115.52634547794904,130.5915381900422,Study A
2.7592955255161025,2.639784342093353,Study A
20.814137080604898,19.637900557842393,Study A
786.8946467777139,813.3612350623234,Study A
33.35352044852853,29.63985078126012,Study A
1.2718708357459774,1.6454628323415397,Study A
19.426405714970304,17.252886605893636,Study A
2.077303835274808,1.4930621316037682,Study A
265.2773396493348,279.92520983859464,Study A
353.8960721177342,305.6590941416536,Study A
39.28866068136917,36.049451834537074,Study A
107.41015553085772,143.75226842550694,Study A
2.306127915497111,1.6575294392635487,Study A
96.53317925559179,105.48540977047112,Study A
756.8529911967795,834.9163997211631,Study A
79.06126427576585,88.26444096369964,Study A
208.44667232733454,177.57281505255304,Study A
452.3987444354107,502.73988250452504,Study A
39.29525794521551,36.1276927423061,Study A
147.98241899794508,153.9698921677075,Study A
93.2469335004781,103.84066184954386,Study A
7266.825206892782,10348.317396787315,Study A
10064.713277974291,17355.89858948565,Study A
1721.2447058542361,3437.585497491529,Study A
7622.889446144348,11379.168288043336,Study A
3259.763472835854,3117.8107388930266,Study A
4952.517419012934,5647.174317760415,Study A
1.2617879992430354,1.023252656715318,Study A
860.2274532535524,1009.1313764899628,Study A
2507.931031842141,3282.279640323407,Study A
0.3921242090590448,0.29562895540172685,Study A
9.20588034398467,9.872227341284752,Study A
7.112460811135463,8.448465021098047,Study A
2032.7694470132449,1935.1328532490875,Study A
1523.915816648433,1788.012100433951,Study A
3291.888439683224,3558.7852931156026,Study A
548.5307135430846,673.1154700657911,Study A
1454.1675697329606,2006.2903548838963,Study A
104.96611756617003,96.90099338180256,Study A
57.443916352353064,50.94994031247944,Study A
967.9695421281879,863.0852709161334,Study A
7.853721579628382,7.873870867356688,Study A
200.5269035707982,212.36598394211538,Study A
146.5452283672471,137.17341845506496,Study A
35.55464975762547,28.75893646670786,Study A
183.7835854562993,181.55289945910928,Study A
384.86989010512224,406.94268986350346,Study A
20.40924411969889,19.893502763541072,Study A
38.294616169401586,33.82329125850389,Study A
844.9377748847361,822.5981273538744,Study A
4.1579381234752955,5.4085127444247805,Study A
82.86205738782476,78.93335975051107,Study A
53.18459863744824,53.17827229559115,Study A
150.58343960816927,140.6661469812427,Study A
100.24270005165741,161.13003441621962,Study A
30.25674972353633,38.810251296765024,Study A
12.712430873430645,13.040696962190298,Study A
88.79539352218728,73.21565621960221,Study A
63.171561453533535,73.79542740866064,Study A
423.48048592947254,379.15659699971087,Study A
13.3602984597845,23.338048084290836,Study A
198.49785818720434,284.4072806600258,Study A
3.1448350919313315,3.31034092891242,Study A
1918.2537309691456,2027.8799912322677,Study A
1044.6794931931083,978.3194248820688,Study A
15.094984308112828,18.415092575881683,Study A
5136.687704149806,4607.331608320232,Study A
133.85614884997008,133.80432204572034,Study A
771.1669842514822,766.6979017290691,Study A
229.89520348628008,205.35036932449566,Study A
8.115218781680424,8.03843459717296,Study A
229.9338920342984,215.0907884388123,Study A
86.88558222432395,81.75955345337735,Study A
1717.8852977042689,1715.3407119789351,Study A
597.4900458453488,625.822493507912,Study A
2.0487149400409246,2.8792371398064613,Study A
88.40661694784346,100.47090267423133,Study A
764.0058571962346,781.4394817988874,Study A
399.75658027927466,405.14189053637193,Study A
1004.420855909431,1095.871462330061,Study A
5168.247419740225,6317.533025977366,Study A
1521.394191998337,1560.2712632190894,Study A
27564.358313079858,20775.205981171188,Study A
270.8964911927588,313.5378421324477,Study A
192.5946253633542,190.4771790260392,Study A
293.00799864850035,269.55282372491,Study A
41.91379945745337,53.30687600065527,Study A
95.7741895219334,95.37868941747678,Study A
43.91610349833074,47.093816724990695,Study A
61.657413665475694,53.6897006457902,Study A
1118.6893066689322,1086.020446331979,Study A
580.4349959953164,579.5917151678897,Study A
185.68498816026,195.8744977771727,Study A
472.4083405668251,474.9696168699993,Study A
2.992222861674226,2.5541583180626493,Study A
0.8323740089849361,0.7774029903603082,Study A
60.65972022247558,70.33486881140317,Study A
27.00699127222079,28.628687081407467,Study A
4.685782039381275,7.550719523990805,Study A
413.6028102611861,353.7173366340783,Study A
2.677260762221248,1.924281172846522,Study A
44.83567187888656,43.817211490191696,Study A
416.24569146613936,422.95829044911704,Study A
1730.887500851314,1693.335366393693,Study A
220.62877896976977,223.19203157883368,Study A
159.27454184915086,147.720813774039,Study A
81.31228923862878,102.44188865466367,Study A
595.8915722834873,705.651233678656,Study A
502.88137939802397,566.416247756239,Study A
632.3229483170502,559.2489632574467,Study A
615.4946013841871,576.7983784652382,Study A
289.278355853003,284.8515648079553,Study A
256.28599562533014,233.22511675834073,Study A
190.6437404250857,174.69673192718042,Study A
2031.84025769723,2513.565831757206,Study A
1538.7019136738518,1485.0929396914048,Study A
195.5498391685833,171.34229156737612,Study A
217.7576013874055,193.4695214805837,Study A
491.1434641008798,450.21293158167896,Study A
174.809328553108,126.83880233412587,Study A
13.595305558746537,10.00467128988997,Study A
1379.0088375785976,1333.542953063757,Study A
13.188060428023979,9.573272878597225,Study A
37066.01241613785,36844.35653768657,Study A
131.37189724865183,120.77030252038932,Study A
681.0818210017281,727.7048336201585,Study A
1.023278081521676,0.7354811210937047,Study A
392.63919736792724,388.89479421267146,Study A
28799.801074861796,35838.155618958706,Study A
464.3674206057425,625.7838381836204,Study A
710.2510153195566,659.7124947216254,Study A
5615.624337558808,5087.617137701391,Study A
1435.827820506789,1524.195790682776,Study A
142.20552124055305,142.14883935155095,Study A
464.96553833868546,449.9850407070221,Study A
222.51419976251844,235.9374275377805,Study A
5200.871136837194,5160.089033309133,Study A
70.96295365249243,70.16104563362444,Study A
188.8331151792348,201.63035724086006,Study A
1507.8272570435624,1537.0482314209835,Study A
97247.85553728692,95745.06009843537,Study A
196.10024196538197,230.25091189383204,Study A
8.142458461594678,8.19889591591277,Study A
792.5721148311264,783.2158988551412,Study A
112.96917959484345,120.8855414716196,Study A
166.10227142194725,134.82116484841944,Study A
1129.7030199929782,1294.0682125114392,Study A
469.90047427464293,516.6131778484705,Study A
62.36212175996113,55.881627069254144,Study A
2023.8817464626302,2284.1800644737873,Study A
7.351702359257739,9.362947634804305,Study A
907.0902044347931,856.1871210186991,Study A
405.92533914590547,430.71417513406385,Study A
925.9597771156579,897.3114866053526,Study A
2.975242750563234,2.324361924384702,Study A
20.534743833929575,15.164292576958188,Study A
0.3598787811277426,0.258662873935565,Study A
100.37731471879164,78.78475358114324,Study A
404.5894081717516,388.292874108157,Study A
759.7588622116043,837.3309253395769,Study A
2263.660337950151,2408.1007395530137,Study A
1206.9188015069633,1246.3114255716894,Study A
1644.9775765489603,1630.4678014233186,Study A
14.623674869227177,12.480895625078357,Study A
82.31939820562657,85.00732108041615,Study A
14.880421835110022,15.440385739598712,Study A
17.7105784671029,14.06900925630253,Study A
58.129636644209434,56.80651861009709,Study A
3.162264111098587,2.396984451116955,Study A
963.6057167889868,1015.4107051913527,Study A
245.74457930012935,238.83282675405852,Study A
153.23974511756367,165.21771063259388,Study A
1241.760809453663,1534.1324180231704,Study A
1641.1584154460209,1672.543043409925,Study A
0.3599706748362558,0.28630828281963566,Study A
1291.605234473823,1250.4973426163897,Study A
14.220947633760966,11.610838726696338,Study A
25.55715276508338,26.547563626424786,Study A
43.47058790505961,42.268351812796965,Study A
129.04261650846277,132.48205182324244,Study A
586.2914968821393,581.5848146544278,Study A
2024.3313752548509,1942.22325358444,Study A
517.6827316029455,514.4457923196433,Study A
183.08335588622728,177.16904935836303,Study A
548.4300939530301,566.3914171118593,Study A
842.816919765516,840.2187524001565,Study A
614.920620080795,612.4154389215972,Study A
1.603657869627637,1.3452384802948922,Study A
2710.8511475413766,3175.6256022993193,Study A
1027.6653218156068,872.1296228665688,Study A
252.35094226489107,235.854797465722,Study A
131.2925423910397,147.7931072056653,Study A
9481.944937884758,12264.779321700584,Study A
5794.862447355328,6919.014944546918,Study A
3287.476990812579,3106.6770655000714,Study A
1534.3090584147617,1871.880274797123,Study A
23.887435200854753,45.55222196349558,Study A
264.09299717811615,436.5192875675819,Study A
18.580746892593112,18.60934220781954,Study A
846.846248396663,896.7496811717232,Study A
587.6308082132412,1030.5028871261254,Study A
375.9085743292207,584.0403038000289,Study A
2196.436103726326,2314.02947151524,Study A
1049.891995449285,1027.8285854395428,Study A
2054.0338819167087,2057.7702104647406,Study A
73.89235429730344,66.63072118247004,Study A
162.37870898906095,153.72873514454938,Study A
1514.024704797046,1632.5191782551483,Study A
4709.106106579558,5711.046270565037,Study A
150.3570170107768,200.49316659813704,Study A
687399.0491491724,806332.734356946,Study A
1482.1769376264115,1410.7597738593395,Study A
533.5373486122102,521.3115470437924,Study A
940.7822799399764,854.7362949163869,Study A
4070.5288791267567,5269.138974427831,Study A
477.51174578843245,406.5612677775808,Study A
155.07467817828604,157.5667590851665,Study A
1413.7766589409273,1881.78269019166,Study A
5011.863272741954,6410.911991541687,Study A
2.519636845382404,3.0765474596730638,Study A
41.32656976133916,35.03316021141148,Study A
49.6183368744959,38.98225664782025,Study A
10327.231921190134,13293.23680673213,Study A
47.52539481024773,99.7381519505934,Study A
2360.719087257698,2816.198940900872,Study A
172.77251832057252,170.95119263815135,Study A
0.18763970797262144,0.13486604010532166,Study A
5236.369971952279,5933.064727630761,Study A
616.2899855631481,780.2280437168137,Study A
1842.4184574366511,2376.872653199679,Study A
1995.1718959880566,2233.9346007645318,Study A
710.35742875652,1053.8650829531723,Study A
1146.5797419467929,1324.52614294295,Study A
6321.740103926765,6206.2782486394535,Study A
42230.531487324915,63733.16900887646,Study A
619.2195735615846,814.602220850914,Study A
524.3395556099786,490.59505129169384,Study A
10.923258846743021,8.812980340121943,Study A
70.3441384656446,65.44511117374284,Study A
78.33712531002327,75.7023256224195,Study A
534.0907171116589,503.3075331224889,Study A
304.056310174169,291.39758453765825,Study A
199.8795837557007,201.45378134855537,Study A
20.252947603247502,18.821259563324848,Study A
3.764669226092031,2.928421338821416,Study A
9.531074011680873,11.903352442428325,Study A
473.76438045818617,496.64077725894794,Study A
1123.2802284511076,1105.7229486852361,Study A
377.8158188686856,372.92976624883624,Study A
77.36276346052273,70.98794861503069,Study A
697.6928737035046,655.459554870017,Study A
518.7151495221448,481.66614131380635,Study A
4.20710390843901,4.713367405141945,Study A
113.1083148311524,117.44408281014111,Study A
478.243954390731,474.617607073947,Study A
200.80051134937287,206.991931154928,Study A
2.2791502840182183,2.2697062674063493,Study A
196.7693492977232,179.4557324646186,Study A
1231.6531393958676,1263.8325167967114,Study A
305.49952387096596,301.8278461435792,Study A
1192.4007049236154,1319.3405381366376,Study A
47.73905344015334,48.83235600282249,Study A
351.0566187835056,302.82899417866093,Study A
199.10056459651486,177.41388046827143,Study A
14.495232392593906,12.416151684945218,Study A
3.750100441325957,4.034359738517042,Study A
14.803375141992479,15.314141453454914,Study A
51.55738738731964,48.61213853540085,Study A
6.18652703762513,5.111711303737471,Study A
160.5522684887748,180.121395394296,Study A
1.8982394020778477,1.4608873312272215,Study A
83.43204616371855,63.015801410999586,Study A
69.51516759402406,69.61780353552871,Study A
112.30526418078524,133.06680531430823,Study A
5.405506700405361,5.262674051748214,Study A
0.9351269141577758,0.6721224695509014,Study A
236.32937303518884,238.4107509030905,Study A
220.24103868641268,201.02673020224756,Study A
611.3876203318656,575.594511384077,Study A
810.1127568252567,911.0502390137618,Study A
4.0872814284881285,3.14240541380514,Study A
426.72895295385956,423.6490674702535,Study A
509.43942943746714,529.1216033804136,Study A
9.327171465409815,6.837454662111131,Study A
2.4295564248399915,1.746243680353744,Study A
698.5878744052003,680.4932950778118,Study A
3113.7372815388985,2802.931977287524,Study A
171.11761370949068,123.39068557777203,Study A
84526.42120581186,111999.10226466652,Study A
435.04130540586283,413.22875962541593,Study A
573.2530621314069,557.2806902604101,Study A
790.7278358447053,916.8444241215541,Study A
657.3331373931605,610.1516610120718,Study A
1.0944455162076117,0.8280017551958362,Study A
0.478581267663587,0.34398028613320314,Study A
224.75908583119153,184.30336465544147,Study A
2.238089804422915,2.6884906858372464,Study A
3.2938729199125385,3.950313142592307,Study A
1260.55174672843,1354.9889215564513,Study A
34.24159239343395,30.884072515159808,Study A
38.89326748076671,31.301506865506948,Study A
101.07003461429466,93.60210308150234,Study A
58.66445556303956,59.52315744423701,Study A
20.21748248067762,22.56560505112784,Study A
98.5604458532968,101.70084751256995,Study A
394.1249765484617,391.2035631132474,Study A
3121.5814995237965,2758.002992303064,Study A
57.743534291899785,65.0066818353114,Study A
133.6547217131094,117.4767360478853,Study A
462.04525220383255,457.2271392571909,Study A
410.3300341456347,402.7402691752455,Study A
0.12335671538759349,0.22655944059021688,Study A
1405.32577486959,1340.0184368248727,Study A
70.67745283694966,66.03757741225634,Study A
11.7617047366063,12.389633906591916,Study A
1057.6733096853497,1139.7937680879666,Study A
1.9608533186916006,2.2099990265655025,Study A
1.856749648830106,1.8603841679483362,Study A
1.4213326387251888,1.0883579197576427,Study A
0.527198530159982,1.4006633794753849,Study A
384.8305292478241,413.2807691777841,Study A
16.491399328750305,16.01197212805322,Study A
452.89123677653663,431.29811453715797,Study A
117.01695710607677,107.5013520642291,Study A
684.3197097690771,625.6037235782917,Study A
101.72695556152541,104.22956050063247,Study A
1236.774732630808,1283.3146168031276,Study A
394.36805079054614,375.8385129545702,Study A
395.9168905617328,416.86667737301235,Study A
1031.3538375994221,1079.1763849741185,Study A
6.899090038962116,5.896168400833995,Study A
727.3566967151011,719.7360506574367,Study A
344.55544726256386,356.479894311914,Study A
2011.8807453202023,1872.7926485264709,Study A
866.1325963527627,810.4517404629945,Study A
7921.528073655208,9960.96728517389,Study A
517.2348511601026,456.99925942993264,Study A
279.0946457549119,252.47216687962995,Study A
23.989144087055923,23.26432913851509,Study A
151.9056030282767,140.17306519598833,Study A
7.275830543647797,5.701592676723725,Study A
109.71590447635319,95.90215616789243,Study A
753.8492277095211,660.4649640533589,Study A
2110.9482553531693,2723.968950099024,Study A
2121.936544255198,2555.4684783797043,Study A
0.31150679946839416,0.2238955121179083,Study A
111.81318935919273,203.07651989846948,Study A
9.724067461124577,7.221858552202062,Study A
1044.5374833487542,1619.1166240421999,Study A
