gene,t-statistic,adj_p-value,effect size
C3P1,-9.598989765406209,5.480103244533448e-13,-1.4626598526591106
APOF,-9.372005352478283,1.1558752924763945e-12,-1.4458091229693428
SPTBN2,-9.267076343418813,1.1262251115703497e-12,-1.4347671014030146
OGDHL,-8.978212876929005,2.1132314262487777e-12,-1.4087138358869478
XDH,-8.715235120887606,8.490423689414111e-12,-1.391267853190653
PXMP2,-8.62836492919058,1.3790068962205017e-11,-1.385677711473208
GLT1D1,-8.722967152946998,4.009151309645899e-12,-1.3849488450822969
MFSD2A,-8.254992655163724,1.6689039542777535e-10,-1.3659631326667712
PPP1R1A,-8.369332564111438,1.4115414171650045e-11,-1.3536264158270288
ASPG,-8.105641373735246,1.6842474157948238e-10,-1.3469079063231175
UROC1,-8.168340990874867,7.130853052439027e-11,-1.345308514797875
C9,-8.077445762365668,1.903423018773765e-10,-1.3446176913210812
SLC1A1,-7.957419054426374,2.4534546786646315e-10,-1.3315458238297855
CYP11A1,-7.934234065083635,2.746571145800198e-10,-1.3297563644692412
LDHD,-8.001290874533773,6.83784296632129e-11,-1.3220643032075168
TFR2,-7.924263756465593,1.0834625884231367e-10,-1.3168878485967193
LRG1,-7.87199297429544,1.2538484735181441e-10,-1.3112577065019233
ADRA1A,-7.6795756525691035,3.767003438012528e-10,-1.2975863496775935
ACADL,-7.650421515128982,4.528329539260479e-10,-1.2957520242566951
GUCA2B,-7.531065213433455,1.5343393282072806e-09,-1.294846939041692
RDH16,-7.615167139263549,5.95934578041122e-10,-1.2942535242228563
SLC10A1,-7.614963679989113,5.456617766232711e-10,-1.2930146631884167
C1R,-7.752870747364491,1.1316322412177767e-10,-1.2922393053009336
VNN1,-7.6733028141945745,2.182175591963614e-10,-1.2891930160116643
F9,-7.489389925896665,1.273562721181137e-09,-1.2859701512211326
TRIM55,-7.606194689639838,3.408472324395802e-10,-1.2851606607089001
SLC22A1,-7.392244569047172,2.8969055952622436e-09,-1.2831063038484578
TTC36,-7.487271503118701,8.273263740089582e-10,-1.279476710002952
HAAO,-7.552096845276461,3.772609410932782e-10,-1.278238225724168
CYP1A2,-7.3954263671887706,1.9831701769734697e-09,-1.2780210625474921
HAO2,-7.388707629859873,1.7788402864157622e-09,-1.2753799399823518
LINC00605,-7.314375597372329,1.6899143062911639e-09,-1.2628998899900508
MAT1A,-7.343626058395951,1.1659643779287495e-09,-1.2619285261965794
HSD3B2,-7.247058554989651,3.1041758095355923e-09,-1.2614867408932091
HSD11B1,-7.247266552890176,3.0462360504758274e-09,-1.2612275591762394
SLC27A5,-7.369093253241926,7.698264925747367e-10,-1.2596883425582712
AKR7A3,-7.181283987144581,5.301462659061606e-09,-1.259336511391435
GHR,-7.208309082306356,3.6118052192188677e-09,-1.2576263657526885
FAM99A,-7.250749123951225,2.182942670804418e-09,-1.2566018766820044
FBP1,-7.313348241637824,1.031401800051946e-09,-1.2551116725547913
ENTPD8,-7.241433346454142,2.1308449648317293e-09,-1.2547083222981148
GNAO1,-7.138041920673535,5.816435145162644e-09,-1.2538291882905757
CLEC4G,-7.450994557417611,2.0344222410150945e-10,-1.2521528205088044
FETUB,-7.127278096066609,5.63856568323217e-09,-1.251572735576357
CYP4V2,-7.276344707577445,1.0277273664869577e-09,-1.2489231682849444
KMO,-7.120263330811915,5.116863959685604e-09,-1.2488482654928665
CLEC1B,-7.131618389745342,4.268380745463014e-09,-1.2477769153833405
HSD17B6,-7.139518109588377,3.451010920183424e-09,-1.2456350342176388
ALDH8A1,-7.218135644573931,1.3207289726050025e-09,-1.2431908121739303
GLYATL1,-7.072672448362162,5.797696492494263e-09,-1.2430145569817521
SPATA6L,-7.1088144051855675,3.4711175734085396e-09,-1.2405964775072182
GOT1,-7.110078687089517,2.152999054981432e-09,-1.2328382158635176
C6,-7.056863873301249,3.6490404066928132e-09,-1.2326033327302979
SARDH,-7.113313386492963,1.7283265701004815e-09,-1.2296488066575628
TENM1,-7.013434809388938,4.4568274954277445e-09,-1.2285283425772706
AKR1D1,-6.92957509104319,9.15670654689374e-09,-1.2264922105504472
ALDOB,-6.902004544775832,1.043409696896308e-08,-1.224006487410247
DMRTA1,-6.999505398515664,3.861009254766267e-09,-1.2236133938017428
TMEM82,-6.985880585548192,3.7781869000087565e-09,-1.2208287994029592
APBA1,-6.9892945875444115,3.048806367538198e-09,-1.2176220731467653
C8G,-6.9494532065731365,3.7243742503729635e-09,-1.2140558445665417
ABCB11,-6.889504579385092,6.626624267826901e-09,-1.2137045536220652
CYP2C8,-6.79804911682171,1.5356310202342114e-08,-1.2126751323692242
SLC25A47,-7.0747922145934625,9.895853260697932e-10,-1.2124869406675725
HSD17B13,-6.720791581950324,2.6069597562225406e-08,-1.2087095677617847
SLC46A3,-6.839791241704912,7.0732448857163455e-09,-1.2059103839891245
ACMSD,-6.761537820595643,1.509518933613628e-08,-1.205803238348236
OIT3,-6.950024570726085,2.2822781597684115e-09,-1.2050307887540923
GYS2,-6.8214824914570915,7.898749863463588e-09,-1.2046198186535269
CXCL2,-7.081061956757861,6.032890705445273e-10,-1.2034456832414062
NAT2,-6.697497769932731,2.065283576136951e-08,-1.2000737745336463
ASPDH,-6.776769531190284,8.825155339565277e-09,-1.1984702278911874
GCGR,-6.882973187082056,3.068407863362632e-09,-1.1980535413082198
FAM149A,-6.754948462603805,1.0474679906028195e-08,-1.1976927821064647
FCN3,-6.7287985864070645,1.254473087716546e-08,-1.1962951027337316
MASP2,-6.95517998576506,1.3591904818320365e-09,-1.1955453790447068
CRHBP,-6.759908693952126,8.213088743117358e-09,-1.1939314160216765
SDSL,-6.7260973290114645,1.1362355449525616e-08,-1.1938803564293217
GSTZ1,-6.7187406437494115,1.1418809408908959e-08,-1.1925965584535028
CFHR5,-6.7344369839270675,9.67696115003585e-09,-1.1923244595441613
TDO2,-6.638217657560682,2.322601958500996e-08,-1.1913904724360116
CFHR4,-6.663424135156056,1.746280756440855e-08,-1.1905111813168572
ZG16,-6.61018797945471,2.6395816573955134e-08,-1.1886682469646246
HPX,-6.567360168143296,3.586755310869282e-08,-1.1867391322787144
AGXT,-6.7300769841063826,7.296208895637377e-09,-1.1858883438425032
SOCS2,-6.718140293757746,8.138126027553267e-09,-1.1857816032254018
FAM110C,-6.741776785280873,5.96309409787189e-09,-1.1840592884236676
DPYS,-6.62568400722312,1.7836874356295534e-08,-1.183786043300877
GDA,-6.582584867334783,2.3816383493370787e-08,-1.1813764190841425
PLGLB2,-6.512714130022258,4.0104824824339615e-08,-1.1786354768017144
DGCR5,-6.6600909271781585,9.978720648974757e-09,-1.1786335687765388
CTH,-6.479259701292461,4.2649871416594464e-08,-1.1734653527283534
IL13RA2,-6.427739063999002,6.740532299353778e-08,-1.173115218223447
HP,-6.434100787995707,4.9404144602548696e-08,-1.1677611864574884
CYP2A6,-6.440452581286603,4.446879010654834e-08,-1.1667657134160487
PRKAG2,-6.72193177693587,3.2685404696275096e-09,-1.1666003007782575
GBA3,-6.356378707746171,9.045059170933748e-08,-1.1655227317839445
CYP4F2,-6.422782668879004,4.8705714862222056e-08,-1.1652288672198305
SERPING1,-6.549506569727337,1.414275703539508e-08,-1.1639293125695704
GLS2,-6.451472403712493,3.334704787804141e-08,-1.1627757002224985
SYT7,-6.664391699424045,4.513673098137217e-09,-1.161895407539591
AMDHD1,-6.476054474363824,2.3154723880314707e-08,-1.1597898756318423
GPT,-6.411790350018577,4.052022910029118e-08,-1.159053116903052
GLYAT,-6.400209835546902,4.3467990064237595e-08,-1.1582606685542418
FCN2,-6.563310373443358,9.2988923083999e-09,-1.1573346496349033
SLC25A15,-6.3473617199401975,6.643742048420101e-08,-1.156973450410247
CA2,-6.329708636403233,6.848471106825827e-08,-1.15409121124868
PGLYRP2,-6.35557431076065,5.304612239966315e-08,-1.1536371841532356
SHD,-6.341269182279163,5.7710240147427516e-08,-1.1526117027507425
CYP2C18,-6.418997673343282,2.77213483956855e-08,-1.152091788797896
CYP4F11,-6.4269715731662185,2.38745238117311e-08,-1.1503510858277453
AZGP1,-6.429659433593387,2.1556860983966352e-08,-1.1485596044014064
CFHR3,-6.295169679082505,7.253559252108944e-08,-1.1483563815856808
NNMT,-6.257388181372019,1.0092998549812744e-07,-1.1481534409612133
SHMT1,-6.381976751342744,3.199684314439841e-08,-1.1476557779837622
CD14,-6.545111112545099,7.24466948457993e-09,-1.1471929381031705
ACADS,-6.322864797245296,5.275085969563075e-08,-1.1468058010823405
BCO2,-6.3158712426035875,5.599171509116027e-08,-1.1467211497063827
GPLD1,-6.256027698046575,7.723524183845542e-08,-1.141714377730317
PRG4,-6.218484860570659,1.0697500126404706e-07,-1.1414932763760504
PIK3C2G,-6.3486130336373074,3.1181290429897874e-08,-1.1399839457342744
SDS,-6.136526579505102,1.8261388547285432e-07,-1.1370738576506565
GCH1,-6.480234036260412,8.704849194552145e-09,-1.1370529670265739
DMGDH,-6.217252661917219,8.008555763216719e-08,-1.1344172343558563
SEC14L3,-6.083531696757317,2.5846850456873083e-07,-1.1343806113511024
CFP,-6.408183119555847,1.4201441600659049e-08,-1.1335135126365337
ADH1C,-6.0613933681363745,2.4902633930516856e-07,-1.1288116195629319
AR,-6.181982767084458,8.550375975633205e-08,-1.1284537667451873
MYO16,-6.2373826268510495,4.785508498246023e-08,-1.1262214214399402
KIF19,-6.2889779144964075,3.0004539694947856e-08,-1.1258819766257229
SEC14L2,-6.116308456538347,1.3414647969448137e-07,-1.1253344236223604
ARG1,-6.1778921397685265,7.69508358485988e-08,-1.1249780581396174
CYP39A1,-6.1453142778647285,9.91349923696143e-08,-1.1241507666619401
ANXA10,-6.121170189679,1.1430212163311854e-07,-1.1224299632502996
NR1I3,-6.236666327290916,4.14542719686259e-08,-1.1224086409797391
FAM99B,-6.061923814462818,1.8686302054487543e-07,-1.1218173208473357
C8A,-6.269105790431856,2.8419169265296197e-08,-1.119864238571786
HRG,-6.114994686281204,1.0796430392512866e-07,-1.1196541826762394
PIPOX,-6.122730224740373,8.175428340329367e-08,-1.11427860522215
HOGA1,-6.1055312766860625,9.300170826576352e-08,-1.113748889609278
HABP2,-6.16867973223809,5.347455478586975e-08,-1.113582282375513
LPIN2,-6.166884528735177,5.006022620567308e-08,-1.1113856478806503
HM13-AS1,-6.161932237385338,4.893002171593306e-08,-1.1095971205518302
ACSL1,-6.177671964096742,4.277294467929562e-08,-1.1095831713525792
KATNAL2,-6.111586035656251,7.32121106916911e-08,-1.1088239325327924
MGC27382,-6.084821831403302,8.925480745671446e-08,-1.1079665054265924
MBL2,-5.991837303302834,1.941330457376131e-07,-1.107382341938914
LGSN,-5.99943238626448,1.672387172302501e-07,-1.1051708231129211
NRG1,-5.92319505230511,3.1771820299434305e-07,-1.1049801080963972
ACAA2,-6.077950713299237,8.332551502647883e-08,-1.1045229025802945
AKR7L,-5.9972777482692905,1.6507636121927714e-07,-1.104337768561144
SLC7A2,-6.019012486385937,1.3106437150747275e-07,-1.1031421641562968
MOGAT2,-5.9093230737886415,3.32721713286517e-07,-1.1030997628213264
PAPSS2,-6.046390038803181,9.988044897619465e-08,-1.1021157368341852
DCXR,-5.91749930322634,2.986516663877257e-07,-1.1020603900158465
PVALB,-6.070600491228127,8.04414743260868e-08,-1.1018287806362892
TTC39C,-6.011340787067311,1.3168264740774056e-07,-1.1015030777962544
OAF,-6.033426685168312,1.0657359497300197e-07,-1.1008679828238312
RAB26,-6.003572724324216,1.3548972002535476e-07,-1.100480809884172
TRPC5,-5.9603183632189785,1.9304772880044679e-07,-1.1000992198921267
GBP7,-5.907818126479213,2.952948772941152e-07,-1.0995705909764124
PIGR,-5.823743451621123,5.892519892361041e-07,-1.0992719109999556
ASL,-6.029772924274754,1.0349300819923193e-07,-1.099203318445376
UBXN10,-5.940340445166803,2.1793689184917346e-07,-1.0987973387980037
ACACB,-5.91752565505915,2.5194715771517304e-07,-1.09749865754603
AGXT2,-6.009365466625851,1.141471820467768e-07,-1.097120724030387
FUOM,-5.948830392863579,1.7837687635040536e-07,-1.095297939530661
PEX11G,-5.978252401596062,1.351017246302265e-07,-1.094485345222339
LINC00885,-5.9349618805696185,1.710289916887402e-07,-1.0908731351942718
IL27,-5.825515588004697,4.2695158077322097e-07,-1.0908316131077804
CP,-5.881917408137959,2.561250769101481e-07,-1.0897153147953
PPARGC1A,-5.926552728639926,1.7169136587757055e-07,-1.0889870061202078
ARHGEF26,-5.86286438775918,2.916981457955279e-07,-1.0888952962474687
AVPR1A,-5.800952570810185,4.880570001804178e-07,-1.0888910193935804
CDA,-5.9960339717436595,9.45295531297569e-08,-1.088477185665446
AKR7A2P1,-5.837856175256457,3.536109471303003e-07,-1.0884441698758118
DHTKD1,-6.027190105086949,7.042759968969437e-08,-1.0873032575790929
SLC38A4,-5.8060545710369595,4.350731815846175e-07,-1.0868550714614074
PCK1,-5.873818250417841,2.3570093947078755e-07,-1.085462169507036
IAPP,-5.881893367616682,2.1805906548418397e-07,-1.0851624551799
ECHS1,-5.897522567864263,1.9043176477153225e-07,-1.085011202868292
NRBP2,-6.076566300838451,4.4047563466606616e-08,-1.0848218230174378
SRD5A1,-5.7774258452338305,4.845553393482754e-07,-1.0832189005715225
KYNU,-5.923825683869118,1.4227116295449157e-07,-1.0828648096431768
IYD,-5.785463275531231,4.333144170880173e-07,-1.0819212485006375
PLIN4,-5.95711860686184,1.0365943702194395e-07,-1.0815511409687755
C4BPB,-5.844786643054802,2.590896759797925e-07,-1.0812468005773082
PCK2,-5.888243813021147,1.7479740816762612e-07,-1.080249166555292
USP2,-5.8261379472568,2.898904238659699e-07,-1.080027679468326
SLC22A10,-5.8008900376541765,3.518142660350336e-07,-1.0795927249801907
SPRYD4,-5.948223276453726,1.0361111861372027e-07,-1.0792706710772704
C8B,-5.898189195103105,1.5273228926781706e-07,-1.0786514039198623
DHODH,-5.734039910181782,5.865048791969573e-07,-1.0784914139410098
PEMT,-5.873457851212113,1.7765133354333751e-07,-1.077084038818128
SLC25A18,-5.960570053550797,8.411050673285531e-08,-1.0756968674717282
ENO3,-5.807592661937831,2.909412701385833e-07,-1.0756531588302973
HAL,-6.039526711888227,4.5332549746151805e-08,-1.075341121227206
SLC28A1,-5.677847846624008,8.149826685694087e-07,-1.0747844536373203
IL1RAPL2,-5.736023545214326,5.053359871945476e-07,-1.0746279330072428
MT1X,-5.836759167695507,2.1893741658192225e-07,-1.0743062753573411
HGFAC,-5.8296918708636385,2.2804704878409704e-07,-1.0737891762040266
CYP2C19,-5.639828309813489,1.0548727650109253e-06,-1.073389542848861
NNT,-5.738908131378664,4.534520470454484e-07,-1.072129336936483
EYS,-5.653560928670968,8.85468416043063e-07,-1.0714596656548996
GNE,-5.7687257525291695,3.472085828397948e-07,-1.0714318409766386
SLC4A4,-5.802695231451966,2.573904424739485e-07,-1.0707646394408512
TRPM8,-5.6998317489963854,5.925595026299115e-07,-1.0706309919328878
TTR,-5.678810458796753,6.790297851694605e-07,-1.0696178172493072
CDC37L1,-5.730184218536479,4.3646195797240895e-07,-1.0688665338452683
FAHD2A,-5.842667406495797,1.7344251408638917e-07,-1.0685446368378302
PON1,-5.776147684030985,2.95561843609871e-07,-1.0683834603461406
LURAP1L,-5.7097033947129745,5.052258495445775e-07,-1.068261740073017
DBH,-5.735470182777279,3.859265447865608e-07,-1.06643830394569
AZGP1P1,-5.846779633728538,1.5481335874337411e-07,-1.0659057079355256
SERPINC1,-5.7319810890526,3.816510148857632e-07,-1.0652300618551231
PON3,-5.669631764025675,6.221548202936738e-07,-1.064758506637077
UGT1A9,-5.540206126586179,1.6295938505125858e-06,-1.0627209429982611
AASS,-5.7786819829268365,2.4010879113976584e-07,-1.062491531663188
DHRS1,-5.762369679297604,2.6836122970200403e-07,-1.0618672302889993
REEP6,-5.832736816205566,1.5140773479026762e-07,-1.0613916874647462
MGLL,-5.764823494228361,2.440310549940317e-07,-1.0594138024768054
RNF165,-5.537430648583181,1.467772810239149e-06,-1.0588030235009194
CMBL,-5.629761153594051,6.864008872751107e-07,-1.0579384275258947
GPD1,-5.670501773769187,4.928716575420268e-07,-1.0577793574471783
SOCS2-AS1,-5.6603113891836445,5.164671948166934e-07,-1.0566813498759653
DNAJC25,-5.647993556291203,5.614951674174143e-07,-1.0562114971921885
DEPDC7,-5.641359637238145,5.735027004616792e-07,-1.0552055095300106
SULT1A2,-5.546346510759315,1.167150305901861e-06,-1.0538252306192635
CXorf66,-5.532420006785152,1.2985231411271508e-06,-1.0537343350308719
HPD,-5.637295603652961,5.38345282743606e-07,-1.0521492562990702
CREB3L3,-5.830578282780279,1.1725427461038322e-07,-1.0511668266013834
ID2,-5.756989079226594,2.0273595292708262e-07,-1.05091161294746
TIGD2,-5.657071869021773,4.383341126027462e-07,-1.0505597719744657
KCND3,-5.505388262934613,1.3590908606209278e-06,-1.0484494242138065
TAT,-5.478727851376825,1.6462714230663013e-06,-1.0479346548249284
THRSP,-5.561071877880988,7.929694374640145e-07,-1.045157085306654
SLC35C1,-5.5714688196560385,7.270005913442649e-07,-1.0449888932068632
QDPR,-5.65235260479229,3.8531318152646973e-07,-1.0449585998612307
HORMAD2,-5.408704548919167,2.558425877474655e-06,-1.0447501332675413
GFRA1,-5.889927306989307,6.761684396501519e-08,-1.0441204630357956
ECHDC3,-5.685551864805146,2.8467195330747657e-07,-1.0433167724378838
RBP4,-5.564690323668818,7.154513721329205e-07,-1.0426970105567535
BBOX1,-5.426412097257856,2.078092096882718e-06,-1.0423686061615496
HMGCS2,-5.60868451520797,4.922214710889036e-07,-1.0416741255068849
C5,-5.5342853239666265,8.419918227475582e-07,-1.0401957770065173
VIPR1,-5.714923890681958,2.0960014427306422e-07,-1.0400699349954585
C1S,-5.647547612620372,3.42136270253492e-07,-1.0394098008119168
ATP2B2,-5.683140772509602,2.5945817764207413e-07,-1.0391434843320402
CECR2,-5.538995909831166,7.683015219474127e-07,-1.0383473719326035
HAO1,-5.598349129406789,4.5053750028353575e-07,-1.035729027559467
SUCLG2,-5.493445737315407,1.0128801808123073e-06,-1.0357192079207111
PLIN5,-5.733450811244256,1.634346978087144e-07,-1.0350956170210683
CYP2B6,-5.457494420159683,1.3071346638326783e-06,-1.0349316087213187
TPPP2,-5.539234844358536,6.832396223130296e-07,-1.03436999641472
FNDC5,-5.552741527561026,5.962151707262943e-07,-1.033229672959164
SLC51A,-5.518047433410754,7.773446183961583e-07,-1.033166563723704
FAH,-5.5351915681245965,6.754831082344797e-07,-1.03287275903489
GNMT,-5.374372960727293,2.165667204292394e-06,-1.030422331200376
SLITRK3,-5.3063587288156775,3.5466678723939125e-06,-1.0297360927745123
CPT2,-5.6487117847215735,2.5746701697640375e-07,-1.0284313191231294
TSKU,-5.448816387794299,1.1489133292337477e-06,-1.028213854253462
KHK,-5.541901045403926,5.578399356384617e-07,-1.027781651951988
PRKAG2-AS1,-5.577332811461898,4.1348390547581033e-07,-1.026465701403535
N4BP2L1,-5.531843985644015,5.686498865278902e-07,-1.0256472085741701
UGT2B7,-5.430024559135689,1.219887310426595e-06,-1.0252675268081157
PTS,-5.416732883545233,1.2992463461999379e-06,-1.023909586690002
C4BPA,-5.450077527444821,9.615147718273286e-07,-1.022202545813646
CLYBL,-5.428813978145466,1.1239971117620437e-06,-1.02201395451283
ABHD2,-5.553534876544384,4.339076984394339e-07,-1.021308657741031
ACSM5,-5.47133323222207,7.887809217667533e-07,-1.0208126040987813
TBX15,-5.403308692779346,1.2892298851701054e-06,-1.0199793305078655
SHBG,-5.401488523581767,1.3050512267687687e-06,-1.0199218432024064
LPA,-5.308904051658803,2.5537206849517447e-06,-1.0189178173469975
UGT1A4,-5.2947060577303695,2.759192835141047e-06,-1.0178815203935447
RUNDC3B,-5.405528138212138,1.1922967813625336e-06,-1.0177380137814964
MRO,-5.375442871438081,1.4745258731638905e-06,-1.0172073039970966
FAM50B,-5.641922214251883,2.1244064356876856e-07,-1.016407527132036
SLC6A16,-5.588482270297351,3.029282929616187e-07,-1.016290588891136
LRAT,-5.422696758834967,9.700764183913102e-07,-1.0148324567607077
BCHE,-5.292464938966948,2.510699795417686e-06,-1.013886651175617
ANG,-5.578960805185316,3.0824752893660727e-07,-1.0138842319365995
BMP10,-5.276718904635925,2.790355346987189e-06,-1.01345162208533
CETP,-5.375654056130014,1.2842137668262632e-06,-1.012140114943691
PROZ,-5.426594122867197,8.7675165950941e-07,-1.0120207029715962
FAM151A,-5.299428949486787,2.251355189287492e-06,-1.0118112482640067
DCPS,-5.532330624572386,4.0635475567743146e-07,-1.011694919646245
ADCY10,-5.350597320461206,1.5210859707975657e-06,-1.0114638143784678
ORM2,-5.327252860178241,1.7785794849846867e-06,-1.0107879231518364
MARCO,-5.301909830726749,2.147132602736864e-06,-1.0107499367791712
SEC14L4,-5.265706223103848,2.7607320719206546e-06,-1.0100697089521518
KDM8,-5.43638983416481,7.683189617913748e-07,-1.0095874235849165
SULT1A1,-5.303040327860848,2.053181151087968e-06,-1.0094051598624914
HMGCL,-5.457448715946112,6.514293432849846e-07,-1.0090577088945207
MTCP1,-5.25811227049285,2.803813075212841e-06,-1.0085617908950488
CYP8B1,-5.469982358693267,5.858110756788158e-07,-1.0083355429394787
GOT2,-5.368825461413712,1.1901304467209703e-06,-1.0072479363527675
ADH4,-5.286362338132989,2.188464372230787e-06,-1.0071524041368127
CYP4A11,-5.480713165057718,5.173125758512693e-07,-1.0060936599417099
RFPL1,-5.320732963561293,1.643100955640592e-06,-1.0059587006865798
ITLN1,-5.223891284119027,3.3517838817067564e-06,-1.0057905760755783
ABAT,-5.36255324386558,1.1989160135417028e-06,-1.0057104520633833
SLC41A2,-5.333797232999605,1.4708665765234635e-06,-1.0054140837436454
SAA4,-5.390563410981524,9.354629655926375e-07,-1.0039285195379426
SDHD,-5.373693558984779,1.055305009186486e-06,-1.0038485356614724
IVD,-5.387704277565972,9.334004309454814e-07,-1.0029652296123845
ADI1,-5.355503241361363,1.1780060130070383e-06,-1.0029244399647543
GRAMD1C,-5.231661382454614,2.9144081742105794e-06,-1.002694954158447
RAB27A,-5.356909262212328,1.1436006519901939e-06,-1.0021304429800724
STAB2,-5.4518692362634145,5.813352165679736e-07,-1.0021012796227888
CHCHD10,-5.434010214565923,6.459974079866503e-07,-1.001218407140528
MAP7,-5.442570177438268,6.066666559884077e-07,-1.0010565137250016
BCKDHB,-5.364543676318929,1.048260666627941e-06,-1.0008076503871624
CPEB3,-5.167565154003901,4.37567998226011e-06,-1.0002833309445676
LPAL2,-5.213777763513333,3.1148827580219936e-06,-1.0002242821196246
ALPL,-5.652535549480875,1.6719964496548063e-07,-0.9999098904608892
NAMPT,-5.185479252473701,3.763262794607003e-06,-0.9995261224109909
ASS1,-5.289683122375725,1.73787358637122e-06,-0.9992087801882967
MIR4686,-5.1396509810467075,5.024839807352154e-06,-0.9978219896308127
MT1G,-5.2422000897781915,2.355042317570387e-06,-0.9974778254114737
UGP2,-5.131407604092502,5.156848257926394e-06,-0.9965272755203958
HAGH,-5.381343840742647,8.358316533651259e-07,-0.9960736699222167
ANKRD24,-5.3188598548372665,1.2911737267119714e-06,-0.9957038708895356
SERPINA11,-5.3332736455638585,1.1288556469925133e-06,-0.9943451074708144
MCC,-5.315547757340405,1.2555176267974282e-06,-0.9934790017280813
ETFDH,-5.307636320722155,1.3017201879334138e-06,-0.9925976103744776
HPGD,-5.131403879320087,4.6471545090891115e-06,-0.9924980032293121
TSPYL5,-5.223125920258888,2.373770807172737e-06,-0.9922627118817213
GSTA7P,-5.079556788025522,6.663221781875126e-06,-0.9920036409292432
NAV2-AS5,-5.147191156987749,3.942981440079073e-06,-0.9905329737325498
KCNH7,-5.251405454988846,1.8398793489954452e-06,-0.9901856148279925
ALDH5A1,-5.278059954477929,1.5192689484813034e-06,-0.9901558137843176
ST3GAL6,-5.229713191131651,2.0699161894504725e-06,-0.9885893835533743
SPATA41,-5.197125682097265,2.5760130398746563e-06,-0.9879347182339122
NAV2,-5.270662695994806,1.5131515877386053e-06,-0.9876784801975499
MLPH,-5.458736555486404,4.330813114680124e-07,-0.9874090702164895
ATG2A,-5.190621090714187,2.6441842979415543e-06,-0.9870815267536561
WDR72,-5.216441318213474,2.154416869387045e-06,-0.9862665025931155
GLYCTK,-5.218699328536973,2.08079373545975e-06,-0.9854724291720527
ESR1,-5.229105181715879,1.868258265313674e-06,-0.984004794737873
DECR1,-5.145157003601145,3.3359224590322956e-06,-0.9831959606099678
SERPINB8,-5.199234772846018,2.2475401157415e-06,-0.9828289232327352
ATF5,-5.45014407461463,4.298126158068402e-07,-0.9824777614996156
GCDH,-5.188060194731738,2.393901799926549e-06,-0.9821251562828397
APOC3,-5.133709351967966,3.5128878650774275e-06,-0.9819430140211248
DPF3,-5.1304829847882205,3.593312848447629e-06,-0.9819246638746851
APOA5,-5.1741242252601936,2.613989487665092e-06,-0.9816463145349549
CAPZA3,-5.089790446563636,4.62887299815547e-06,-0.9803777504750615
CYP2A13,-4.9811018810583905,9.911580213421898e-06,-0.9800550427882909
FTCD,-5.20802386788474,1.964202618492317e-06,-0.9796155971280546
SLC25A20,-5.217810314997839,1.8027539188614798e-06,-0.9788154666846115
SLC27A2,-5.2446665126761705,1.4742118304441148e-06,-0.978054768562856
CHP1,-5.309001535256808,9.517139803184405e-07,-0.977626435691562
HHIP,-5.104596144272983,3.875386295580552e-06,-0.9773710212154684
ALDH6A1,-5.103825985376609,3.844788527562497e-06,-0.9768046653901635
GREM2,-5.316791109561955,8.694339319713014e-07,-0.9751714126042459
UGT2B15,-5.068767455667015,4.6518966238768e-06,-0.974356412742374
ACOT4,-5.221690929123006,1.5966058387096e-06,-0.9742542606648444
CYP2D6,-5.061404863742429,4.85845409021526e-06,-0.9739919012855625
DAO,-5.061387282677003,4.790313485219026e-06,-0.9733879622344132
PXDC1,-5.253596484241955,1.258865116269306e-06,-0.9729728042266833
MASP1,-5.219144042015668,1.5739869235890375e-06,-0.9726588377705936
LRCOL1,-4.93146173611919,1.1668740272840288e-05,-0.9725270836695729
HGD,-5.109375944895926,3.3304075762140116e-06,-0.9722883744395349
SCP2,-5.133551918562939,2.78713167321651e-06,-0.9718850671094705
BACH2,-5.168655840625996,2.1482286815682005e-06,-0.9710650966163009
IL15RA,-5.089720498174993,3.7141414352864193e-06,-0.971016003042845
GSTA1,-5.025253136944541,5.810957070262351e-06,-0.9707740983363802
KLKB1,-5.121281611196974,2.941014980197397e-06,-0.9704420960136572
CLEC4M,-5.376607147109719,5.738583219093672e-07,-0.9700809247143225
F11,-5.194877986265198,1.7328197979937544e-06,-0.9692139130776946
COLEC10,-5.113978907433297,2.980563504017435e-06,-0.9687295494401372
GPR182,-5.086440931081891,3.582825155794085e-06,-0.9683934580661492
CES3,-5.29850885862338,8.710931416433499e-07,-0.9675080082674719
CYP3A5,-5.055517678197552,4.305641248639757e-06,-0.9669674909050819
NR1I2,-5.119670252876735,2.7361802058568537e-06,-0.9665594100211277
TMEM220,-5.128784916811276,2.567384608589065e-06,-0.9664987618968653
TPMT,-5.067031994130996,3.905759914238938e-06,-0.9661930205144333
ARID3C,-5.109642670860874,2.8536906447421273e-06,-0.9652846443206503
TRPV4,-5.175482057656809,1.8105914460308688e-06,-0.9647020576025759
LCAT,-5.200572009049398,1.5299935305797127e-06,-0.9644452521685675
ANKRD18DP,-4.93017057092003,9.317820027697856e-06,-0.9625695147758032
SOD1,-5.037208613292273,4.409021565363586e-06,-0.9623041256896304
SERPINA3,-4.989394807238697,6.11046158987535e-06,-0.9620767781525885
NAV2-AS4,-5.0695312742863035,3.4690615510389486e-06,-0.9614953978789668
PHYH,-5.103325559751554,2.6690433876247517e-06,-0.9598625251767396
MPC1,-5.142001419672223,1.9613000940649614e-06,-0.9569125703516753
