gene,t-statistic,adj_p-value,effect size
CYTIP,1.4216322881387624,0.16055787104066918,0.26638172407083044
LAPTM5,1.4178259060434422,0.16148643515263902,0.2663842492385256
CD180,1.4216621302125931,0.160514567913198,0.26652383743682545
EDNRA,1.4263771508193521,0.15937331372878744,0.26655273393070444
TIMMDC1,1.3593419631485926,0.1774767943184202,0.2665846173590357
ZNF17,1.3448991565962647,0.18192244435415356,0.2665918821980853
IGIP,1.332027784571292,0.18604125478838499,0.26659219024090897
CBFB,1.3465447704060647,0.1814038646297379,0.2666525905437954
SYT6,1.4336692518478387,0.15761997385270032,0.2666982323849438
SNORD116-15,1.3727179834493102,0.1735082295284608,0.26676572300766005
OR5K2,1.4002108698917435,0.16589245667898547,0.2667910731872216
DNAH10,1.4322386430301073,0.15791734293924237,0.2668219885944656
THG1L,1.3598691994780603,0.17730030806205768,0.2668251969049309
DDX11L2,1.3423545224439655,0.18271649054871808,0.2668720132206663
CLDN11,1.4340220159543553,0.15746192808529816,0.26696457945375535
IGHD,1.434419648021298,0.15736361197219265,0.2669859257305053
CAPN2,1.3504935125844277,0.18015839641392137,0.2669888824440246
INSIG2,1.3610575669966651,0.17692734643886582,0.26703337744914657
DOK3,1.3807805718298671,0.17116338441057438,0.2670835719147879
PSMC5,1.3709385811729637,0.17398356770126452,0.26718619159645
GALNT8,1.4353258057696618,0.15709188739463026,0.267202773028409
FPR3,1.405305994793304,0.1644792356620255,0.26720424161801787
DNM3OS,1.4109818064041544,0.1630095850258605,0.2672368607723187
SP9,1.437044685697164,0.15668337522617706,0.267243536202138
UBTF,1.364739473352689,0.1758076062166086,0.26725724894371117
MS4A10,1.437373868755119,0.15658707211141093,0.2673147310823961
DNAJB14,1.3389560739601498,0.1837913749540471,0.26731570485882084
CALM2,1.3539441716986171,0.17907445751075948,0.26733879694550616
TMEM54,1.4267252952129263,0.15907919051966998,0.2673622909090729
HLF,1.3856973128927579,0.1697411025473818,0.26739561012218244
LRRC8C,1.3477410668507024,0.18099862609247092,0.26744541945663775
ALDH16A1,1.3890957597623026,0.16878862666685834,0.2674562653934632
CNTN5,1.429883491589088,0.1582907521533156,0.26749107361526686
DNAJB6,1.351107241370985,0.1799445760708036,0.26750996523899934
TFE3,1.3584143940419005,0.177694774591824,0.2675298791940793
ST3GAL3,1.3607715422332065,0.17697658860921126,0.26757433498971384
SLC45A2,1.4098144720311232,0.16323916767582025,0.2675798568922755
ATP1A1,1.3516725281361934,0.1797629975118535,0.2676495195793823
PRSS36,1.3872087972503782,0.16928518580090232,0.2676546031244346
TOMM40,1.3894983404676022,0.16864831278322612,0.2676643022646243
TMEM97,1.4066438998937965,0.164030724370715,0.2677340946464275
NUP210L,1.3336496647290799,0.18550757161089804,0.2678175084909768
HOXD13,1.4404942314653546,0.1557218959445338,0.2678319412299551
IKZF3,1.4008127566026047,0.1655489987529163,0.26784117522186385
IMPA2,1.408810619084561,0.16344235255414416,0.26786812593961234
SPRR2B,1.4407114597334016,0.1556607486061176,0.2678716123633823
TMEM138,1.3586991674665214,0.17758758477726233,0.2678845046838066
APTX,1.3682699556843607,0.17470733912982897,0.2678964095259675
WIPI1,1.4190403710732549,0.16083097546866656,0.2679159349041847
MYCBP2,1.371624255490323,0.17371570972494035,0.2679183614952552
MIEN1,1.3609114021432265,0.17690538133160605,0.26804079379556167
LINC00271,1.3553290181130802,0.17860998732086417,0.2681234055356972
GLYR1,1.3729761226473731,0.17329577975645397,0.26818629268410116
COMMD3,1.359520902878949,0.17731846384535122,0.2682215696768269
NSMCE1,1.367299459505835,0.17497089003784805,0.2682278151163717
PLXNA2,1.3317426149891542,0.18613598890514793,0.2682378672954808
FAM98C,1.362145319304827,0.17651564509800968,0.2683040399159139
TGIF1,1.3624658305050208,0.1764165846401939,0.2683372568338831
POU6F2,1.4287178235682498,0.15833724968752413,0.2684185334678159
PSG8,1.4095843385980635,0.16313812435413513,0.26842098908705203
S1PR4,1.38475585358833,0.1698757996767061,0.2684520894285606
RPL10,1.3939291921295898,0.16731743471045799,0.26845568190732644
TLE3,1.380948118158652,0.17094985288654047,0.2685516899755736
ZNF324,1.3389318070398806,0.18378808423424503,0.2685725953590129
SPDEF,1.443119313532267,0.1549060267093036,0.26858418907066606
KLRF2,1.3775284433851571,0.17193182736123103,0.26859446235852164
TSPO,1.4213257728725883,0.16011232001980544,0.26859722379349976
OR2A14,1.4040507632476442,0.1645518575438122,0.2686568093201668
UBE2J2,1.4002274415606262,0.16557413983165772,0.2686619930655441
NRG2,1.4404407763187896,0.155489518631865,0.2687016986710405
NHLH1,1.3563382596394984,0.1782724292219839,0.26873718298783644
CHMP4A,1.364620633503337,0.1757406476278871,0.26874895733264376
SLC13A4,1.3904481243787583,0.16823537779983797,0.26879940328150925
KATNA1,1.3855095277497878,0.16961852710029998,0.26884169200716584
KATNBL1,1.3677610668248614,0.17478121338367744,0.26898762990397973
JUP,1.3962888637309632,0.16659307761204317,0.2690139734497006
ZNF480,1.3588476546648525,0.17748686362218857,0.26901934515860637
STX8,1.360811840246722,0.17688386191060873,0.2690257121870049
NPAS3,1.3862070002412634,0.16939022663918768,0.2691207820411279
SYT4,1.4469051978265166,0.15386376869645935,0.2692167944321441
KLRB1,1.4133119640595198,0.16202428040577635,0.26922486556673153
KCND1,1.418964122350405,0.16055140660499423,0.2693513555972059
RFC2,1.4232485638862293,0.1594651895473503,0.26938494485777614
HSPA5,1.3766689511065673,0.17211311446345534,0.269390321851226
TOP2B,1.3730930219406332,0.1731626743377205,0.26943423732060146
SLC12A7,1.3798596387275925,0.17117536277777312,0.2694828992497305
PTPN22,1.4124709493503236,0.16218352686458337,0.26955724060918285
VRTN,1.4413086790417273,0.15504750776832063,0.2696027924187218
ZNF649,1.3840789482501554,0.16994697035996958,0.26960789613614716
TRAF3IP3,1.3965450232219827,0.1664435347688718,0.2696085548538611
SUPT6H,1.3722608190888916,0.17339476791426825,0.2696506419287839
ALOX5AP,1.4263128757672197,0.15864237718658666,0.2696694722334678
TSC22D3,1.4263075211744978,0.15864368234470624,0.26966957809922865
SLC52A1,1.4340289832356088,0.15674974387515994,0.2697010577918616
PIP4K2A,1.39188192241923,0.1677256484248902,0.2697106784201905
TNFSF8,1.3827847947612188,0.1703044960356871,0.2697625170268601
SLC2A6,1.4045980375803375,0.1642304235735235,0.26977739931738337
ZMYM2,1.3697194691740278,0.17414557935006977,0.2697818047714329
ZRANB2-AS2,1.3223345317762984,0.18933462642592633,0.26984050533605286
GNG2,1.4296389130627223,0.15777418931330564,0.26988992357498076
CAP1,1.39072047595372,0.1680282376481484,0.26991913252033345
PRKACB,1.402198367951756,0.1648536611429942,0.26994484092200866
RANBP2,1.3754241464247579,0.17243426719169527,0.26998919110631
RPL19,1.377830603305397,0.17172318840582448,0.2700268118351249
CLIC3,1.4497054790527344,0.15299542441115738,0.2700433311190395
ATP6V1G1,1.400362139300936,0.16533587304774755,0.2700730555566924
COL1A1,1.4517274944519205,0.15252693431613562,0.2700837674185099
EPHA7,1.452225225349437,0.15240251815019307,0.2701274207315534
MIR874,1.4034615356905509,0.16448494868374874,0.27013542112799976
SSH1,1.3635730445778709,0.17599059169055536,0.27014859249786827
FAM199X,1.3679426894558144,0.17465786956387044,0.2702104831014724
DDX59,1.3816070294715812,0.1706047057604122,0.27023251278723576
NEIL1,1.3730536834299543,0.17311662562275695,0.2703186938669182
NIPBL,1.371566563337626,0.1735586352517523,0.2703644666876991
RGS17,1.3565983112703073,0.17814122383306227,0.27044458846507197
ANKUB1,1.378681385724127,0.1714419913110853,0.27045662984351554
LATS2,1.3880398114804797,0.16872949694383513,0.27049373387372844
KRTAP2-2,1.4534131861879485,0.15199119372213973,0.27063725738410455
NAP1L3,1.4455973538392395,0.15378075537641026,0.2706394043276401
ZDHHC9,1.3832729578939302,0.17007367895726602,0.2708219244369816
BOC,1.4511105109689098,0.15245125875123947,0.27086415430919875
SNORD116-16,1.4072214292092686,0.16336804777682631,0.27086906954486345
ITIH6,1.3291313717590798,0.18707872863453823,0.2709208169208294
DNAJA4,1.3491132003329382,0.18050766025847592,0.2709462067197795
OR52D1,1.4142784306847795,0.16147799904699248,0.2709590286576028
KLRC3,1.408961149655315,0.162882217951048,0.27100275828619363
ANKRD30B,1.4559354023916966,0.1513070963579122,0.27105578325106083
TTC4,1.3861038282176414,0.16922819014349114,0.2711443734860806
SPEG,1.4576240510326834,0.15089547920866037,0.2711762765291929
MIR16-1,1.420331248620485,0.15986471107196198,0.27118606296054704
CCDC167,1.4038041896477569,0.16424651619496894,0.27123021117865254
FGF19,1.4354322403259854,0.15606402247071052,0.2712388434811973
SLC10A4,1.4570922580661827,0.15098190136250764,0.2712915480018625
SCARNA21,1.3551576558298335,0.17858262839576453,0.27135605632759263
ATP6V0E2,1.4202591084700382,0.15985394744942819,0.27135922729789985
DPY30,1.4102745596739452,0.16247109482412075,0.27142377329633965
ITGA5,1.3840790336105373,0.1697899900830021,0.2714787414893312
PRPS2,1.3919825386245979,0.16751423867716844,0.27148538937991123
UPF2,1.376323670228224,0.17207494138236823,0.2715010485801364
MRPL49,1.3895294384258474,0.16820099206260677,0.27164636873058484
PKP3,1.4605402227537587,0.15009312808207695,0.2717184828702908
FBN2,1.461743347211579,0.1498179779137577,0.27174894798985616
LYST,1.3930643438031627,0.16717844805242035,0.2717976984543247
ZNF548,1.4101595775937892,0.1624500011821733,0.2718031896787593
RPS29,1.402461433609735,0.16454494633697458,0.2718177173304396
TRIL,1.4585773246128364,0.15048820354351192,0.2718731492626556
DAZL,1.4607417563636105,0.14997558920109613,0.2719776674445436
CANX,1.400203560325371,0.16515256964034067,0.2719820414303913
PTGDS,1.4497852301766536,0.15245475103351092,0.2720458851723552
GVINP1,1.3896263605953012,0.16813992394812646,0.27205983445681886
XXYLT1-AS2,1.4465662230533372,0.15320131308986001,0.2720832522677535
CSMD3,1.4588100913165571,0.15037569916476076,0.27209452639855175
ELMOD3,1.395626092455865,0.1664229067382187,0.2721212496315105
REG1A,1.4641242918249286,0.149170907676758,0.2721757776555945
ABHD17A,1.3728717038190947,0.17308145669758848,0.27219985351193204
CKMT2,1.4604739887617963,0.1499591774932213,0.2722539771607762
ZW10,1.3998039449094195,0.1652345702512609,0.27226798114080863
PCOLCE2,1.4419696230869614,0.15424422060031615,0.27232634353922636
RIOK1,1.3875775340724275,0.1687061445470414,0.27242160458264253
SGCA,1.4199033038566902,0.1597766483595496,0.27242255991814995
TTC31,1.3690264918554638,0.17424288551038503,0.2725785239939956
CORO1A,1.4093072247934602,0.16258054239979386,0.27258782969236245
MIR300,1.4443547595199324,0.15360451495160377,0.27263085329863046
ARHGAP30,1.4283414602347406,0.1575427414354568,0.2727584858130733
C7,1.436757183329955,0.15541073911359274,0.2728543800104211
SIM2,1.455438846881968,0.15093873849920925,0.2728857601115497
GJD2,1.4674696478653193,0.14821421369030285,0.2729560155935635
WDR12,1.4149755400422444,0.16100117560331043,0.2729918266992884
ATG9A,1.390011997584569,0.16795563869601562,0.2730759179343841
FADS2,1.3698531630317474,0.17397835091209995,0.27307774893374326
DFFA,1.39294623299698,0.16710487732252463,0.27312460959772616
PLA2G5,1.4053111683552382,0.1636131118000337,0.27315585036597545
TRIP12,1.3849960678678137,0.16941510939007673,0.27319350707108714
MSX2P1,1.3942267589482782,0.166731740057979,0.2731996115567406
IL31RA,1.449851215460982,0.15216614341491894,0.2732146708794019
TMX1,1.3997586965780655,0.1651571906267907,0.27322639558885353
HOXA10,1.4700805209417502,0.14756472404189572,0.27323327359940347
BTBD8,1.3782185691016438,0.17142980803563015,0.2732572351100323
TMEM59L,1.4702102357932147,0.14751216726934863,0.27331854353577045
FAM13B,1.3879545831984672,0.16853970366848028,0.27332025510902064
LGALS7,1.4662072512616724,0.14836804504974146,0.27340783385888756
PURA,1.3862532536224978,0.16903326512963737,0.27341740864030506
MRI1,1.399029350283741,0.165339988588228,0.2735002139738285
NUFIP1,1.4113055972811326,0.1619227815521331,0.27356768721085906
MRPL51,1.4149703957066753,0.1609286937865565,0.2735799379293224
TMEM80,1.398079118969504,0.16559900026337282,0.27363244902809586
ANO7,1.4434712596631598,0.1535981237286063,0.27369166063323935
LIMD1-AS1,1.3805129693727425,0.17072514829504262,0.2736998812919143
STYXL1,1.3936020973357388,0.16687421043465794,0.27372880073366507
ZBTB18,1.4058658572859353,0.16339985300360577,0.2737558275059392
ENG,1.4121536168285345,0.16166948893866806,0.2737673019672616
NMT1,1.4116933904424058,0.16178978409455433,0.2738135330555275
KCNQ1DN,1.4649102455867842,0.14854220599219917,0.2738444237832443
RAB11A,1.3808310912392212,0.1706244137786346,0.2738518576223193
ZNF7,1.3933810368912682,0.1669295163934809,0.2738597752239469
SPRR1B,1.4695176398988947,0.14751082473759022,0.2738688073454531
CAMTA1,1.3908950065627121,0.1676489300088521,0.2738880815171793
ANKRD20A19P,1.4518497277044429,0.1515414233592879,0.2739004162487885
WNT5A,1.4707059853131248,0.14723846588521347,0.27390931176266253
GAA,1.4205798095586726,0.15938390749067943,0.2739431687393195
NELL2,1.4740738768570476,0.1464746664509268,0.27401554777922416
GPKOW,1.3933747850549123,0.16691449560866825,0.2741301325803417
GPR33,1.442132752174554,0.15383947575064075,0.2741426076373168
C20orf85,1.4752770630969996,0.14616769243584743,0.274180032263906
DEFB119,1.4719764576466394,0.14685933437187343,0.2742759003853667
BHLHE41,1.4476162301153725,0.1524673443256046,0.27431728278874573
PRMT6,1.4016129954817995,0.1645383442064556,0.27438166820032217
SMIM21,1.4014606195282708,0.164580239311461,0.27439789943008563
COL16A1,1.469725200779025,0.14731685175341297,0.2744217599270349
PAK6,1.463347221649096,0.148747716072479,0.2744336655757691
LINC00606,1.4767752051524563,0.14576678282604877,0.27445326632914596
NUP54,1.4014884488707982,0.16456394133576552,0.27450876197687757
ARF4,1.4252272745291044,0.1580740525572439,0.27457023329182983
KIAA0513,1.3937360592009695,0.16678331948884242,0.2745839992423622
MS4A14,1.415250246385347,0.1607348586457953,0.2746102181994415
DLL1,1.4315639853115778,0.15641455588651712,0.27465519388184106
PDE6G,1.4602879008731784,0.14939582161776788,0.2746615087777758
LMF1,1.4180174267616303,0.15997779010674879,0.2746866853733458
ZNF517,1.4661090074541017,0.1480432917628334,0.2747499338155762
WNT6,1.4780937916402517,0.14539143713711958,0.2747755564670854
TFF2,1.4490580486417257,0.152027589393125,0.2747772111896479
LINC00442,1.4786930605973143,0.14525482080776578,0.27480302588069855
SPATA31E1,1.4786930605973143,0.14525482080776578,0.27480302588069855
CAMK2N1,1.402485339038842,0.1642562544313258,0.27484717864291847
RAD21L1,1.4231853966566217,0.15857197043202056,0.2748884750392223
TRIM63,1.4775573990351805,0.14547519999878017,0.2748890723134759
CHST8,1.4678050070443853,0.1476215652010337,0.27490741423908804
MIR3675,1.4581394021823493,0.14982678521083861,0.274967840578442
SSC5D,1.4660195556180484,0.14800428975706914,0.2749923398608251
VDAC2,1.4062715659502378,0.16317551319874954,0.27501823688186566
LRRC14B,1.4491197727085645,0.15195473221324085,0.2750754008340786
MIR539,1.4491197727085645,0.15195473221324085,0.2750754008340786
MIR4660,1.449119772708564,0.15195473221324113,0.2750754008340786
DOK4,1.398186228526666,0.1654643966828286,0.27514592122876974
CRYZL1,1.3904314463380558,0.16771897359388385,0.2752296288439422
GPC5-AS1,1.4814788152271496,0.14451370275371894,0.2753110189451569
KLHDC8A,1.3730062578982671,0.17298269406574462,0.275328109770688
NFATC2,1.3520813543368615,0.17964341252786778,0.27533001565508225
ZNF847P,1.4268251874668751,0.15755214453665248,0.2753466704226974
ZBTB20-AS1,1.375693981124311,0.172153141667915,0.27538207484312227
KRTAP19-3,1.482396996145558,0.14427008569277994,0.2754784409739931
RAC2,1.4302441435518618,0.15663879618242374,0.2754816531407548
DR1,1.3968986003174846,0.16581639416981958,0.2755029839749543
CSGALNACT2,1.430726846181386,0.15650135324357978,0.2755684808884165
MIR154,1.4506703438183184,0.1514830562569085,0.2755772955164827
LRIT2,1.4369292042189425,0.15490087263931565,0.27558357644757486
EEF1B2,1.4332223609407087,0.15585173327752988,0.27558602969017887
HRH3,1.4198195717522661,0.15938236997552377,0.275682908706095
C10orf55,1.3904441917991734,0.1676970274883663,0.2757126208883393
HLA-DRB6,1.4487889457119736,0.15191635138892973,0.2757133196501599
XCR1,1.4361549608194522,0.15507016053270462,0.27577621467181457
LETM2,1.361228340221515,0.1766991582823321,0.2757958393626992
LCN1,1.4843069432502785,0.1437643653246146,0.27582668389442694
ATF7IP,1.3834356066732,0.16978861953186306,0.27582802772647974
TMEM127,1.4033464189385274,0.16394426871343531,0.27583398486323873
PVRIG,1.4599480013049015,0.1492130949613996,0.27584897252278806
WNT10A,1.4845580460472378,0.1436908189424143,0.2758977595954036
S100A10,1.4061522691590034,0.1631427750821357,0.27590887075548326
MFSD2B,1.35188438932908,0.17973371253641052,0.275916766593112
MED15,1.386238383489916,0.16894325795843154,0.27592798921979583
SPINK8,1.4221507292939841,0.15872574199230888,0.27594695899109334
PCDH11Y,1.4596726656103014,0.14925621376722414,0.2759525011536516
C10orf67,1.4677032428252972,0.1473935844824778,0.2759527548181522
FERMT3,1.4459108754679515,0.15257412486441535,0.27600698004831575
SPAG6,1.4717800578058942,0.14645122741892802,0.27603189157708774
LMTK3,1.477823398769756,0.14510213379694661,0.2760591518276169
RNF122,1.4112692450683786,0.16168991816239092,0.27612531472505936
TMPRSS11E,1.4585872400056903,0.1494713400182858,0.27615459412787013
SLC25A39,1.447605339884048,0.15212905677520414,0.2761577396759974
NDUFAF5,1.4080779290699215,0.16258188879553945,0.2761592465278396
EEFSEC,1.4109275430488901,0.1617777845689291,0.2762226369776506
GABPB1,1.405218900036735,0.16337953725787357,0.2763402018244309
CAMK2D,1.4033362706383365,0.16391591736322014,0.2763563874580901
KLHL3,1.388247596009674,0.16832954445188333,0.2764608937658023
COL1A2,1.4867369272706077,0.14305843329320314,0.2764993183688616
ARVCF,1.4315792324362426,0.15614306763059613,0.27662436405601915
CERS3,1.4856711557834315,0.14324838536327664,0.2766345128085929
C14orf132,1.4782201339596146,0.14485644847792245,0.2766803785357262
TLE1,1.3967623156427518,0.16580248963818514,0.27670082634964044
SLC6A10P,1.4031507252100082,0.16394991250366947,0.27671029105056827
IGFN1,1.3981044735815231,0.1654091528693963,0.27673429992689996
SNORD117,1.4336917979670256,0.15557671914617838,0.2767344459914312
MIR32,1.4326847163789664,0.15583364701234995,0.2767848813271846
NUCB2,1.4363422480546877,0.15487516731321946,0.276835124378382
C22orf15,1.4761903548937543,0.14525382644906532,0.276898410118137
FAM209A,1.406218610495248,0.16306187150149934,0.27689878019473413
SCGN,1.4737663764089368,0.14578703333182244,0.2769451904498379
MYCBP,1.4565107194240294,0.14980487105506704,0.2770039492853415
WSCD2,1.4839216266062092,0.14350129450415752,0.27709955471389464
KIF5C,1.3994762972653136,0.1649941202428273,0.2771210879127047
KRTAP10-4,1.4261625355825973,0.15751894138031244,0.2771825237301625
P2RX2,1.4151925113444266,0.1605168576043753,0.2771831145513457
EXTL1,1.4913089606454588,0.1418885829723522,0.27722301298034435
SBF2,1.4195262320499966,0.1593093314555368,0.27731146506161347
MUS81,1.4104237535088473,0.16184392491406355,0.2773193553068874
RHOV,1.4791684472464175,0.14448487309605612,0.2773369577344266
RBFA,1.4113163965547746,0.1615909423823353,0.2773386591200081
ANAPC1P1,1.4925368492091744,0.14159565319672118,0.27734667950113184
ALG3,1.42313050344802,0.15832113420757693,0.2773561160332124
SLC12A1,1.4859951700738807,0.14296436375301522,0.27743737312061667
CALCOCO1,1.396945249821282,0.16572350280664544,0.27745924543201383
SNORA84,1.3913814686545893,0.1673723021500957,0.277505957650057
MAPK6,1.4177532983486045,0.15977777133485996,0.27756750664284635
FMNL1,1.4281890691929482,0.15693520177738,0.27758263986144843
IREB2,1.4201650401243668,0.1591091612977692,0.27761320880644047
RAB38,1.4885296770396566,0.14233836957816537,0.27774320009843184
TTC1,1.4118789505721698,0.16139136794324604,0.27802171549832794
GPRASP2,1.4429709600951566,0.1530094961355868,0.27804662338106567
PLOD1,1.4616463428500084,0.14836761707616322,0.2781152849116594
SSX2IP,1.4316394620935677,0.1559408902295189,0.2783065388658178
GSDMA,1.490218210253046,0.1418178518184087,0.27834914051319354
ABHD16B,1.437262442484768,0.15444811837868266,0.27837282789022055
C6orf163,1.4194691260162244,0.15924320751323304,0.2783864499254255
DDI1,1.4738602562103125,0.14543637761031827,0.27843692009346316
KLHDC7B,1.4390039346908385,0.15398221691624606,0.2784687352622044
RARA,1.4220411581664136,0.1585192987054259,0.2785718158249232
SAP30,1.4790195931112393,0.1442284488268914,0.2785884227243308
PLAU,1.3897527397356133,0.16785233959510767,0.2785890720243179
GZMA,1.4959712392086022,0.1405256532364693,0.2786067077049616
RPSAP58,1.4531114076952865,0.1503706943710092,0.2786115996055698
FCRL5,1.4949306963237885,0.1407428829632353,0.2786156147555708
PGM2L1,1.309621257927883,0.19465999235515968,0.2786218899894076
PRR15,1.5000281603647794,0.13964667538311207,0.27872055609796276
MAGEA8-AS1,1.4288054214145725,0.1566605762822513,0.27874333176234456
TSPAN7,1.4243041837392416,0.15788449287001832,0.27874838726294554
HOXA9,1.5006765843433347,0.13948564648181902,0.27881571566315666
ROGDI,1.415527963787709,0.16031024478257247,0.27895007372282865
DPY19L2,1.5008630791401811,0.13940137857036025,0.2789787879624911
ATG16L1,1.4139810284368368,0.16074527812713277,0.2789894761654189
SNORA38B,1.4118063908088627,0.16136241370308826,0.27900695597284947
GPR27,1.500814523630291,0.13940024914375612,0.2790190276609773
FIBIN,1.5014148450454226,0.13926209668065245,0.2790683318024729
KDM4A,1.408245380876949,0.1623785684289916,0.2791299980324783
NARS2,1.4299610256294337,0.15630985830379268,0.2791940443113551
SP140,1.4381039090928325,0.1541380867001754,0.2791965555426773
MOB4,1.4195976819337999,0.1591550948065678,0.27919709436862755
TMEM240,1.4984383897554199,0.1398449290950492,0.279207862757562
GSX2,1.4970312671875057,0.14011918855259828,0.27929298677194014
SNORD116-11,1.4599395698839779,0.14858174821152528,0.2792944628232883
SMS,1.452686506234907,0.1503687805774465,0.2793620542160787
FANCD2OS,1.4504948744315294,0.1509171307126973,0.2793911327156348
PDZD2,1.5015331765217015,0.139147741967758,0.27939344815798617
COL6A2,1.4894046264106446,0.14172863473741756,0.2794227301264932
CELP,1.5038945893981805,0.138647872803761,0.2794338627966663
EIF3B,1.4355712242942458,0.15477156878725307,0.27957335676983397
OR2A2,1.5052636675970792,0.13830685706099333,0.27964607691930143
ANKRD36BP2,1.5026360704575925,0.13884829110477256,0.2796506838203136
DIO2,1.448796687800998,0.1513135315809768,0.27966468977542325
PSMD7,1.4416771662711494,0.15314996161015904,0.27968268440992966
GKN1,1.4861813072855348,0.1423785701471331,0.27968887463336967
LRRC20,1.4509894529079304,0.15075214028253162,0.2796955543757924
MIR4783,1.4747448105521357,0.14497635161633649,0.27971261268682573
UOX,1.4970712678939109,0.13999701974924772,0.27973317174201123
OR2K2,1.46412059698021,0.14748381071604677,0.27979778850048115
OR2T8,1.4685261066165658,0.14641679672790983,0.27984697848000223
RECK,1.471699418589161,0.14565873630573087,0.27987855652834515
AMPD1,1.4995611501562498,0.13942846304058487,0.27989099085930325
KCNS2,1.5058682822558793,0.13810190519567062,0.2799354711196921
SLC35F4,1.4961043576413093,0.1401426199310038,0.27997623932085774
MKRN3,1.5015919973659166,0.13897798218742288,0.2799796029562887
HLA-DRB5,1.4859413680713154,0.1423551133783439,0.28003754964609695
TMEM52B,1.5074980130137245,0.13773474332282298,0.2800533579861012
TIMP4,1.4977224964703355,0.1397684852365477,0.28008832647009024
MPEG1,1.4805549036566192,0.14354465755294357,0.28017718375611267
SZT2,1.424651778111088,0.1576912019534731,0.2801861636920259
CRLS1,1.438259831781764,0.1539994247282121,0.2801963912286248
ZNF69,1.402643785491067,0.1639871558241236,0.2803433515921675
FNBP1,1.4398136054446873,0.15357087096498107,0.28037855425771857
FLCN,1.4190208170460994,0.1592536937840372,0.2804149217011688
OTP,1.482083394928038,0.14314469308987987,0.2804298733948938
PCDHGA3,1.4940640088116666,0.14047337092001072,0.2804330566573375
MIR635,1.384604553391888,0.16945505522376975,0.28045243703154255
ZGLP1,1.4383219420425803,0.15395985097293174,0.2804537032643762
FAM86B3P,1.3888882673344507,0.16813264656351276,0.2804598005021829
CHN1,1.5091954125749933,0.1372735157704287,0.2804625963423838
LRRC61,1.4833950607787194,0.14283260826632427,0.28049630246341206
UEVLD,1.4248715816577369,0.15761210450979105,0.2804997883901002
ANKS1B,1.4528100556677273,0.15018867595342308,0.28050368770469103
LINC00305,1.5051459932943043,0.13809518365636259,0.28051112125372674
OPTC,1.4417654241243405,0.15303914494335388,0.28055429803597487
CYP7A1,1.448946600595143,0.1511666828271208,0.28058287406775184
ACSBG1,1.4342322886357695,0.15504360266668446,0.280600331391637
PCDHGA5,1.5057427274418806,0.13794658951611882,0.2806035482367028
ISLR,1.5015947707333546,0.13878759154841605,0.28071646070803047
ITPRIPL2,1.4882186708529024,0.14169796202586388,0.2807236666336982
CPLX1,1.4680761233979474,0.14637875230857908,0.28072774269678485
MIR1296,1.4770083535665803,0.14425313765000564,0.2807598052926806
MRAP,1.5079452085068161,0.13743915796637912,0.28079572413664766
PAICS,1.4701971383838244,0.1458576751035204,0.28079761867148856
RERG,1.501329156741711,0.13881541202321224,0.28083043932792046
ELF5,1.4869635362483598,0.14194875133596127,0.2808701376123918
PPFIA3,1.4881424289803482,0.14166824120895616,0.2809449972516181
RNF113B,1.4371741055255969,0.1542189808470639,0.2810260325647422
PIP5K1A,1.4379140707221,0.15401902683062474,0.2810461284901116
FADS1,1.4057876143074959,0.16305307897949542,0.2810480957442627
MIR3664,1.5130243408507422,0.136328008018204,0.2810596886156164
HMBOX1,1.431408969631323,0.1557761156825384,0.2810882364022192
UNC80,1.5126967059737215,0.1363668023418072,0.28115936336246955
PLSCR5,1.5134279283511005,0.1362117667826353,0.28118323400101203
DCSTAMP,1.4858181104451473,0.14213546898466958,0.2812258616365136
VMA21,1.4609834551091176,0.1480421280185277,0.28123261745399597
KCNAB1-AS2,1.514204674246381,0.1360290214635447,0.2812746498560426
USP36,1.4218693736125139,0.15841216986803902,0.2813219151169207
CYTH4,1.464529122576705,0.1471368393735978,0.2814396784676294
NIPAL4,1.473261713533315,0.14502056585475706,0.2814399601758802
FMO2,1.4718407954735444,0.14535827533466195,0.2814535777715259
SERPINA9,1.4264501085117738,0.15712090828737735,0.2815048288513037
RNF146,1.424082031496038,0.15778114121901432,0.28153866622983786
LPAR1,1.514230440689267,0.13594337841657622,0.28156534802177696
CAMKK2,1.4439740317605863,0.15236275918556597,0.28158685962481184
NRADDP,1.4093854198990534,0.16199151222219374,0.2816010821141836
PAFAH1B1,1.4397019594192006,0.15349127652582698,0.2816752738300939
TCEAL7,1.5133644105062605,0.1360870783551254,0.281685509009205
SMAP1,1.439041744825863,0.1536646247255362,0.28172384193210265
LINC00955,1.396928233883408,0.16570273766169394,0.2817358425882786
TMEM31,1.5063730522658978,0.13752149886370768,0.28174526966609553
MED10,1.4431671646711564,0.15256033902437066,0.28177306300341626
TLR5,1.443766153992581,0.15239273358894467,0.2818803928625213
KRTAP1-5,1.5141477459961354,0.13587070357341088,0.2818953029747789
ZNF600,1.451557885555368,0.1503365531320949,0.2820637107572505
SNORD127,1.4323221680347782,0.15546628635240745,0.2820937348159127
TRIM16L,1.4942381332405157,0.14003889844256348,0.2822310109512605
PSMD11,1.4476393774331549,0.15133560732236537,0.2823021658559757
KRTAP10-2,1.520432527873448,0.13446008059062725,0.2824086974985984
NUDT14,1.4883775892621238,0.14131704153908559,0.28244705956488797
