,t-statistic,p-value,effect size
6760,-1.1619526783275245,0.25046834943728097,-0.25500857706516683
10739,-1.2503524722266857,0.21431734363034213,-0.2548437392983452
12267,-1.2495458951084808,0.2146133411740414,-0.25474669998906474
15319,-1.2731753936965322,0.2060714028134496,-0.25453309544373603
12346,-1.240393648251316,0.21804261221137383,-0.2545117085302063
18203,-1.2505688492069273,0.2142227150584606,-0.2544745092947401
2795,-1.2656481557755337,0.20873433403395525,-0.25418810853365564
1743,-1.1407981825145217,0.2598337826185162,-0.25416340928882813
2004,-1.2724752606688021,0.20632286213504075,-0.2541481553842426
10026,-1.1760774489546564,0.24410000006257826,-0.25394870514458706
15407,-1.2625392783561684,0.20984564689722948,-0.25391909880589736
11386,-1.1462336108489681,0.25729657325647803,-0.2538694217159167
5568,-1.1537893812818647,0.2538864847706047,-0.2538512666456614
12958,-1.2405779593857154,0.2179305074123068,-0.2537321408290959
3591,-1.2401988698177637,0.2180680131526452,-0.25361591155437097
3288,-1.235975883295005,0.21966970145198006,-0.2535707988442152
3988,-1.2512201646212935,0.21395389031047485,-0.2535588681816691
326,-1.217613464286621,0.22680437629972752,-0.2533648967813072
7326,-1.3135189481967207,0.19286022536944136,-0.25334904489574406
15265,-1.2695105228011427,0.20737840791329218,-0.25329248499359974
2582,-1.2448348450119946,0.2163110158040113,-0.2532479088723584
18430,-1.2395128207947956,0.21830672928435685,-0.25318894268756414
11108,-1.2466945216751668,0.21561333590779494,-0.2530752254726033
7434,-1.2345697895784025,0.22016659328346797,-0.25286129652006395
10221,-1.2488596257669042,0.21480567822867158,-0.2528057786553783
15922,-1.2642557487611856,0.20924094613845892,-0.2527271950913127
3435,-1.2280607588576165,0.22264306619474403,-0.252481440670013
16863,-1.192916783067252,0.23673328883110512,-0.2523711459149333
10743,-1.2351804139931282,0.2199075714683134,-0.2523309406105668
1630,-1.2399110304889946,0.21812048535717135,-0.25231504259269166
15133,-1.2407239707337905,0.21781369625916858,-0.25226179871078
7102,-1.2168621197057194,0.22699383511221047,-0.2521228515106876
15347,-1.2060044117596225,0.23133045562440835,-0.2520657723982999
9864,-1.1755187025002019,0.24403424263244103,-0.25201600011763287
17488,-1.317405610595718,0.19191162420939328,-0.25187950683518084
15866,-1.224684226783719,0.22391077607758103,-0.25185839350971584
10643,-1.2540857836725987,0.21288821069763447,-0.25175143355644336
7690,-1.232593773921384,0.2208617473464051,-0.2516959738148365
14432,-1.214509585813652,0.22788016212208642,-0.251574986812398
3691,-1.2668783913087724,0.20835387182496656,-0.25144219960930403
469,-1.2252859691561637,0.22363235562720288,-0.25109042174506385
5848,-1.2374666825031928,0.2189967409872436,-0.25103993145243464
3844,-1.219860187757042,0.2257208951318917,-0.25080928479972336
10414,-1.224772573876988,0.22381092392686167,-0.25072602825391266
6678,-1.2665818008583483,0.2084999662385904,-0.25047734795732346
13192,-1.2260597984393329,0.2233021408044531,-0.25044995011674914
4328,-1.1673631045249253,0.24729182622748308,-0.25032230905211794
16615,-1.1697516394634146,0.2462513368566279,-0.2502655286605817
14139,-1.174193927148206,0.24433332765232882,-0.2501874017574193
4706,-1.238743982118209,0.2185017028713727,-0.2501858923957423
3084,-1.1614649619667647,0.24980694787648977,-0.24999398893012595
15981,-1.2255067565352642,0.22348651189924507,-0.24981473537782306
6505,-1.2188969411582125,0.22603376140317877,-0.24975064341618658
14694,-1.2210498208937668,0.22519488302448953,-0.2496677986980457
13393,-1.2554962555309086,0.21242136768474093,-0.2496143752124922
8339,-1.1258843527355076,0.26564471522875027,-0.24901075492640873
15878,-1.2212420239037143,0.22508832132670684,-0.24894270303661986
19299,-1.2086773590278537,0.2299892588759653,-0.2488612763299971
8920,-1.1880633459088308,0.23831504212402813,-0.24867227899715405
14750,-1.227769274477719,0.22258766967911664,-0.24861482423851197
15943,-1.1681809820879185,0.24668574865382892,-0.24858387023788722
10343,-1.1671174531775772,0.24713897659113854,-0.24855406539255406
7749,-1.2126936682298395,0.22837235680927412,-0.24824290889379952
11375,-1.202591691947665,0.23235917726262578,-0.24812174988574287
7339,-1.2270086151895918,0.22286403615119643,-0.24805369164026492
1969,-1.151668449514352,0.25379658254019366,-0.248010209149183
14442,-1.151668449514352,0.25379658254019366,-0.24801020914918295
188,-1.2418143139455369,0.21737801708999963,-0.24795590643383728
7515,-1.229520222077544,0.22191695001913245,-0.2478908591357971
17017,-1.217996550803496,0.22629756953345484,-0.24787857490638512
10982,-1.2160184897579176,0.22705685632785663,-0.24775510938607082
2783,-1.1815012619430152,0.2409270343619892,-0.247616668517684
11217,-1.2128048260078426,0.22829645915389454,-0.24756389273710402
17419,-1.2184523159239093,0.2261083345986422,-0.24745987895962562
18959,-1.195612456555228,0.23511399062301927,-0.24743661209626738
3319,-1.2157703876208563,0.22712546959958446,-0.2469778601147981
357,-1.2189161857384603,0.2259145840793273,-0.24684895953921598
15945,-1.0987524205037393,0.277936432570356,-0.2466526732077532
7124,-1.2070438899919442,0.23050206098518955,-0.24652748004894748
835,-1.211739673305804,0.22866308481804573,-0.24633597554477057
14562,-1.1003935612974551,0.2770297628548964,-0.2460914123662022
8005,-1.1260687331378998,0.2649663053780866,-0.24590698537711994
12830,-1.1304228659005369,0.26296577566578966,-0.24584931417615258
15360,-1.2309009919242562,0.22142304507863173,-0.24542761561257556
8305,-1.192966673745901,0.23602762568649743,-0.24526641725093187
18980,-1.2143240853050223,0.22764212236092227,-0.24525725177751115
1810,-1.2449946608691131,0.21635803683216803,-0.2451747928740895
854,-1.1810575788769353,0.24087296046457415,-0.2451614871606618
6313,-1.2266374146943169,0.22300270035234887,-0.24514920273673657
10750,-1.1989750721369685,0.23361768292856594,-0.24508492123167286
12487,-1.152019915213981,0.25316064210367495,-0.2447562516936625
11147,-1.1995854583359784,0.2333560968383874,-0.24463325575256306
17601,-1.2465519020560913,0.2158564239769972,-0.24455688104778928
10972,-1.1905527532557607,0.23695150427836023,-0.244480483227736
12587,-1.1879966241107984,0.23797311998313164,-0.2443087834416572
17973,-1.2123719212588513,0.2283765199300029,-0.2437586427794405
7279,-1.1752096524616669,0.24315713588647503,-0.24355860909289734
16543,-1.2121136586792676,0.2284753627651475,-0.24339320749826787
3070,-1.1778653193730073,0.24204533301930686,-0.24337438856832966
12202,-1.201512079048812,0.23255823973244738,-0.2433082541172385
3330,-1.2717603026773423,0.20762240561057782,-0.24306136541187273
7148,-1.1581002627536034,0.250319456494056,-0.24304072248390965
12997,-1.1409861144772235,0.25777365515259865,-0.24302973533610042
9354,-1.1906714901391346,0.23682851640695002,-0.2430132369449543
2336,-1.1149798159630597,0.26955637974279834,-0.24301317669206707
10667,-1.2189185147790895,0.2259255853933376,-0.24277142402048682
5315,-1.1878773626328183,0.23793013256274437,-0.24262952204154972
16360,-1.1686629208046753,0.24578740903857285,-0.24241222492476114
3428,-1.21084690243469,0.22896618453830658,-0.24227440563172245
14550,-1.0823176800363927,0.2848896190139348,-0.24208646902661216
13145,-1.087599648741076,0.2823064480634564,-0.24197203072277487
676,-1.1334606316302802,0.2609408285335336,-0.24175705998266944
6699,-1.1804434297626207,0.24087310184992275,-0.24146041028244164
18713,-1.1988247327222625,0.2335782290750149,-0.24124189581464012
4167,-1.1781593032417808,0.2417794803108009,-0.24103516574251113
19125,-1.1786166005834167,0.24158773458400737,-0.24091034371930226
13662,-1.1069669354833134,0.27284883394280535,-0.2405724967113222
6240,-1.1257532696749872,0.26419652730034165,-0.24033937282478143
9230,-1.1885207405629883,0.23760204235129737,-0.24031968961880834
10772,-1.169866570911999,0.24512894574643748,-0.24019042391688314
16862,-1.2008642264070266,0.23279958818005783,-0.24019037076590175
14009,-1.1593947390231427,0.2494689085937052,-0.23985061105946132
10958,-1.1882073614829562,0.23771785825965827,-0.23973597844391822
10015,-1.1112422403051503,0.27065716495976,-0.23932020335387325
17124,-1.181763644189003,0.24026072343162222,-0.23899738307618357
7075,-1.1244856049424394,0.2645552206251342,-0.23882052446382743
14053,-1.1714582213887819,0.24440725686877926,-0.23877289393872747
12511,-1.1653169411057651,0.2469187095967637,-0.23859759095590952
860,-1.1761180508352367,0.2425124535709314,-0.23855477574309747
5533,-1.1740670661830526,0.24333625510832435,-0.23841780872763235
6200,-1.1986961125565099,0.2336753378234835,-0.2383242977251105
15170,-1.1842400924875813,0.23927256647355835,-0.2382344811837343
5165,-1.1343734703489263,0.26005763813961635,-0.2379710235593601
5830,-1.201158262207204,0.23276595254105195,-0.2378226959168548
7306,-1.2039046287706083,0.23174092315946399,-0.2377503726170968
15787,-1.1424815000600617,0.2564978961212506,-0.23768604685485878
8720,-1.1481401604902803,0.25406259996110653,-0.23759732552670834
4369,-1.1610848084822192,0.24861804259057468,-0.23757193426715187
59,-1.1375362984112334,0.2586130432639202,-0.2373793091409399
9925,-1.1289992766478554,0.26234082273296916,-0.23718977617104772
16732,-1.1624758987361439,0.248022849133075,-0.2371226153089551
6665,-1.2118482044172547,0.2289307010751347,-0.2364378798374702
17789,-1.1611374098511713,0.24854630759823373,-0.23639146238639858
18280,-1.160763201004007,0.24869881310382466,-0.23634667506861098
4090,-1.150861589916189,0.25280961145993885,-0.23610208419381956
13618,-1.1854038495739883,0.2388551110701562,-0.23590764844181888
10187,-1.1380012936787762,0.25827566106803457,-0.23586436721850812
9325,-1.1779231538672001,0.24177762492661747,-0.23578918569787718
15153,-1.16105716126273,0.24854732365416957,-0.23528589586101248
6203,-1.0642299165662694,0.29220886954147746,-0.23465502322999496
2861,-1.1472690761550943,0.2542431147682079,-0.23459918602125424
16691,-1.1871284482546587,0.2382585484323222,-0.23448957506426987
2277,-1.1588423393519867,0.24943474747520356,-0.23432171126980333
11404,-1.060971380639785,0.29363788212981917,-0.23376594615465318
8608,-1.1148229355365191,0.2682618956464747,-0.23361166872630074
6891,-1.0565304471424866,0.2957836878080589,-0.23352340513048242
10435,-1.0624671065776397,0.29282013189561756,-0.23333654002337503
12337,-1.207853356779536,0.23074342437401005,-0.23333283502292002
8118,-1.1508860646118617,0.25267949601734446,-0.23287216108455985
4297,-1.0691558604680365,0.2894621948496396,-0.23281726282784776
14062,-1.1085027905705465,0.27100124883170207,-0.23265043372570482
15907,-1.0891140280229905,0.27989055746739777,-0.23243143957744958
16516,-1.1346961330304524,0.25945856336295764,-0.23227393998476464
17572,-1.1342095856069214,0.25966595394803793,-0.23226463124987398
17473,-1.1491979527296858,0.2533668165013699,-0.23225027068377446
1817,-1.1254063974527235,0.26346121614397644,-0.23220995146372703
7402,-1.126143292266978,0.26313928788977453,-0.2321919554298094
14337,-1.1461864133983986,0.2546115707871114,-0.23208812832348907
7078,-1.100243156112672,0.2746499162134493,-0.23172559810249987
13812,-1.1417936213822284,0.2564283530590507,-0.2314102853767565
2410,-1.1299144925306042,0.26145994558043034,-0.2313533206212122
12295,-1.0748338799953931,0.2864788076192855,-0.2313302881424406
648,-1.1154969667330468,0.26774331616978564,-0.2313002685028376
1024,-1.1204033917365142,0.26558195576901716,-0.23129391490478116
6316,-1.1310534455092578,0.26096795827302527,-0.2312772859301944
15090,-1.1245218104961463,0.26378407124264713,-0.23127279861655872
12930,-1.146324878055464,0.2545406823139193,-0.23095823793201892
6338,-1.2110346661724967,0.2300872216336148,-0.23071249564701282
6880,-1.0876755986218023,0.28030229895718084,-0.23052978233452237
16972,-1.1347816033490687,0.2593525136145309,-0.23048424063524275
5367,-1.125269241391937,0.26341022521540486,-0.23037165065398824
12692,-1.059365706655331,0.2937759553747491,-0.23024653299807732
16003,-1.103892193178504,0.27282723762501776,-0.23016359355988975
18022,-1.1399494809324475,0.25717544974683687,-0.22992341873509406
4722,-1.1251401137575314,0.26344158523122324,-0.22985355028079996
150,-1.0873163703160484,0.2803697667379254,-0.22974362835804601
2990,-1.1041637159899893,0.27266540861609717,-0.2297356749105369
6232,-1.1579105298448518,0.2498758843194392,-0.22968439744126917
18632,-1.1097801399983687,0.2701494247804795,-0.2296744963286213
5609,-1.1575328167865537,0.25002904777850615,-0.2296158232545322
17267,-1.1393387096463534,0.2574266756155471,-0.22934904611714604
12966,-1.1231686406770207,0.2642635928420196,-0.22922449684583904
15271,-1.0741948688224219,0.2864648943387195,-0.2292169147687061
18440,-1.071521766949512,0.28773456032873657,-0.22919622074811669
4292,-1.1394660122464197,0.25737409529827354,-0.2290467485783114
10753,-1.1198312923363738,0.26569009620109835,-0.22887859493163162
10742,-1.1423550449862079,0.25618396651996084,-0.2288562456042559
11069,-1.0845978568154389,0.281518505160241,-0.22879765813410208
4588,-1.1097504721520663,0.2700886265041261,-0.2286431876373998
11270,-1.1343818170822808,0.25948885176242464,-0.22840058074377176
17720,-1.0609977962772121,0.2926276782197198,-0.2281049871253441
5311,-1.037281861992441,0.30430600708570305,-0.2279426992504981
5790,-1.1315878891461373,0.26065631754274876,-0.2278721932395386
14881,-1.1249802923011587,0.26344390180901095,-0.22773251576282666
820,-1.123200859169022,0.26419962830190885,-0.22761997678418674
16494,-1.1332223150030023,0.2599738897394172,-0.22761065270497155
2437,-1.0998123138157816,0.2744433262211352,-0.22761065042621698
11592,-1.0184574031612181,0.31377422349476025,-0.22731943380173375
8871,-1.1173301221230796,0.2667097930456054,-0.2272748393842982
12866,-1.1158029891480576,0.2673603756067411,-0.22698940114783045
16076,-1.0108774585354063,0.31761225712949204,-0.22687773881520887
14581,-1.0149539972300383,0.3154700470355449,-0.2267683468903565
8949,-1.1104704449827043,0.26966039980242934,-0.2265320353513201
8583,-1.1098954453076935,0.2699100286159655,-0.2264959055282656
2292,-1.1136928241431236,0.26825477375197415,-0.22638888865172277
5873,-1.1369770425931167,0.2584471432069535,-0.22638775419160417
274,-1.1936225590300669,0.23705719067746273,-0.22619191076641348
18222,-1.1470809776947608,0.25438053651309545,-0.22615795219836887
7904,-1.008735247093828,0.3185412217773537,-0.2260043081476258
7331,-1.0403068754093374,0.3024285120149416,-0.22593977908715085
2585,-1.0957036795542536,0.2761667314803868,-0.22592714346350898
6024,-1.1187118395653144,0.2660873320200251,-0.22585019154860347
4664,-1.1067916977478154,0.2712353516889866,-0.22567774982782704
2925,-1.1024957148274457,0.2731230673166832,-0.2256275002673214
3912,-1.0506124230271656,0.29729467929583603,-0.22562607683327954
471,-1.1177072784415145,0.26651370723604445,-0.22560897599735302
16751,-1.1173736123710054,0.2666538130883783,-0.22531092496705973
7460,-1.0938670913382091,0.2769441138559948,-0.2252033032240826
15715,-1.0000000000000002,0.32290489167960745,-0.22500047826701544
15714,-1.0000000000000002,0.32290489167960745,-0.22500047826701544
15727,-1.0,0.32290489167960756,-0.22500047826701544
9794,-1.0,0.32290489167960756,-0.22500047826701544
11448,-1.0000000000000004,0.32290489167960734,-0.22500047826701544
11453,-1.0000000000000002,0.32290489167960745,-0.22500047826701544
11440,-1.0,0.32290489167960756,-0.22500047826701544
15719,-1.0000000000000002,0.32290489167960745,-0.22500047826701544
11465,-1.0,0.32290489167960756,-0.22500047826701544
3942,-1.0000000000000002,0.32290489167960745,-0.22500047826701544
3936,-1.0000000000000002,0.32290489167960745,-0.22500047826701544
11462,-1.0,0.32290489167960756,-0.22500047826701544
15716,-1.0000000000000002,0.32290489167960745,-0.22500047826701544
5145,-1.0000000000000002,0.32290489167960745,-0.22500047826701544
9815,-1.0000000000000002,0.32290489167960745,-0.22500047826701544
11676,-1.0000000000000002,0.32290489167960745,-0.22500047826701544
19345,-1.0000000000000002,0.32290489167960745,-0.22500047826701544
9662,-1.0,0.32290489167960756,-0.22500047826701544
13689,-1.0,0.32290489167960756,-0.22500047826701544
9692,-1.0,0.32290489167960756,-0.22500047826701544
9706,-1.0000000000000002,0.32290489167960745,-0.22500047826701544
