gene_symbol,GSM2388498,GSM2388499,GSM2388500,GSM2388501,GSM2388502,GSM2388503,GSM2388504,GSM2388505,GSM2388506,GSM2388507,GSM2388508,GSM2388509,GSM2388510
AADACL4,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF551,0.85342,0.34626,0,4.92305,3.71803,0.36372,2.76096,6.56653,4.5536,0.16305,0.63567,3.07155,7.50233
MICA,0,0,0,2.51176,0,4.24338,0.09203,18.98139,2.2768,0,5.40322,0.9829,0
ZNF805,7.25404,6.00186,0,0.90423,3.45246,0,3.22112,0,0.17514,1.38595,0,0,7.50233
HLA-C,0,0,0,0.60282,0,0.48496,0,0,198.43181,46.95929,129.20047,0.49145,1.44276
PSORS1C3,0,0,0,0,0,0,0,0.1026,0,0.08153,0,0,0
POU5F1,0.14224,0.34626,0.11362,2.41129,0,0.48496,2.48486,3.79628,0.17514,5.62533,0.79459,0.12286,1.44276
CCHCR1,6.82733,0,0,0.30141,0,0.12124,5.70598,1.12862,0,2.28274,6.35673,0.12286,0.5771
PSORS1C2,0,0,0,0,0,0,0,0,0,0,0,0,0
CDSN,0,0,0,0,0,0,0,0,0,0,0,0,0
PSORS1C1,0,0,0,1.80847,0,0,0,0,1.05083,3.66869,0,0,0
C6orf15,0,0,0,0,0,0,0,0,0,0.08153,0,0,0
MUC21,0,0,0,0,0,0,0,0.1026,0,0,0,0,0
DEFB122,0,0,0,0,0,0.24248,0,0,0,0,0,0,0
DEFB121,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX16,0.56894,0,0.34087,2.10988,0,2.90975,0.2761,3.79628,0.70055,0.97832,1.11243,8.96892,1.44276
C6orf136,0.14224,0,0,0.10047,0,8.24428,0.18406,0.61561,0,5.62533,10.32968,14.37485,0
MRPS18B,0.28447,0,1.93161,8.43952,0,12.12395,0.2761,1.12862,1.22597,0.08153,9.21725,0.86003,0.5771
PPP1R10,0.99565,0.23084,5.79482,6.32964,0,11.76023,4.69363,3.18066,6.30498,2.4458,20.81828,14.98916,11.54205
KRTAP5-11,0,0,0.34087,0,0.26557,0,0.18406,0.1026,0,0.65221,0,0,0.28855
KRTAP5-10,0,0,0,0,0,0,0.36813,0,0,0,0,0,0
ABCF1,1.13789,0.34626,26.24714,0.40188,0,5.45578,0.46016,6.66914,0.35028,0.81527,0.63567,15.35774,3.17406
PRR3,0,0,0.56812,1.50706,0,0.48496,0,3.79628,0,0.08153,0,5.40593,0.5771
LILRB3,6.54286,0.34626,0,0.50235,0,1.33363,0.18406,109.88683,0.70055,8.23418,0.15892,0,8.65653
DDR1,2.84472,0,0,18.88844,0,12.00271,1.10438,0,0,1.549,0.15892,0,0.86565
ACOXL-AS1,0,0,0,0.70329,0,0,0,0,0.17514,0.08153,0,0,0
LRCOL1,0,0,0,0,0,10.18412,0.09203,22.46986,2.62708,0,0,0.49145,2.59696
FLJ45513,0,0.34626,0,0,0.53115,0,0,0,0,0.16305,0,0.12286,0.28855
LINC01123,0,0.11542,0,9.94657,0.53115,0,0,1.12862,0,0.16305,5.56214,5.52879,0
GNL1,0.28447,0,6.13569,20.49597,0,14.18502,8.00678,9.6446,3.32763,0.16305,0.15892,21.74657,1.44276
HLA-E,0,17.42848,5.2267,267.25138,0,0.48496,25.12472,49.96721,67.60342,0.16305,71.51317,0,0
DPRX,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM39,0,0,1.13624,52.74698,0,1.09116,0.09203,1.43643,1.75138,0.24458,0.31784,2.21152,0.5771
LINC01257,0,0.11542,0,0,0,0,0,0,0,0,0,0,0
ZNF468,9.10311,0.80794,0.22725,0.10047,2.12459,0,1.19642,0,28.89784,4.15785,0.15892,0.12286,27.12381
TRIM15,0,0,0.11362,0,0,0.24248,1.10438,0,1.22597,0,0,0,0
ZNF616,0,0.69252,0.11362,2.31082,2.39017,1.69735,1.47251,1.64163,0,2.7719,0,1.96579,18.17872
FOXB2,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM10,0,0,0,0,0,0.24248,0,0,0.52542,0.08153,0,0,0
TRIM40,0,0.11542,2.27248,0,0,0,0,0,0,0,0,0,0
TRIM31,0,0,0,0,0,0,0.2761,0,0,0,0,0,0
RNF39,0,0,0,0,0,0.12124,0.18406,0,0,0,0,0,0
PPP1R11,0,0.23084,0,0,0,0,0,0,2.62708,0,0,0,0
HLA-J,0,0,0,0,0,0.12124,0,0.61561,0,0.24458,0,0.12286,0
ZNRD1ASP,0,0,2.49973,0.10047,0,3.75842,0,0.41041,0,0.89679,0,0.24572,6.05957
DISP3,0,0,0,0.90423,0,0.6062,0,1.02602,0,0,0,0,0.28855
HCG9,0,0,0,0,0,0,0,0,0,0,0,0,0
RACK1,193.44112,52.0546,1.70436,1150.88892,86.31152,1804.28601,550.16693,4592.16134,352.02819,1710.2638,12.55453,787.79086,78.48591
HLA-G,0,0,0,0,0,0,0,0,0,0.08153,0,0,0
TBC1D8,1.13789,1.03878,4.88583,43.5037,7.96722,8.97172,21.07531,0.61561,25.39507,140.55176,13.19021,47.42472,23.08409
NMS,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA-F,0,0.34626,1.70436,4.82258,0.26557,14.66998,0.18406,63.10028,177.94062,2.36427,1.58918,0,2.30841
ZFP57,0,0,0,0,0,0,0,0,0,0,0,0,0
SSX9,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02210,0,0.5771,0.56812,1.20565,0.79672,24.73285,0.92032,0.30781,11.20886,2.93496,0.47675,1.10576,8.07943
ASPDH,6.6851,0.46168,0.34087,0,1.85902,0,0.55219,4.30929,3.32763,0.08153,29.55878,11.54902,2.30841
MOG,0,0,0,0,0,0,0,0,0,0.16305,0,0.36859,0.28855
OR2H2,0,0,0,0,0,0,0,0,0,0,0,0,0
CBY3,0,0.23084,0,0,0.26557,0,0,0,0,0,0,0,0
C5orf60,0,0.23084,0,0.20094,0,3.27347,0,0,0,0.32611,0,0,1.44276
CST13P,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400710,0,0,0,0.20094,0,0,0,0,0,0.16305,0,0,0
C9orf57,0,0,0,0,0,0,0,0,0,0,0,0.12286,0
IL31,0,0,0,0,0,0,0,0,0,0,0,0,0
AKT1S1,0.71118,0.80794,0.34087,26.02184,8.23279,0.96992,2.39283,25.75312,33.2763,51.93241,108.06435,17.81498,15.29321
FAM153C,0.14224,0.5771,0.11362,3.01411,0,0.12124,0,1.53903,0,0,0.31784,0.49145,0
GABBR1,0,0,0,0,0,0.96992,0,4.7197,1.05083,14.7563,0,0,0.5771
CASC10,0,0.11542,0,3.91835,0,9.33544,27.60958,0,6.48012,6.68518,134.44476,5.77451,5.19392
C10orf113,0,0,0,0,0,0,0,0,0,0,0,0,0.28855
LOC284788,0.42671,0,0,0,0,0,0,0.1026,0.52542,0.24458,0,0,0
MAS1L,0,0,0,0,0,0,0,0,0,0,0,0,0
OR2H1,0,0,0,0,0,0,0,0,0,0,0,0,0
OR10C1,0,0,0,0,0,0,0,0,0,0,0,0,0
OR12D2,0,0,0,0,0,0.12124,0,0,0,0,0,0,0
OR12D3,0,0,0,0,0,0,0,0,0,0,0,0,0
OR11A1,0,0,0,0,0,0,0,0,0,0.08153,0,0,0.28855
OR14J1,0,0,0,0,0,0,0,0,0,0,0,0,0
OR2J2,0,0,0,0,0,0,0,0,0,0,0,0,0
OR2J3,0,0,0,0,0,0,0,0,0,0,0,0,0
OR2J1,0,0,0,0,0,0,0,0,0,0,0,0,0
OR2B3,0,0,0,0,0,0,0,0,0,0,0,0,0
OR2W1,0,0,0,0,0,0,0,0,0,0,0,0,0
MAMDC2-AS1,0,0.23084,0.90899,0.20094,0.53115,0,0.36813,0,0,0.65221,1.7481,1.96579,0
SPDYC,0,0,1.59074,0,0,0,0,1.94944,4.72874,0.81527,0,0,0
C9orf135,0,0,0,0.20094,0,0.36372,0,0,0,0.32611,0,0,0
TRIM27,7.82299,0,19.08883,0,0,2.42479,0.2761,0,1.40111,0,1.27135,41.15876,2.88551
MALRD1,0,0,0,0,0,0.12124,0.73626,0,0,0,0,0,0.28855
LINC01951,0,0,0.11362,0,0,0.12124,0.18406,0,0,0.24458,0.15892,0,0
LOC100268168,0,0.11542,0,3.11458,0,1.69735,0.55219,0.82082,0,0,0.79459,0.12286,3.75117
RANBP17,0,0.23084,0.22725,3.71741,2.92131,0.96992,4.78566,1.84684,9.45747,14.34867,10.64752,10.81185,1.73131
FAM196B,0,0.34626,0,0,0,0,0,0.1026,0,0,0,0,0.28855
FOXD4L5,0,0.23084,0,0.20094,0.26557,0,0,0,0,0.48916,0,0,0.28855
LINC01291,0,0,0.11362,0.40188,2.92131,0,0,0.2052,0,0,0.31784,0,12.4077
LOC100240735,0,0,0,0.10047,0,0,0.36813,0,0,0.57069,0,0,1.44276
TTC25,0,0,0,0.10047,0.79672,0.6062,1.01235,0,0,0,0.15892,0.12286,2.01986
MRPL53,0.28447,3.69345,0.11362,1.90894,0.79672,14.30626,14.35698,18.98139,2.10166,25.59933,10.64752,6.63455,1.1542
ST8SIA6-AS1,0.14224,0.46168,0,0.10047,0,0.24248,0.09203,0,9.98289,1.2229,0.15892,0,0.86565
MROH6,0.56894,0,0.90899,0.20094,0.79672,6.91065,0,9.23419,0.17514,10.19082,8.7405,10.19754,1.73131
ATXN2,26.17145,16.85138,0,1.60753,19.12132,4.48586,3.22112,45.96573,8.2315,5.95144,31.30688,51.60202,86.2768
DCTN1,4.55156,3.80887,0.4545,68.42037,20.98034,30.79483,73.90165,45.45272,6.8304,39.21427,75.32721,427.68247,29.72077
SPATA31A1,0,0,0,0,0,0,0,0,0,0,0,0,0
PNMAL2,0,0,0,3.91835,0,0.6062,0,0,0,5.78838,0,0,0
TCTN1,3.5559,0.69252,1.59074,4.92305,11.1541,1.33363,124.24312,30.57542,0.35028,2.28274,1.43026,247.19826,23.94975
FAM216A,1.5646,2.07757,0.11362,0.50235,0.79672,2.78851,7.17849,0.30781,0.35028,0.40763,0.63567,80.72031,4.32827
ZBTB48,3.12919,1.50047,2.04523,97.35586,2.65574,28.12756,1.38048,145.18194,0,0.40763,40.04738,30.10118,2.59696
IGFL2,0,0,0.34087,0.10047,0,55.40644,0.82829,0,0,0.81527,0.31784,0.12286,0.86565
LOC400706,0,0.69252,0.4545,1.50706,0.26557,0.72744,0,0.41041,0.17514,3.50564,0,0.24572,5.19392
NAT8B,0,0,0,0,0,0,0,0,0,0.65221,0,0,0
KRTAP9-3,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC389602,0,0,0,0,0,0.48496,0,0,0,0.08153,0,0,0.28855
KRTAP4-8,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR20,0,0,0,0,0,0,0,0,0,0,0,0.24572,0.28855
KRTAP1-4,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT40,0,0,0,0,0,0,0,0,0,0.16305,0,0,0
KRT25,0,0,0,0,0,0,0,0,0,0,0,0,0
MZT1,0,7.15606,0,0.80376,0,0,0,2.46245,0.17514,19.24026,7.62807,0.36859,0.5771
LINC01545,0,0.11542,0,0,0,1.57611,0,0,0,0.16305,0,0.12286,0
SPINK9,0.28447,0.23084,0.11362,0.20094,2.12459,1.45487,1.28845,0.41041,0.52542,1.87511,1.11243,0.49145,4.90537
LRRC3C,0,0,0,0,0,0,0,0,0,0,0,0,0
PRR20B,0,0,0,0,0,0,0,0,0,0,0,0,0
PRR20A,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF155,2.70249,0,1.81798,1.80847,1.32787,2.06107,7.27052,0,0,3.17954,0,0.9829,2.59696
UQCC3,0,9.11821,11.3624,0.20094,1.0623,0.6062,0.73626,19.4944,0.52542,20.70774,0.95351,0.24572,6.05957
FBXO48,0,0,0.4545,2.10988,0,0.72744,0.18406,1.12862,0.52542,0.81527,0.15892,17.4464,2.01986
GRXCR2,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101927533,0,0.11542,0,0,0.26557,0.12124,0,0.2052,0,0.40763,0,0,0
FAM221B,0,0,0.90899,0,0,0,0.46016,0.1026,0,0,0,0,0.5771
ATP6V0E2-AS1,0,0.11542,0,0.50235,9.02951,105.72083,668.24391,15.08251,32.57574,54.62278,0,222.62586,0.28855
CD177,0,0,0.22725,0.30141,0,0.48496,0,0,0.17514,0,0,0.9829,0
PSG5,0,0,0,0,0,0,0.2761,0,0,0.57069,0,0.12286,0.5771
ZNF783,7.39628,11.19578,2.49973,8.33905,14.34099,5.45578,10.6757,2.66765,0.17514,37.01305,0,54.05926,24.8154
ZNF425,0,3.34719,0,0,3.98361,3.03099,1.56454,0.71821,0.17514,4.56549,3.01945,1.35148,1.73131
FAM83A-AS1,0.99565,3.23177,0.11362,0,0,0,0,0,0,0.08153,0,0,0.28855
LRRC10B,0,0,0.4545,2.7127,0,2.66727,0.92032,0,0,0.08153,0,0,0.5771
FBXO47,0,0,0,0,0,0,0,0,0,0,0,0,0
C12orf73,0,0,0,1.50706,2.65574,0,0.55219,5.0275,18.21439,0.16305,1.27135,0.36859,3.46261
PCDHGA1,0,0.23084,0,0,0,1.81859,0.18406,1.84684,0.17514,0.24458,0.31784,0.12286,1.44276
BLACE,0,0,0,0,0,0.84868,0,0.51301,0,0,0,0,0.28855
PCDHA9,0,0.11542,0.11362,0.20094,0.53115,0.24248,0.18406,0.2052,0,0.40763,0,0.12286,0.28855
PCDHA8,0,0,0,0.10047,0,0.12124,0,0,0,0,0,0,0
PCDHA7,0,0,0,0.10047,0,0,0,0.1026,0,0.24458,0.47675,0,0
PCDHA5,0,0,0,0,0,0,0.09203,0.30781,0,0.24458,0,0,0.28855
PCDHA4,0,1.26962,0.79537,0.60282,4.78033,0.72744,1.47251,1.84684,0.52542,3.9948,1.11243,1.59721,6.34813
PCDHA2,0,0,0,0,0,0,0,0,0,0,0.47675,0,0
PCDHA1,0,0,0,0,0,0,0,0,0,0,0.47675,0,0
TRIM13,0.42671,21.12193,0.22725,3.81788,0.26557,1.09116,1.38048,9.43939,7.88123,5.62533,0,0.61431,20.48713
ERICH4,0,0,0,0.10047,0,0.36372,0,0,0,0,0,0.49145,0
MS4A13,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS1,0,0,0,0,0,0,0.09203,0,0,0.08153,0,0,0
SPIRE2,2.84472,1.50047,4.09046,17.48186,10.35738,21.58063,36.90481,4.61709,0,4.81007,54.98568,17.56926,21.35279
AARD,0,0,0,2.10988,0.26557,0.36372,0.92032,0.41041,0,0.24458,0,0,1.44276
LINC02138,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100129697,0,0,0,0,0,0,0,0,0.35028,0.08153,0,0,0
PABPN1L,0,0,0,0,0,0,0.18406,0,0,0,0,0,0
OR5D16,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5L2,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC440040,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400553,0,0,2.27248,0,0,0,0,0,0,0.57069,0,0,0.5771
PKHD1L1,0,0,0.4545,0.20094,2.65574,1.45487,0,1.12862,66.55259,0,0,7.00313,0.86565
SLFN12L,0,0.34626,1.81798,3.21505,1.59344,0.6062,1.93267,4.61709,0,2.93496,2.06594,0.12286,5.48247
LINC01121,0,0,0,0,0,0,0,0.2052,0,0.97832,0,0.49145,0
LINC02397,0,0.5771,0,0.10047,0,0.12124,0.36813,0.2052,0,0.57069,0,0.61431,0.86565
CLLU1OS,0,0,0,0,0,0,0,0.2052,0,0,0,0,0
SLC35B4,16.49939,45.8219,46.35858,45.2117,30.00985,23.88418,3.22112,0.82082,6.8304,29.92024,0.15892,0,21.64134
LGALS7,0,0,0,0,0,0.12124,0,0.2052,0,0,0,0,0
SYCE1L,0,0,0,0.70329,0,2.06107,0,3.18066,0.17514,3.01648,1.27135,0.49145,0
TMEM231,0,4.38598,0.56812,0.10047,2.39017,13.70006,0.09203,31.70404,0,1.549,0.47675,9.09178,3.46261
FAM71F2,0,0,0,0.20094,0.53115,0,0,0,0,0.57069,0,0.61431,0
C2orf91,0,0.11542,0.34087,0.10047,0,0.24248,0.09203,4.41189,0,3.9948,0.15892,0.24572,1.73131
CCNI2,0,0,0,0,0,0.12124,0,0,0,0.32611,12.07778,0,1.44276
TMEM240,0,0,0,1.708,0,0.48496,0,2.87286,1.57625,0.08153,0,0,0
FRG2,0,0,0.11362,0.10047,0,0,0,0,0,0,0,0,0
DKFZp779M0652,0,0,1.02262,1.0047,0,0.6062,9.11116,0,0,0.08153,0,0,0.28855
FAM205A,0,0,0,0,0,0,0,0,0,0,0,0.12286,0
CDKL4,0,0.5771,0,0,0,0,0,0.41041,0,0.08153,0,0,0
TMEM88B,0,0,0,0,0,0,0,0.2052,0,0,0,0,0
ACCSL,0,0,0,0.20094,0,0,0.09203,0,0,0,0,0,0
C4orf47,0,0,0,0,0,0.24248,0,0,0.17514,3.83175,0,0,0.28855
TRIQK,378.91702,1.26962,87.60408,38.98253,5.57705,112.51024,28.16177,52.22446,21.8923,0.08153,20.18261,2.45724,42.12847
SDHAF1,0.14224,0,1.36349,3.01411,1.0623,12.24519,0.09203,0.2052,0.70055,0.08153,0,10.3204,1.73131
ARID3C,2.56025,1.96215,0,0,0,0.24248,0,0,0.17514,0,3.33728,0,0
PSENEN,4.12485,2.19299,4.20409,0.10047,0.53115,39.03911,0,6.56653,13.83593,5.2177,0.95351,6.1431,3.46261
REXO1L1P,0,0.5771,0,0.10047,3.71803,0,0.09203,0.30781,0,0.24458,0,0,2.30841
C11orf91,0,0,0,0.10047,0,0,0.36813,0.51301,0,0.16305,0,0,0
LINC00654,0,0,0,0.30141,0,6.30445,0,0.1026,0.35028,0,3.4962,0.24572,7.21378
FABP9,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB10,28.30499,11.42662,39.42752,20.59644,51.52134,26.06649,0,26.67654,3.50277,0.32611,1.43026,0.12286,70.11793
C4orf46,0,3.57803,0.11362,3.01411,2.39017,0,0,0.71821,0.87569,9.70166,0.63567,4.66875,1.73131
SCGB2B2,0,0.69252,1.70436,0,0.79672,1.09116,13.34463,1.53903,0,0.97832,5.2443,0.24572,0.28855
CCDC144NL,0,0,0,0,0,0,0,0,0,0.08153,0.15892,0,0.28855
LGR4,52.91184,1.84673,459.60895,8.03764,64.00331,57.22504,166.57781,0.51301,15.23704,9.2125,0.95351,26.90677,45.59108
PSMB10,0,0,0,0.20094,1.0623,0.36372,16.93388,1.12862,1.05083,44.51349,12.39562,7.61744,0
VIT,0,0,0,11.95598,0.26557,0,0,0,0,0,0,0,0
TTLL10-AS1,0,0,0.11362,0,0,0.36372,0,0.1026,0,0.65221,0.15892,0.12286,0
SPDYE2,0,1.73131,0,1.10517,2.92131,0.12124,0.64422,3.69367,0,0.65221,2.54269,0.36859,0.5771
E2F4,0,0.34626,0.34087,23.51008,9.82623,0.84868,0.73626,64.1263,42.90891,97.26116,27.49284,108.11852,2.59696
PDE7A,10.09876,0,3.18147,31.9496,2.39017,10.30536,12.42431,32.93527,7.70609,32.61062,3.65512,0.24572,12.69625
TMEM170B,0.28447,10.84952,13.7485,2.21035,0,13.70006,18.31436,6.87434,1.40111,15.81615,19.54693,6.1431,11.54205
MUC12,0,1.1542,0,0,0.26557,0,0,5.54051,0,0,5.72105,155.6661,0.28855
CTXN3,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01602,0,0,0,0.10047,0,0.36372,0.09203,0.1026,0.35028,1.46748,0.31784,0.24572,0.28855
MGAT4D,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX2,12.37454,0.80794,0.34087,6.22917,2.65574,3.15223,27.42552,34.16649,19.79064,9.70166,70.24183,10.56613,6.34813
SAP25,0,0,0,0.40188,0,7.27437,0.18406,150.00424,0,0.24458,13.50804,0,0.5771
NT5M,0,0.23084,1.24986,2.10988,0.26557,2.42479,0.64422,0.1026,0,0,0.15892,55.77933,0.5771
SARNP,0.14224,0.34626,3.63597,53.95263,0,1.93983,4.78566,29.03639,159.55109,84.62455,26.38041,51.84775,5.19392
OR6C68,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C65,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C3,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01460,0,0,0.11362,0.10047,0,0,0.09203,0.41041,0,0.16305,0.31784,0,0.28855
ADGRG1,0,0.69252,0,10.44893,4.78033,0.48496,2.94502,3.38587,1.57625,3.42411,1.58918,0.86003,8.07943
IPO7,86.6218,262.46598,2.27248,112.92878,60.55085,201.37878,116.32837,0.82082,1.22597,63.02002,13.66696,349.66513,124.36555
PRR13,20.76647,0.69252,18.52071,179.74162,1.0623,14.18502,29.45022,74.48911,33.80171,112.18052,76.1218,47.67044,21.92989
TECPR1,1.99131,30.47098,0,3.01411,26.02624,17.45849,17.11794,579.90696,0,17.69126,3.17836,16.34064,25.68105
MT1H,0.85342,0.5771,20.11144,5.52587,0.26557,0,0.18406,0,0.17514,3.83175,2.54269,2.5801,0
SLCO6A1,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1A,0.14224,1.26962,17.38447,7.23387,0.53115,0,0.09203,0,3.67791,13.2073,6.03889,7.61744,0
C15orf59,0,0.23084,0,0,0,8.48676,6.99443,0,0.17514,8.23418,0.63567,0,4.32827
MT1M,1.5646,32.20229,56.92561,12.55881,0,0,0.46016,0.2052,75.83493,40.92632,0.31784,0,0
LINC00661,0,0,0,0,0,0,0,0,2.2768,4.07633,0,0,0
CFI,35.8435,331.71822,11.02152,107.00102,50.72462,2.30355,198.78899,62.58727,5.07901,54.45973,659.19253,2.70296,40.10861
OR52E6,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMD9,36.12797,45.47564,0.11362,0.20094,8.49837,4.24338,6.9024,22.88026,0.17514,96.52743,0,0.61431,7.79088
KRT6A,0,0,0,0,0,0,0,0,0,0.16305,0,0,0
CNEP1R1,0.14224,1.03878,2.3861,13.2621,1.32787,5.33454,5.70598,8.51597,0.52542,8.88639,17.32208,19.41219,4.03972
LOC100129027,0,0,0,0,0,0,0,0,0,0,0,0,0.28855
KRT81,0,0,0,6.93246,0,0,2.0247,0.2052,0,232.92133,0,0,0.5771
EXOC3L4,0.14224,0,0,2.7127,0,21.70187,19.14264,11.08102,3.85304,42.88296,25.90366,0.24572,0
KRTAP12-3,0,0,0,0,0,0,0,0,0,0,0,0,0
IZUMO3,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-2,0,0,0,0,0,0,0,0,0,0,0,0.12286,0
TP53TG3,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53TG3,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP6AP1L,0,0,0,1.708,1.59344,0.36372,75.00603,21.54644,0,13.37035,26.06258,0.12286,4.32827
CCDC85C,0,294.09117,178.95775,0.80376,0,24.61162,10.21555,2.35985,42.03322,15.81615,51.17165,0.12286,0.28855
LOC100133091,0,2.42383,2.8406,0.80376,3.45246,2.90975,0.18406,28.83118,0.17514,11.73982,2.70161,1.22862,1.73131
OR52J3,0,0,0,0,0,0,0,0,0,0,0,0,0
OR51A2,0,0,0,0,0,0,0,0,0,0,0,0,0
OR51A4,0,0,0,0,0,0,0,0,0,0,0,0,0
C2CD4B,0,3.57803,0,0,0,0.48496,8.37491,0.1026,2.62708,21.03385,0,0.12286,0.28855
RGL3,0.56894,0,1.24986,22.50538,4.51476,67.04543,8.9271,0.51301,1.57625,29.10498,0.79459,16.70923,16.15886
NAP1L4,6.6851,43.85975,4.31771,2.7127,12.48197,78.32071,40.67812,3.69367,5.42929,131.17621,0.47675,23.5895,20.48713
TMSB4X,13.08572,214.22025,2.95422,534.50276,2.39017,3057.6598,224.92606,941.7845,998.98945,1789.91523,168.29433,128.75933,77.04316
TMEM256,0.14224,4.73224,0.11362,3.61694,1.32787,18.79212,1.93267,1.53903,115.24107,16.63141,11.91886,216.72849,1.1542
C9orf92,0,0,0,0,0,0,0,0,0,0,0,0,0
CHKB-AS1,0.71118,0,0,0.20094,0,0,0.92032,0,1.75138,0,0,0.49145,0
CPT1B,2.41801,0.69252,0,0.30141,0,7.15313,46.56816,17.23715,73.20785,9.62013,109.01786,0.86003,4.61682
SMN1,10.09876,5.6556,0,13.2621,0.26557,0.6062,1.01235,15.80072,0.52542,0,3.01945,12.77764,2.01986
SERF1A,0,0,0,2.81317,1.85902,0.84868,0.36813,9.33679,0,2.11969,6.35673,7.7403,6.34813
HMGN1,3.12919,2.07757,72.37847,686.21312,12.74755,32.8559,43.71517,445.29303,1.40111,199.82155,14.77939,1075.16498,26.83526
DENND6B,3.27143,0.46168,0,0,0,0,3.49721,48.63339,40.63211,61.63407,14.46155,3.19441,2.30841
EIF3CL,0,93.72136,38.74577,0,40.10166,0,2.20877,0,0,23.80575,25.74474,3.68586,0
LINC01446,0.14224,0.11542,0.11362,0,0.26557,0,0,0,0,0,0.15892,0,0
LCMT1,0,2.53925,0.11362,37.97783,2.39017,7.75933,34.32791,9.13159,0.87569,8.39723,0.31784,0.49145,1.1542
LINC01310,0,0,0,0,0,0,0,0,0.17514,0.24458,0,0,0
LINC00898,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00583,0,0,0,0,0,0,0,0,0,0,0,0,0
MFSD2B,12.94349,0,0.11362,0,3.18689,0.24248,0,0.51301,0,0.16305,0,4.30017,0.5771
VCX3B,0,0,0,0,0,0,0,0,0,0,0,0,0
CDPF1,0,0,0,0,0,0,4.6016,2.87286,2.97735,12.47356,12.55453,5.77451,0.86565
HTN3,0.28447,0.11542,0.34087,0.10047,0.26557,0.12124,0.18406,0.61561,0,1.38595,0.63567,0.9829,2.88551
LIN52,0,0.11542,0.11362,0.90423,0,9.09296,0.55219,4.41189,10.15803,2.85343,13.50804,6.88027,2.88551
ARSH,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOT6,0,0,0,0,0,0,0,0,0,0.16305,4.44971,0,0
SMIM11A,0,0.5771,0.11362,46.01546,0.53115,0.24248,0.55219,5.54051,0,63.18307,0.15892,25.80101,0.28855
TECRL,0,0.34626,0.4545,0.30141,0.26557,0.12124,0,0.1026,0.17514,0.89679,0.31784,0.24572,1.44276
DPF3,0,0.11542,0.68174,0.60282,0,0.12124,0,0,0.17514,5.95144,0,0,0
MANSC4,0,0,0,0.20094,0,0,0,0.82082,0,0,0,0,0
ADARB2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP2D7,0,0,0,0,0,0,0,0,2.10166,0.08153,0,0.12286,0.28855
LINC00634,0,0,0,0,0,0,0,0,0,0,0,0.12286,0
ETFRF1,2.98696,15.12007,0.79537,0.40188,0,0,8.28287,21.23863,13.48566,5.62533,13.66696,0,2.30841
C17orf107,0,0.34626,0,0,1.0623,0,0,0.1026,0,1.2229,0.15892,4.91448,1.73131
MBD3L4,0,0,0,0,0,0,0,0,0,0,0,0,0
ITSN1,50.06711,28.97052,1.81798,85.39988,15.13771,17.33725,2.20877,43.50328,6.12984,108.34877,3.81404,111.31293,30.00932
ITPRIPL2,0,4.5014,10.68065,73.24295,26.55739,0.12124,4.41753,0.41041,1.22597,11.41372,14.77939,0.12286,6.63668
LOC107984285,0,0.11542,0.34087,0.80376,0,0,0.2761,0.1026,0,1.14137,0,1.22862,0.86565
DENND1C,0.71118,0.11542,10.45341,1.40659,8.76394,32.00722,0.73626,37.55236,0,4.81007,0.79459,0,5.77102
SLCO1B7,2.13354,0.46168,0.11362,0,0,0,0.36813,0,0,0.16305,5.2443,1.59721,0.28855
CRLF2,0,0,0,0,0,0,0,0,0,0,0,0,0.28855
CRYZL1,4.55156,0.11542,0,3.21505,1.85902,5.09206,3.58925,6.25873,0.52542,3.50564,0.79459,46.07323,8.07943
