gene_symbol,GSM2388498,GSM2388499,GSM2388500,GSM2388501,GSM2388502,GSM2388503,GSM2388504,GSM2388505,GSM2388506,GSM2388507,GSM2388508,GSM2388509,GSM2388510
CYTH2,0,0.23084,0.68174,6.53058,12.48197,43.52497,16.38169,2.15464,3.32763,97.9949,2.70161,6.88027,71.56069
GRWD1,0.99565,1.61589,13.97575,20.59644,4.24918,49.46571,3.22112,0.2052,0.17514,84.05386,0.47675,0,17.31307
GRIN2D,0,0,0,2.00941,0,2.06107,0.18406,0.1026,0,4.15785,0,0.12286,3.46261
SYNGR4,0,0,0,2.7127,0,0.24248,0,0,0,0.08153,0,0.36859,0
CLEC11A,0.71118,0.23084,0,821.54681,0.26557,0,0.09203,14.7747,0.35028,0.40763,2.22485,0,0
CCDC114,0,0.11542,0,0.10047,1.85902,1.57611,0.36813,0.30781,0,0.08153,0.79459,0.9829,2.88551
CARD8,0,14.08129,4.20409,27.83031,21.24591,44.13117,5.89004,8.51597,6.65526,15.6531,1.7481,79.98313,51.36211
LIG1,0,1.38504,0.11362,4.11929,8.76394,25.94525,4.3255,0.30781,1.57625,0.32611,0.15892,11.42616,25.68105
SIGLEC6,0,0,0,0,0,0,0,0,0,0,0,0,0.28855
ZNF175,5.26274,1.03878,0.68174,14.06586,3.45246,2.90975,0.09203,1.12862,0,3.09801,0.31784,2.94869,4.61682
PLA2G4C,0.14224,4.73224,0,1.50706,1.32787,11.15403,21.81157,0.92342,0.70055,5.13617,28.92311,2.70296,8.65653
SIGLEC5,0,0,0,0,0,0,0,0,0,0.24458,0,0,0
CABP5,0,0,0,0,0,0,0,0,0,0,0,0,0
HAS1,0,0,0,0,0,0,0.82829,0.1026,0,34.32267,0,0,0
RAB3D,0.14224,0.34626,1.47711,3.11458,14.60657,11.27527,0.64422,23.70108,0.17514,0.48916,0.15892,1.59721,4.90537
DBP,1.99131,0.11542,1.47711,6.83199,2.39017,44.13117,0.64422,6.15612,1.57625,0.16305,27.33392,0.12286,9.81074
TMEM205,2.13354,0.11542,15.68011,689.62912,2.92131,45.94976,6.3502,102.08907,26.79618,4.56549,44.81492,39.43869,4.03972
CAPS,0,0.46168,0.22725,50.73757,9.02951,89.71722,153.50927,19.597,0.17514,2.28274,1.11243,49.88195,9.81074
PLPPR2,0.28447,0,1.02262,23.61055,1.0623,13.09386,0,0.61561,1.75138,3.50564,0.79459,0,5.77102
FAM83E,0,0,0.56812,0,0.79672,0,0,0,0,1.71206,0.15892,0,0
RASIP1,0.14224,0,4.43133,13.86492,1.32787,15.39741,8.74303,0.1026,0.35028,0.16305,12.39562,0,1.1542
THEG,0,0,0,0,0,0,0,0,0,0.08153,0,0,0
FGF21,0,0.11542,0,0,0,0.12124,8.28287,0,0.70055,0.08153,0.15892,0,0
BCAT2,0.85342,0,0,100.67138,7.43607,26.91517,8.651,0.61561,0.52542,0.24458,2.22485,0.61431,8.65653
MIER2,0.56894,1.73131,1.70436,9.74563,3.18689,66.43924,54.94307,21.13603,1.75138,20.13706,9.05834,4.54589,7.21378
PLEKHA4,61.30377,0.80794,11.02152,4.4207,1.85902,25.94525,12.24025,44.3241,25.04479,2.11969,17.79883,0,8.65653
PPP2R1A,3.5559,4.03971,0.56812,1179.82441,9.82623,34.79573,59.54466,194.43094,494.94113,236.34545,71.83101,3.31727,50.2079
TNPO2,0.42671,0,21.92943,1.20565,44.08527,73.47113,37.1809,11.38883,0.35028,143.89435,47.83437,153.20886,45.30253
WDR83OS,3.41367,0.34626,2.3861,7.63575,4.24918,118.2085,22.54783,27.59996,154.82235,30.98009,41.31872,17.32354,5.48247
CACNG7,0,0,0,0,0,0,0,0,0,0,0,0,0
GCDH,7.68075,0,14.65749,10.64987,9.82623,14.30626,12.24025,0.41041,9.63261,2.20122,4.44971,11.18044,1.73131
LILRB5,2.84472,35.20322,0.11362,0.40188,0,0.12124,0,2.25725,0.35028,5.05465,0,0.24572,3.17406
KLF1,0,0,0,0,0,2.30355,0,0,0,0,0,0,0.28855
DNASE2,3.12919,0.23084,13.63488,9.54469,1.32787,27.76384,0.18406,0.51301,5.25415,48.50829,0.47675,4.05444,3.17406
MAST1,0,0,0.4545,0,0,0.24248,0,0.51301,0,0.89679,0,8.7232,0.28855
LENG1,0,0,0,0,0,0,0.73626,0,0,0,0.47675,0.12286,0
PRPF31,2.41801,0.11542,0,10.75034,4.51476,0.12124,0.2761,25.75312,1.05083,10.02776,61.50133,0.36859,3.75117
TFPT,0,0,0,0,0,0,0,2.77026,1.40111,4.81007,7.31024,0.12286,0.28855
JAK3,0,0,0.11362,1.40659,4.51476,9.94164,0.2761,36.32114,2.10166,2.4458,2.86053,11.18044,11.8306
RPL18A,4.83603,1.38504,0.56812,137.74498,21.77706,792.17879,87.43034,288.10664,124.87368,7.41892,74.85045,330.25294,30.58642
SLC5A5,0,0.46168,0.22725,0.40188,1.85902,0.36372,0.18406,0.2052,0,0.32611,0,0.12286,1.1542
KCNN1,0,0,0,0,0,2.18231,0,0.61561,0,0.08153,0,0.12286,0.5771
ARRDC2,0,0,0,19.3908,2.65574,12.12395,25.49285,17.13455,7.88123,1.63053,18.75234,3.93158,6.92523
PIK3R2,0,1.1542,0,8.53999,72.23611,112.14652,0.55219,16.72414,0.35028,6.52212,3.65512,46.93327,19.33293
RAB3A,0,0,0,1.50706,0,3.51595,0,1.43643,0,2.36427,0,0.12286,0.86565
PDE4C,0,0.46168,0.11362,21.19926,0.53115,0.48496,9.93945,3.28327,0,7.09281,0.31784,0.12286,7.50233
ISYNA1,0,0.46168,0,28.03125,1.59344,33.34086,17.302,72.23187,2.45194,55.35652,52.91975,6.26596,4.03972
ELL,0,2.30841,5.11308,9.74563,4.24918,38.55416,24.4805,2.97546,0.35028,6.27754,6.03889,6.88027,8.07943
CRTC1,0,0.11542,1.81798,2.91364,9.29509,16.12485,31.65899,82.08166,0.17514,0.16305,10.01184,0.12286,14.42756
COMP,0,0,1.59074,38.37971,1.0623,2.54603,1.38048,10.15761,0,0,5.56214,0,5.48247
UPK1A,0,0,0,0,0.26557,0.6062,0,0.30781,0,0,0,0,0
COPE,0.56894,1.1542,6.02207,102.9822,5.31148,145.72986,19.05061,869.24483,3.67791,27.9636,12.39562,17.4464,4.90537
DDX49,0.28447,1.26962,5.56757,1.0047,4.51476,43.88869,65.9869,39.09139,2.10166,10.35387,6.03889,72.61142,4.90537
ETV2,0,0,0,0,0.26557,1.81859,0,3.07806,0,0,0.15892,0,0
ATP4A,0,0,0,0,0,2.78851,0,0,0,0,0,0,0.28855
ARMC6,0.28447,1.96215,1.93161,24.61526,3.71803,27.76384,0.64422,100.75524,0.17514,11.90288,6.03889,13.14623,1.73131
TMEM147,0.85342,0.23084,4.54496,11.45363,1.32787,82.68533,14.44901,1.02602,0.70055,1.30442,11.28319,2.21152,2.88551
GAPDHS,0,0,0,0,0,0,0,0.1026,0,0,0.15892,0,0
MAG,0,0,0,0,0,3.51595,0,0,0.17514,0,0,0,0.28855
TMEM59L,0,0,0,0.10047,0,1.09116,0,4.51449,0,0.08153,0.31784,3.93158,0.28855
HAMP,297.7002,64.05832,62.26593,0.10047,11.1541,24.61162,2640.48837,3.59107,2541.08309,439.34654,0.63567,0.36859,11.54205
USF2,4.12485,5.42476,1.93161,21.50067,9.82623,172.16007,74.914,38.57838,24.69451,2.4458,1.90702,180.8528,28.56656
LSR,3.12919,33.9336,14.08937,3.416,17.52788,38.55416,235.4177,29.5494,88.97031,49.1605,20.9772,17.4464,8.94509
KXD1,1.28013,0.34626,16.24823,67.61661,7.43607,35.40193,1.10438,9.33679,0.70055,12.14745,45.60951,2.5801,15.29321
FKBP8,1.84907,0.34626,9.99891,99.16433,7.1705,359.59631,24.29643,60.74043,17.16356,41.41548,97.57575,96.5695,17.89017
SUGP1,0,1.38504,0,6.73152,6.63935,75.04724,2.11673,151.85108,0.35028,0.57069,56.8927,57.37653,26.83526
HPN,4.40932,35.31864,6.13569,0,34.79018,70.3189,1329.40136,59.71441,281.97283,22.33827,96.14549,29.60973,13.27335
ZNF14,0,0,0,13.66398,1.32787,5.57702,0.18406,7.48995,0.17514,0.32611,10.64752,0.61431,2.01986
SCN1B,0,3.46261,0,0.50235,1.59344,4.72834,20.06296,2.25725,0,0.08153,0.47675,0,1.44276
PBX4,0,0,0,0,0,0.96992,0,2.35985,0,5.29923,0,0,0.28855
ERF,1.84907,1.38504,34.54169,26.22279,6.37377,25.70277,15.82949,0.41041,1.75138,30.57245,76.59855,127.03926,21.92989
GSK3A,0.56894,0.69252,14.77112,6.43011,5.84263,45.46481,0.64422,0.82082,1.40111,124.0834,2.22485,18.30643,18.17872
ATP13A1,38.40375,0.11542,10.33978,50.83804,17.52788,67.40915,1.01235,418.8217,0.87569,3.83175,85.02122,28.01253,34.33759
ZNF574,0,2.77009,6.70381,3.416,2.12459,11.27527,0.09203,10.77322,0.17514,41.33396,1.58918,13.26909,9.81074
GRIK5,0,0.23084,0.11362,0,0,0.24248,0,0,0,0.40763,0,1.47434,1.73131
SIPA1L3,2.70249,10.84952,14.54387,3.21505,36.11805,22.91426,0,3.89888,2.97735,1.05985,4.76754,3.31727,93.20202
ZNF85,0.14224,0.46168,1.24986,1.0047,0.53115,3.75842,0.09203,0.71821,0,0.40763,0,5.65165,0.86565
ETHE1,0,0.11542,0,4.01882,0.79672,7.03189,2.76096,0.51301,0,11.16914,4.44971,18.42929,0.5771
CADM4,0,0,0,0.40188,1.0623,7.27437,0.09203,0.30781,0,31.71382,13.03129,0,9.52219
SMG9,0.28447,0.23084,0.56812,6.22917,4.78033,24.12666,59.3606,6.05352,1.75138,32.69214,50.85381,2.21152,24.2383
AVL9,23.18449,0.23084,83.39999,0.90423,54.17708,91.05085,348.98511,2.35985,6.48012,67.34092,138.2588,25.80101,18.75583
RUNDC3B,0.42671,38.55041,10.68065,0,2.39017,3.75842,0,0.51301,0,5.46228,0.63567,2.21152,2.01986
CFAP69,5.97392,53.55506,10.56703,1.30612,18.05903,15.39741,0.55219,11.79924,0.35028,193.54401,0.47675,1.10576,12.11915
GTPBP10,4.12485,284.51128,21.24768,0.30141,36.6492,44.37365,1.56454,10.055,109.4615,132.96979,0.95351,0.12286,19.91003
RASA4,0,8.65653,0.22725,86.80646,2.92131,73.83485,30.37054,124.14852,3.32763,47.85608,74.53262,32.80414,4.61682
CDK6,69.12675,168.0521,117.71443,39.28394,175.80993,137.36434,119.08933,12.62006,0.35028,168.10773,0.79459,48.28475,169.66808
PMPCB,25.6025,91.87463,31.92834,98.86292,17.2623,62.55957,42.97892,327.50584,0.52542,37.90984,1.58918,1.47434,15.29321
DNAJC2,0,148.89231,11.93052,36.3703,10.62296,39.76655,27.33349,139.64143,0.70055,5.46228,50.37706,1.10576,7.79088
TFPI2,0,41.55134,0,5.4254,1.0623,1.21239,53.0104,1.74424,0.17514,165.98804,5.87997,0,1.1542
BET1,12.94349,75.13868,0,1.708,4.51476,37.22052,2.94502,100.03703,22.41772,74.67831,0.31784,0.24572,4.61682
NAMPT,1617.36692,15667.51077,572.89205,289.9577,19.91804,51.2843,55.58729,18.67358,151.14444,47.69303,23.99664,28.50397,76.75461
TWISTNB,1.84907,44.55227,84.08174,0.40188,15.40329,0.36372,11.78009,7.18215,11.55913,0.57069,2.06594,43.49313,8.65653
PIK3CG,0.14224,15.00465,1.13624,1.40659,1.0623,2.18231,0.09203,1.94944,0.35028,0.24458,0,0.73717,3.46261
PON3,57.17892,262.69682,303.03512,19.18985,9.82623,166.70429,51.44585,5.1301,4.20332,0,1.43026,15.35774,9.81074
PON2,40.67953,89.45081,52.38065,300.40662,44.35084,129.96873,37.08887,49.4542,2.10166,23.88728,68.81156,68.06552,33.47193
ITGB8,0.14224,0.23084,20.90681,1.20565,0.26557,0.6062,2.20877,0.30781,0,25.27323,0.79459,4.05444,3.75117
HBP1,12.65901,183.86469,38.17765,143.57226,16.20001,81.83665,24.75659,1.64163,22.06744,0.73374,18.11667,92.26933,20.19858
DUS4L,3.27143,4.73224,0.22725,42.69994,1.85902,4.6071,0.2761,2.05204,0,0,0,6.75741,2.88551
SP4,0.14224,0,15.11199,10.95128,28.15084,0.48496,1.74861,2.46245,0,2.7719,0.15892,3.563,4.61682
WDR91,13.7969,25.50791,6.36294,15.17104,31.07215,30.18863,1.19642,0.1026,245.89432,4.64701,0.95351,42.01879,26.25816
DNAH11,0.14224,0.46168,3.97684,0.70329,0.79672,0,1.10438,0.41041,0,3.91327,1.7481,0,2.88551
CBLL1,1.84907,76.52372,0,13.2621,26.55739,19.0346,18.22232,2.87286,1.22597,17.60973,0.15892,22.36088,8.94509
DLX5,0,0,0,0,0.53115,0.96992,0,36.62894,0,0.48916,4.29079,0.12286,0.5771
MTPN,98.00069,285.7809,8.40817,33.6576,32.13444,203.43986,0.55219,132.45929,166.20634,20.30011,0.31784,16.83209,31.74063
STEAP1B,0,0.34626,1.02262,0.50235,0,0,0,0,0,0,0,0.12286,0
PTN,10.241,20.42941,0.56812,3.11458,2.39017,18.67088,0,4.61709,150.9693,0.40763,0,0,5.19392
MPP6,24.60685,0.5771,312.92041,0.10047,23.63608,0,6.25817,0.51301,0,1.46748,3.01945,0.12286,14.71611
DFNA5,14.08138,0,9.31717,5.52587,3.71803,0,2.76096,2.66765,0.17514,0.24458,7.94591,0,12.9848
ATP6V0A4,0,0,0,0,0,0.48496,0,0,0,0,0,0.24572,1.44276
ZC3HAV1,12.09007,182.94133,8.97629,1.60753,36.6492,68.37907,0.82829,12.72266,90.02114,10.02776,3.4962,5.40593,51.36211
TTC26,0,7.61775,4.99945,0,2.39017,13.33634,0.2761,0.61561,5.77957,2.7719,0,0,2.30841
OGDH,5.40497,28.16258,109.64713,2.00941,31.86887,67.77287,177.16148,68.23038,1.22597,16.95752,2.22485,63.39677,34.33759
NPVF,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAP1,0,0.34626,1.81798,0.40188,4.51476,0,6.99443,0,0,21.11537,0.15892,0,2.59696
TFEC,14.79256,28.73968,3.40872,0,6.1082,3.75842,0.18406,0.41041,41.68294,5.13617,0.47675,1.35148,11.54205
H2AFV,25.03356,6.34812,64.53841,21.09879,29.4787,9.09296,347.5126,350.2835,15.0619,87.2334,94.71522,85.2662,11.54205
CAV2,90.88888,137.46569,50.67629,2.51176,2.65574,20.97443,12.88447,2.66765,137.65878,112.99579,5.87997,34.64707,3.46261
CAV1,9.38758,153.50913,23.74741,17.28092,0.79672,35.03821,18.86655,6.46393,229.43131,55.35652,1.90702,0.24572,4.61682
MET,226.15543,572.02348,43.06348,8.64046,243.79686,100.62877,62.85781,3.89888,7.70609,61.14491,11.60103,4.66875,73.29199
RNF32,3.27143,0.80794,0,0,1.59344,4.48586,1.10438,0,0,0.16305,0.15892,0.73717,1.44276
LMBR1,77.37645,34.97238,6.81744,33.05478,35.05576,36.8568,0.09203,14.8773,0,3.83175,2.22485,57.74512,38.95441
WNT2,0.14224,2.77009,2.15886,0,0,0.84868,0.55219,0.1026,1.57625,0,0,0,1.44276
HOXA1,0,0,0.79537,0,0,0,0,0.92342,0,0.08153,0,0.12286,0.5771
DNAJB6,0.99565,184.32637,64.76566,70.53025,17.2623,166.58305,24.4805,123.1225,48.68848,32.36604,33.84957,108.60997,36.93455
HOXA2,0,0,0.68174,0.10047,0.53115,0.24248,0.36813,0,0,0.08153,0,0,0.86565
HOXA3,0,0,0.22725,0,14.34099,0.6062,2.48486,0.2052,0,0.16305,0.15892,24.57239,6.92523
LFNG,0,1.03878,5.45395,15.9748,5.31148,0,14.08089,4.41189,0.70055,36.36084,17.63992,0.12286,0.86565
HOXA5,0,0,0.79537,0,0,0.24248,0.2761,0,0,2.69038,0,0,0.86565
HOXA6,0,0,0,0,0,0,0,0.51301,0,0,0,0,0
BRAT1,0.42671,7.84859,16.47548,11.65457,18.85575,1.81859,123.0467,4.9249,0.87569,199.08782,24.95015,21.37798,6.34813
IQCE,0,8.65653,15.68011,0.70329,18.59017,0.12124,22.08767,3.79628,0,14.67478,1.90702,36.98145,17.89017
ANKRD7,0,0,0,0.40188,0,0,0.09203,0.1026,0,0,0,0.12286,0.28855
VIPR2,0,1.26962,0.68174,0,0,0,0,0,0.70055,0.16305,0,0,0
TSPAN12,0.42671,15.81259,0.4545,2.61223,3.18689,19.15584,3.49721,0.71821,7.00554,31.79535,0.15892,0.24572,1.44276
SSBP1,29.72735,34.97238,0.22725,29.03596,2.65574,10.54784,2.11673,1.53903,343.79669,90.65751,0.79459,0.24572,1.73131
HOXA13,0,0,0,0,0,0.12124,0,0,0,0,0,0,0
CPED1,8.96088,206.48709,20.90681,17.48186,14.34099,5.45578,106.84908,0.61561,30.29894,53.23683,10.96535,1.96579,13.5619
EVX1,0,0,0,0,0,0.12124,0,0.92342,0,0,0,1.10576,0.86565
HIBADH,30.58077,1.50047,369.61877,0.70329,11.95083,84.7464,45.09565,4.41189,4.37846,9.13097,1.7481,6.26596,8.07943
TAX1BP1,0.99565,0.80794,260.53976,1.40659,30.27543,168.03793,21.71954,10.15761,1.75138,42.71991,1.7481,64.99397,24.8154
CPVL,1.70683,0.34626,68.85612,0.10047,2.39017,22.06559,3.03705,26.88175,0.35028,0.32611,0.15892,0.49145,4.61682
CHN2,4.12485,0.80794,95.21689,16.17574,31.07215,32.00722,17.302,0.71821,1.92652,8.96792,0.15892,0.61431,10.67639
GRB10,13.22796,32.43313,13.294,33.05478,13.80984,20.61071,46.66019,41.75905,69.17967,37.50221,44.81492,8.35461,6.92523
ABHD11,0.28447,0.23084,0,0.20094,1.85902,7.03189,26.32113,151.33807,6.30498,39.86648,1.58918,0.9829,1.1542
COBL,3.69814,21.92988,41.13188,0.10047,69.31479,2.66727,13.89682,22.26465,9.28234,10.59845,3.01945,0.9829,4.90537
FKBP14,0,0.34626,54.65313,15.37198,8.76394,16.97353,5.42988,9.13159,0,1.46748,0.15892,0.24572,18.46727
PLEKHA8,0.42671,0.34626,17.38447,15.47245,9.82623,11.39651,1.84064,23.39327,0,0.16305,0.15892,6.38882,19.91003
STX1A,0,0.23084,0,0,5.0459,1.93983,0,45.65793,0,0.24458,0,4.30017,4.03972
NOD1,3.12919,0,8.63542,0.20094,2.65574,4.72834,4.6016,78.6958,0,3.91327,0.95351,7.7403,9.81074
GARS,39.11493,0.23084,55.78937,21.90256,17.79345,184.76897,37.08887,21.44383,1.05083,91.14667,3.4962,0.9829,22.50699
CRHR2,0,0,0.11362,0.10047,0.79672,1.21239,0,0,0,0.89679,1.58918,0,1.44276
EPHB6,4.83603,0.80794,0,0,0,0.72744,23.28408,1.12862,189.85003,57.63927,0,0,0
MINDY4,0.42671,0.34626,8.29455,0.10047,4.51476,3.39471,8.19084,5.74572,0,4.32091,1.58918,0,1.1542
GHRHR,0,0,0.22725,0,0,0.12124,0.82829,0,0,0.24458,0,0,0
NSUN5P1,0,0.11542,0,6.43011,2.92131,21.33815,90.55943,228.49483,15.93759,5.46228,79.93584,27.64394,1.73131
CASP2,2.13354,16.27428,0,12.86022,16.46558,27.40012,0.18406,1.23122,60.59789,23.72422,0.31784,11.67189,9.23364
CHCHD2,80.36341,30.24014,59.31171,47.82393,8.49837,399.4841,32.39524,1687.08602,41.33266,114.95242,8.10483,51.23344,9.23364
CCL24,0,1.03878,0.4545,0.10047,0,1.09116,0,0.2052,0,0.48916,0.31784,0,0
HSPB1,32.71431,129.04,0.22725,6.43011,32.66559,377.29728,332.5114,4361.92227,192.82738,308.00728,655.21958,454.22065,47.61094
NPTX2,0.28447,11.42662,0,2.10988,0,21.21691,0.09203,10.26021,0,0,0,0,1.44276
PDAP1,1.5646,96.72229,0.79537,41.29335,48.33445,81.47293,37.54903,112.45188,5.25415,40.60022,62.61376,114.0159,23.66119
BUD31,1.13789,41.78218,9.88529,73.44389,3.45246,75.65344,12.60838,152.7745,123.47257,20.54469,61.02457,34.03276,5.48247
PTCD1,1.70683,30.12472,0,2.00941,3.18689,7.88057,0.55219,15.69812,5.95471,51.19867,36.39226,5.03734,7.50233
CYP3A5,706.0601,755.19565,2.61335,25.11761,297.70836,66.07552,435.31107,159.64884,87.04379,273.92918,996.89363,9.46037,62.90415
ZKSCAN1,117.06033,3601.23177,102.82969,41.69523,461.56747,66.43924,27.33349,185.81237,0.35028,53.07378,66.10996,46.07323,174.2849
EIF3B,65.71309,56.20973,288.83213,246.55447,48.60003,0,436.96765,32.11445,19.96578,203.00109,4.44971,81.94892,25.3925
SNX8,1.84907,5.77102,37.95041,4.4207,9.56066,0.96992,85.03751,5.0275,2.97735,46.95929,52.76083,1.35148,8.94509
NUDT1,0.14224,0,1.70436,3.91835,0,0.12124,11.31993,0.41041,0.17514,5.70686,5.2443,3.563,6.63668
PTPRZ1,1.28013,2.30841,0.68174,6.02823,0.26557,1.33363,0,2.77026,0,14.83783,0,1.10576,12.69625
TAF6,4.26708,8.42569,0.79537,29.2369,10.62296,35.03821,0.55219,124.25112,2.2768,37.58374,1.43026,1.84293,16.73597
WASL,20.90871,204.52494,45.90408,8.13811,40.36724,67.28791,24.57253,3.48847,20.49119,49.32356,25.10907,8.7232,21.92989
HYAL4,0.28447,0,0,0,0,0,0.2761,0.2052,0,0.24458,0,0,0.86565
SPAM1,0,0,0,0.10047,0,0,0.09203,0,0,0,0,0,0
AIMP2,0.85342,0.11542,33.74632,5.22446,2.12459,1.93983,9.47929,22.16205,0.17514,1.63053,27.33392,0.36859,2.88551
TFR2,37.55034,833.10442,5.11308,0.90423,62.40987,16.85229,144.85827,370.59872,1203.72624,76.798,974.00941,559.26762,15.00466
FSCN3,0.85342,0,0,0,0,0,0,0,0,0,0,0,0
MOSPD3,0,4.27055,0,26.22279,3.45246,14.79122,0.64422,141.18046,90.37142,23.47964,34.80308,1.59721,0.86565
PAX4,0,0,0,0,0,0,0,0,0,0,0,0,0
PCOLCE,2.56025,37.04995,0.4545,493.61129,9.29509,45.46481,1.56454,1318.12894,51.66583,149.51968,57.36946,76.91158,2.59696
FBXO24,0,0,0,0,0,0.72744,0.09203,7.28475,0,1.30442,2.54269,1.59721,0.28855
PPP1R17,0,0,0,0,0,0,0,0,0,0,0,0,0
RBM28,4.12485,118.53675,50.78991,11.35316,63.73774,88.7473,14.72511,3.28327,50.615,127.42599,0.31784,145.46856,54.82472
USP42,0.71118,2.07757,44.0861,24.8162,11.68525,0,30.73867,1.74424,9.80775,40.92632,6.83348,0.36859,8.36798
IMPDH1,4.55156,18.46726,1.24986,47.82393,2.92131,47.76836,1.93267,1.12862,1.05083,20.21858,5.87997,0,12.11915
AGFG2,12.65901,51.36208,0,4.72211,67.98692,94.20308,34.8801,492.38739,1.92652,5.29923,110.13029,1.35148,21.06423
LSM5,0.14224,0.34626,32.26921,0.10047,5.57705,155.55026,163.0806,11.90184,55.69401,25.1917,61.34241,8.96892,2.01986
SERPINE1,16.9261,753.2335,1.70436,227.36461,36.6492,40.97895,547.59004,239.78106,222.42577,511.66058,132.69666,25.67815,33.18338
AP1S1,0.56894,13.85045,0,22.40491,4.51476,56.74008,3.03705,73.36049,0.17514,0.32611,26.69825,15.84919,2.88551
MOGAT3,4.83603,3.69345,0,0,1.32787,0.12124,0.2761,5.84832,0.17514,0.48916,0,7.37172,1.44276
C1GALT1,40.53729,5.88644,106.80653,72.94154,40.63281,2.90975,51.99805,24.31669,0.17514,5.38075,15.89182,313.66657,69.54083
PLOD3,33.99443,38.08873,0.4545,61.38744,12.2164,60.25602,15.73746,202.84431,7.88123,28.53429,14.14372,37.84148,14.13901
RPA3,0.99565,0.11542,12.72588,33.85854,0.26557,28.61252,20.52312,35.29512,0.35028,0.40763,0.63567,64.99397,1.1542
ZNHIT1,203.9666,118.30591,0.56812,165.27388,13.01312,137.48558,230.26391,279.38547,95.97584,11.9844,62.93159,5.28306,7.50233
CLDN15,0,3.34719,0.11362,15.47245,4.24918,8.12305,69.11599,141.38567,18.91495,3.26106,80.41259,13.63768,2.59696
NOBOX,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCCI1,4.40932,0,10.45341,14.86963,3.98361,0,13.5287,2.66765,0,8.47876,0,0.12286,7.50233
MYL10,0,0,0,1.50706,0,0,0,0,0,0.08153,0,0.24572,0.28855
PHF14,67.84663,0.23084,39.54114,1470.38493,22.04264,0.24248,164.73717,45.24752,2.45194,148.45983,44.02033,84.03758,9.23364
NRF1,4.69379,23.08408,9.31717,0.10047,13.80984,10.4266,0.82829,0,0,3.75022,15.41506,13.8834,15.58176
TMEM106B,112.79324,12.92708,829.56859,152.81554,37.97707,4.0009,262.38306,12.41485,8.40664,217.26823,130.94857,42.51024,79.35157
EZH2,0,4.38598,6.70381,0.10047,10.88853,8.12305,3.77331,6.46393,0,2.7719,0.31784,9.70609,8.36798
CEP41,0.28447,9.92615,7.38556,13.56351,0.79672,17.8222,5.42988,0.30781,0,2.52732,0,61.43098,2.88551
ZNF862,0.14224,15.46633,18.74795,2.41129,14.60657,7.15313,0.18406,36.83415,90.89683,2.28274,3.4962,5.03734,23.94975
SFRP4,0,0,0.11362,50.13475,1.32787,17.70096,21.71954,147.747,1.75138,6.35907,0,0,5.77102
MEST,8.24969,91.18211,39.08665,24.41432,25.22952,121.36072,20.98328,23.49588,50.615,2.28274,0.31784,633.47625,44.14833
MEOX2,0,0,1.93161,10.85081,0.79672,0,4.41753,1.43643,1.75138,2.69038,0.63567,0.24572,0.5771
ANKMY2,0.14224,0.5771,34.20081,69.72649,5.0459,0.6062,12.88447,6.77174,4.72874,21.60453,3.33728,6.02024,5.48247
ACTR3C,71.54477,69.71392,4.09046,0,9.56066,4.36462,13.71276,0.51301,2.45194,3.42411,10.64752,14.00626,6.34813
POU6F2,0,0,2.27248,0.10047,0,0,0,0,3.50277,0.08153,0.15892,0.12286,0
TSPAN13,14.79256,0.11542,53.85776,179.1388,5.57705,1.45487,62.94985,1.33383,16.81329,43.20907,102.97897,12.04047,8.65653
RARRES2,291.15734,458.10355,22.49755,0.50235,33.46231,155.18654,143.38576,34.78211,247.99598,66.77024,545.24821,108.36425,16.44742
AGR2,1.99131,0.11542,0.4545,0.40188,0,0.24248,0.09203,0,12.96024,15.89768,0.15892,0,0.5771
AHR,659.54889,8.77195,874.56368,152.01178,53.64593,5.69826,127.3722,13.13307,14.88676,12.22898,35.59767,0.24572,99.8387
CHCHD3,33.42549,51.36208,18.9752,9.34375,4.78033,38.19044,12.14822,6.46393,2.97735,15.40852,14.30263,6.88027,5.77102
GIMAP2,0.42671,6.8098,3.18147,0.60282,0.53115,2.66727,0,8.92638,3.85304,0.97832,0.47675,3.07155,3.17406
TMEM176B,200.55293,813.82921,156.68745,128.80311,36.38363,72.62245,107.58534,283.07914,522.96327,293.08792,480.09177,3.80872,18.17872
GLI3,0,4.15513,2.8406,0.50235,0,14.91246,18.77452,6.15612,0.17514,1.95664,0.63567,0,15.29321
PSMA2,3.41367,66.59757,120.32778,0.10047,0.26557,95.53671,174.12443,352.43815,6.12984,25.92544,100.27736,13.63768,5.19392
MRPL32,1.84907,48.01488,122.48664,1.20565,3.98361,28.855,188.38938,128.86821,2.97735,16.22378,2.70161,2.45724,2.30841
COA1,6.40063,1.50047,25.67902,6.73152,12.48197,40.37275,45.37175,258.24944,0.35028,7.09281,10.17076,7.61744,12.4077
BLVRA,2.27578,3.80887,10.9079,51.03898,0,16.12485,16.56575,100.24223,0.17514,7.41892,0.31784,0.12286,2.30841
URGCP,2.70249,7.73317,72.71934,25.41902,10.88853,54.80025,126.45188,63.61329,0.35028,6.27754,1.90702,8.7232,24.8154
TMEM248,12.94349,109.07227,161.91415,10.75034,30.00985,54.31529,72.79726,123.0199,157.62456,41.90464,69.60615,24.08094,27.12381
